phoneme	dataset	dataset_occurrences	dataset_ratio	global_occurrences	global_ratio	dataset_inventory_ratio	global_inventory_ratio	dataset_occurrence_abs	dataset_occurrence_ratio
a	AA	193	0.0269	3047	0.0261	0.9948	0.8756	9	1.0
a	EA	188	0.0122	3047	0.0261	0.5193	0.8756	9	1.0
a	ER	391	0.0416	3047	0.0261	1.0	0.8756	9	1.0
a	PHOIBLE	799	0.024	3047	0.0261	0.8888	0.8756	9	1.0
a	RA	78	0.019	3047	0.0261	0.7959	0.8756	9	1.0
a	SAPHON	354	0.0392	3047	0.0261	0.9972	0.8756	9	1.0
a	UPSID	391	0.0281	3047	0.0261	0.8689	0.8756	9	1.0
a	jipa	118	0.0193	3047	0.0261	0.8027	0.8756	9	1.0
a	lapsyd	535	0.0293	3047	0.0261	0.9161	0.8756	9	1.0
ae	AA	0	0.0	16	0.0001	0.0	0.0046	4	0.4444
ae	EA	3	0.0002	16	0.0001	0.0083	0.0046	4	0.4444
ae	ER	0	0.0	16	0.0001	0.0	0.0046	4	0.4444
ae	PHOIBLE	5	0.0001	16	0.0001	0.0056	0.0046	4	0.4444
ae	RA	0	0.0	16	0.0001	0.0	0.0046	4	0.4444
ae	SAPHON	0	0.0	16	0.0001	0.0	0.0046	4	0.4444
ae	UPSID	0	0.0	16	0.0001	0.0	0.0046	4	0.4444
ae	jipa	1	0.0002	16	0.0001	0.0068	0.0046	4	0.4444
ae	lapsyd	7	0.0004	16	0.0001	0.012	0.0046	4	0.4444
ae̞	AA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ae̞	EA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ae̞	ER	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ae̞	PHOIBLE	1	0.0	4	0.0	0.0011	0.0011	2	0.2222
ae̞	RA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ae̞	SAPHON	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ae̞	UPSID	3	0.0002	4	0.0	0.0067	0.0011	2	0.2222
ae̞	jipa	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ae̞	lapsyd	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ae̞ˤ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ae̞ˤ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ae̞ˤ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ae̞ˤ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ae̞ˤ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ae̞ˤ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ae̞ˤ	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ae̞ˤ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ae̞ˤ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ae̯	AA	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ae̯	EA	2	0.0001	4	0.0	0.0055	0.0011	3	0.3333
ae̯	ER	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ae̯	PHOIBLE	1	0.0	4	0.0	0.0011	0.0011	3	0.3333
ae̯	RA	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ae̯	SAPHON	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ae̯	UPSID	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ae̯	jipa	1	0.0002	4	0.0	0.0068	0.0011	3	0.3333
ae̯	lapsyd	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ai	AA	1	0.0001	132	0.0011	0.0052	0.0379	7	0.7778
ai	EA	20	0.0013	132	0.0011	0.0552	0.0379	7	0.7778
ai	ER	0	0.0	132	0.0011	0.0	0.0379	7	0.7778
ai	PHOIBLE	43	0.0013	132	0.0011	0.0478	0.0379	7	0.7778
ai	RA	0	0.0	132	0.0011	0.0	0.0379	7	0.7778
ai	SAPHON	2	0.0002	132	0.0011	0.0056	0.0379	7	0.7778
ai	UPSID	19	0.0014	132	0.0011	0.0422	0.0379	7	0.7778
ai	jipa	10	0.0016	132	0.0011	0.068	0.0379	7	0.7778
ai	lapsyd	37	0.002	132	0.0011	0.0634	0.0379	7	0.7778
aiː	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aiː	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aiː	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aiː	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aiː	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aiː	SAPHON	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
aiː	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aiː	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aiː	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ai̯	AA	0	0.0	17	0.0001	0.0	0.0049	3	0.3333
ai̯	EA	7	0.0005	17	0.0001	0.0193	0.0049	3	0.3333
ai̯	ER	0	0.0	17	0.0001	0.0	0.0049	3	0.3333
ai̯	PHOIBLE	5	0.0001	17	0.0001	0.0056	0.0049	3	0.3333
ai̯	RA	0	0.0	17	0.0001	0.0	0.0049	3	0.3333
ai̯	SAPHON	0	0.0	17	0.0001	0.0	0.0049	3	0.3333
ai̯	UPSID	0	0.0	17	0.0001	0.0	0.0049	3	0.3333
ai̯	jipa	5	0.0008	17	0.0001	0.034	0.0049	3	0.3333
ai̯	lapsyd	0	0.0	17	0.0001	0.0	0.0049	3	0.3333
ao	AA	0	0.0	14	0.0001	0.0	0.004	3	0.3333
ao	EA	4	0.0003	14	0.0001	0.011	0.004	3	0.3333
ao	ER	0	0.0	14	0.0001	0.0	0.004	3	0.3333
ao	PHOIBLE	5	0.0001	14	0.0001	0.0056	0.004	3	0.3333
ao	RA	0	0.0	14	0.0001	0.0	0.004	3	0.3333
ao	SAPHON	0	0.0	14	0.0001	0.0	0.004	3	0.3333
ao	UPSID	0	0.0	14	0.0001	0.0	0.004	3	0.3333
ao	jipa	0	0.0	14	0.0001	0.0	0.004	3	0.3333
ao	lapsyd	5	0.0003	14	0.0001	0.0086	0.004	3	0.3333
ao̞	AA	0	0.0	4	0.0	0.0	0.0011	1	0.1111
ao̞	EA	0	0.0	4	0.0	0.0	0.0011	1	0.1111
ao̞	ER	0	0.0	4	0.0	0.0	0.0011	1	0.1111
ao̞	PHOIBLE	0	0.0	4	0.0	0.0	0.0011	1	0.1111
ao̞	RA	0	0.0	4	0.0	0.0	0.0011	1	0.1111
ao̞	SAPHON	0	0.0	4	0.0	0.0	0.0011	1	0.1111
ao̞	UPSID	4	0.0003	4	0.0	0.0089	0.0011	1	0.1111
ao̞	jipa	0	0.0	4	0.0	0.0	0.0011	1	0.1111
ao̞	lapsyd	0	0.0	4	0.0	0.0	0.0011	1	0.1111
ao̞ˤ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̞ˤ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̞ˤ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̞ˤ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̞ˤ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̞ˤ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̞ˤ	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ao̞ˤ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̞ˤ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̯	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̯	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̯	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̯	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̯	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̯	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̯	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ao̯	jipa	1	0.0002	1	0.0	0.0068	0.0003	1	0.1111
ao̯	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au	AA	1	0.0001	116	0.001	0.0052	0.0333	6	0.6667
au	EA	18	0.0012	116	0.001	0.0497	0.0333	6	0.6667
au	ER	0	0.0	116	0.001	0.0	0.0333	6	0.6667
au	PHOIBLE	34	0.001	116	0.001	0.0378	0.0333	6	0.6667
au	RA	0	0.0	116	0.001	0.0	0.0333	6	0.6667
au	SAPHON	0	0.0	116	0.001	0.0	0.0333	6	0.6667
au	UPSID	18	0.0013	116	0.001	0.04	0.0333	6	0.6667
au	jipa	14	0.0023	116	0.001	0.0952	0.0333	6	0.6667
au	lapsyd	31	0.0017	116	0.001	0.0531	0.0333	6	0.6667
au̜	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au̜	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au̜	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au̜	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
au̜	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au̜	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au̜	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au̜	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au̜	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
au̯	AA	0	0.0	14	0.0001	0.0	0.004	3	0.3333
au̯	EA	6	0.0004	14	0.0001	0.0166	0.004	3	0.3333
au̯	ER	0	0.0	14	0.0001	0.0	0.004	3	0.3333
au̯	PHOIBLE	3	0.0001	14	0.0001	0.0033	0.004	3	0.3333
au̯	RA	0	0.0	14	0.0001	0.0	0.004	3	0.3333
au̯	SAPHON	0	0.0	14	0.0001	0.0	0.004	3	0.3333
au̯	UPSID	0	0.0	14	0.0001	0.0	0.004	3	0.3333
au̯	jipa	5	0.0008	14	0.0001	0.034	0.004	3	0.3333
au̯	lapsyd	0	0.0	14	0.0001	0.0	0.004	3	0.3333
ay	AA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ay	EA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ay	ER	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ay	PHOIBLE	2	0.0001	2	0.0	0.0022	0.0006	1	0.1111
ay	RA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ay	SAPHON	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ay	UPSID	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ay	jipa	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ay	lapsyd	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aɔ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɔ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɔ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɔ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
aɔ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɔ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɔ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɔ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɔ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aə	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aə	EA	1	0.0001	2	0.0	0.0028	0.0006	2	0.2222
aə	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aə	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aə	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aə	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aə	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aə	jipa	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aə	lapsyd	1	0.0001	2	0.0	0.0017	0.0006	2	0.2222
aɛ	AA	0	0.0	7	0.0001	0.0	0.002	4	0.4444
aɛ	EA	1	0.0001	7	0.0001	0.0028	0.002	4	0.4444
aɛ	ER	0	0.0	7	0.0001	0.0	0.002	4	0.4444
aɛ	PHOIBLE	4	0.0001	7	0.0001	0.0044	0.002	4	0.4444
aɛ	RA	0	0.0	7	0.0001	0.0	0.002	4	0.4444
aɛ	SAPHON	0	0.0	7	0.0001	0.0	0.002	4	0.4444
aɛ	UPSID	1	0.0001	7	0.0001	0.0022	0.002	4	0.4444
aɛ	jipa	1	0.0002	7	0.0001	0.0068	0.002	4	0.4444
aɛ	lapsyd	0	0.0	7	0.0001	0.0	0.002	4	0.4444
aɛ̯	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɛ̯	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɛ̯	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɛ̯	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɛ̯	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɛ̯	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɛ̯	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɛ̯	jipa	1	0.0002	1	0.0	0.0068	0.0003	1	0.1111
aɛ̯	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɨ	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɨ	EA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɨ	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɨ	PHOIBLE	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɨ	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɨ	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɨ	UPSID	2	0.0001	3	0.0	0.0044	0.0009	2	0.2222
aɨ	jipa	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɨ	lapsyd	1	0.0001	3	0.0	0.0017	0.0009	2	0.2222
aɪ	AA	0	0.0	28	0.0002	0.0	0.008	4	0.4444
aɪ	EA	5	0.0003	28	0.0002	0.0138	0.008	4	0.4444
aɪ	ER	0	0.0	28	0.0002	0.0	0.008	4	0.4444
aɪ	PHOIBLE	10	0.0003	28	0.0002	0.0111	0.008	4	0.4444
aɪ	RA	0	0.0	28	0.0002	0.0	0.008	4	0.4444
aɪ	SAPHON	0	0.0	28	0.0002	0.0	0.008	4	0.4444
aɪ	UPSID	0	0.0	28	0.0002	0.0	0.008	4	0.4444
aɪ	jipa	8	0.0013	28	0.0002	0.0544	0.008	4	0.4444
aɪ	lapsyd	5	0.0003	28	0.0002	0.0086	0.008	4	0.4444
aɪ̃	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɪ̃	EA	2	0.0001	3	0.0	0.0055	0.0009	2	0.2222
aɪ̃	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɪ̃	PHOIBLE	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɪ̃	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɪ̃	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɪ̃	UPSID	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɪ̃	jipa	1	0.0002	3	0.0	0.0068	0.0009	2	0.2222
aɪ̃	lapsyd	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aɯ	AA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aɯ	EA	1	0.0001	4	0.0	0.0028	0.0011	2	0.2222
aɯ	ER	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aɯ	PHOIBLE	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aɯ	RA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aɯ	SAPHON	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aɯ	UPSID	3	0.0002	4	0.0	0.0067	0.0011	2	0.2222
aɯ	jipa	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aɯ	lapsyd	0	0.0	4	0.0	0.0	0.0011	2	0.2222
aɯ̃	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɯ̃	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
aɯ̃	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɯ̃	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɯ̃	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɯ̃	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɯ̃	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɯ̃	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɯ̃	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aɵ̯	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aɵ̯	EA	1	0.0001	2	0.0	0.0028	0.0006	2	0.2222
aɵ̯	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aɵ̯	PHOIBLE	1	0.0	2	0.0	0.0011	0.0006	2	0.2222
aɵ̯	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aɵ̯	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aɵ̯	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aɵ̯	jipa	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aɵ̯	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aʉ	AA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aʉ	EA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aʉ	ER	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aʉ	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aʉ	RA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aʉ	SAPHON	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aʉ	UPSID	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aʉ	jipa	0	0.0	2	0.0	0.0	0.0006	1	0.1111
aʉ	lapsyd	2	0.0001	2	0.0	0.0034	0.0006	1	0.1111
aʊ	AA	0	0.0	22	0.0002	0.0	0.0063	4	0.4444
aʊ	EA	3	0.0002	22	0.0002	0.0083	0.0063	4	0.4444
aʊ	ER	0	0.0	22	0.0002	0.0	0.0063	4	0.4444
aʊ	PHOIBLE	7	0.0002	22	0.0002	0.0078	0.0063	4	0.4444
aʊ	RA	0	0.0	22	0.0002	0.0	0.0063	4	0.4444
aʊ	SAPHON	0	0.0	22	0.0002	0.0	0.0063	4	0.4444
aʊ	UPSID	0	0.0	22	0.0002	0.0	0.0063	4	0.4444
aʊ	jipa	7	0.0011	22	0.0002	0.0476	0.0063	4	0.4444
aʊ	lapsyd	5	0.0003	22	0.0002	0.0086	0.0063	4	0.4444
aʊ̃	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aʊ̃	EA	1	0.0001	2	0.0	0.0028	0.0006	2	0.2222
aʊ̃	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aʊ̃	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aʊ̃	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aʊ̃	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aʊ̃	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aʊ̃	jipa	1	0.0002	2	0.0	0.0068	0.0006	2	0.2222
aʊ̃	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˀ	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˀ	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˀ	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˀ	PHOIBLE	1	0.0	2	0.0	0.0011	0.0006	2	0.2222
aˀ	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˀ	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˀ	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aˀ	jipa	1	0.0002	2	0.0	0.0068	0.0006	2	0.2222
aˀ	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aː	AA	81	0.0113	1045	0.0089	0.4175	0.3003	9	1.0
aː	EA	72	0.0047	1045	0.0089	0.1989	0.3003	9	1.0
aː	ER	179	0.019	1045	0.0089	0.4578	0.3003	9	1.0
aː	PHOIBLE	302	0.0091	1045	0.0089	0.3359	0.3003	9	1.0
aː	RA	37	0.009	1045	0.0089	0.3776	0.3003	9	1.0
aː	SAPHON	85	0.0094	1045	0.0089	0.2394	0.3003	9	1.0
aː	UPSID	34	0.0024	1045	0.0089	0.0756	0.3003	9	1.0
aː	jipa	49	0.008	1045	0.0089	0.3333	0.3003	9	1.0
aː	lapsyd	206	0.0113	1045	0.0089	0.3527	0.3003	9	1.0
aːi	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aːi	EA	1	0.0001	2	0.0	0.0028	0.0006	2	0.2222
aːi	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aːi	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aːi	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aːi	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aːi	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aːi	jipa	1	0.0002	2	0.0	0.0068	0.0006	2	0.2222
aːi	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
aːĭ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːĭ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːĭ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːĭ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
aːĭ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːĭ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːĭ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːĭ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːĭ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːi̯	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːi̯	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
aːi̯	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːi̯	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːi̯	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːi̯	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːi̯	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːi̯	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːi̯	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aːu	EA	2	0.0001	3	0.0	0.0055	0.0009	2	0.2222
aːu	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aːu	PHOIBLE	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aːu	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aːu	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aːu	UPSID	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aːu	jipa	1	0.0002	3	0.0	0.0068	0.0009	2	0.2222
aːu	lapsyd	0	0.0	3	0.0	0.0	0.0009	2	0.2222
aːŭ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːŭ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːŭ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːŭ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
aːŭ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːŭ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːŭ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːŭ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːŭ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu̯	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu̯	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
aːu̯	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu̯	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu̯	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu̯	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu̯	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu̯	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːu̯	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɨ	lapsyd	1	0.0001	1	0.0	0.0017	0.0003	1	0.1111
aːɪ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɪ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
aːɪ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɪ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɪ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɪ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɪ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɪ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aːɪ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
aˑ	AA	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
aˑ	EA	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
aˑ	ER	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
aˑ	PHOIBLE	2	0.0001	9	0.0001	0.0022	0.0026	3	0.3333
aˑ	RA	4	0.001	9	0.0001	0.0408	0.0026	3	0.3333
aˑ	SAPHON	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
aˑ	UPSID	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
aˑ	jipa	3	0.0005	9	0.0001	0.0204	0.0026	3	0.3333
aˑ	lapsyd	0	0.0	9	0.0001	0.0	0.0026	3	0.3333
a˞	AA	0	0.0	4	0.0	0.0	0.0011	4	0.4444
a˞	EA	1	0.0001	4	0.0	0.0028	0.0011	4	0.4444
a˞	ER	0	0.0	4	0.0	0.0	0.0011	4	0.4444
