phoneme	dataset	dataset_occurrences	dataset_ratio	global_occurrences	global_ratio	dataset_inventory_ratio	global_inventory_ratio	dataset_occurrence_abs	dataset_occurrence_ratio
ʕˀ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕˀ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕˀ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕˀ	jipa	1	0.0002	1	0.0	0.0068	0.0003	1	0.1111
ʕˀ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕː	AA	1	0.0001	5	0.0	0.0052	0.0014	3	0.3333
ʕː	EA	0	0.0	5	0.0	0.0	0.0014	3	0.3333
ʕː	ER	0	0.0	5	0.0	0.0	0.0014	3	0.3333
ʕː	PHOIBLE	3	0.0001	5	0.0	0.0033	0.0014	3	0.3333
ʕː	RA	0	0.0	5	0.0	0.0	0.0014	3	0.3333
ʕː	SAPHON	0	0.0	5	0.0	0.0	0.0014	3	0.3333
ʕː	UPSID	0	0.0	5	0.0	0.0	0.0014	3	0.3333
ʕː	jipa	1	0.0002	5	0.0	0.0068	0.0014	3	0.3333
ʕː	lapsyd	0	0.0	5	0.0	0.0	0.0014	3	0.3333
ʕ̙	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̙	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̙	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̙	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʕ̙	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̙	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̙	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̙	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̙	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̝	AA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ʕ̝	EA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ʕ̝	ER	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ʕ̝	PHOIBLE	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ʕ̝	RA	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ʕ̝	SAPHON	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ʕ̝	UPSID	3	0.0002	3	0.0	0.0067	0.0009	1	0.1111
ʕ̝	jipa	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ʕ̝	lapsyd	0	0.0	3	0.0	0.0	0.0009	1	0.1111
ʕ̰	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʕ̰	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰ʷ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰ʷ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰ʷ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰ʷ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʕ̰ʷ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰ʷ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰ʷ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰ʷ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʕ̰ʷ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘ	AA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ʘ	EA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ʘ	ER	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ʘ	PHOIBLE	2	0.0001	2	0.0	0.0022	0.0006	1	0.1111
ʘ	RA	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ʘ	SAPHON	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ʘ	UPSID	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ʘ	jipa	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ʘ	lapsyd	0	0.0	2	0.0	0.0	0.0006	1	0.1111
ʘh	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘh	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘh	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘh	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʘh	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘh	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘh	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘh	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘh	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘkxʼ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘkxʼ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘkxʼ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘkxʼ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʘkxʼ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘkxʼ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘkxʼ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘkxʼ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘkxʼ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘx	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘx	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘx	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘx	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʘx	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘx	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘx	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘx	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘx	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʔ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʔ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʔ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʔ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʘʔ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʔ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʔ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʔ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʔ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʰ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʰ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʰ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʰ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʘʰ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʰ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʰ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʰ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʰ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʼ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʼ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʼ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʼ	PHOIBLE	1	0.0	1	0.0	0.0011	0.0003	1	0.1111
ʘʼ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʼ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʼ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʼ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʘʼ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʙ	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʙ	EA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʙ	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʙ	PHOIBLE	2	0.0001	3	0.0	0.0022	0.0009	2	0.2222
ʙ	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʙ	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʙ	UPSID	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʙ	jipa	1	0.0002	3	0.0	0.0068	0.0009	2	0.2222
ʙ	lapsyd	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʙ̥	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʙ̥	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʙ̥	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʙ̥	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʙ̥	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʙ̥	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʙ̥	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʙ̥	jipa	1	0.0002	1	0.0	0.0068	0.0003	1	0.1111
ʙ̥	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ	lapsyd	1	0.0001	1	0.0	0.0017	0.0003	1	0.1111
ʛ̥	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ̥	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ̥	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ̥	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ̥	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ̥	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ̥	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ʛ̥	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʛ̥	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜ	AA	0	0.0	12	0.0001	0.0	0.0034	4	0.4444
ʜ	EA	7	0.0005	12	0.0001	0.0193	0.0034	4	0.4444
ʜ	ER	0	0.0	12	0.0001	0.0	0.0034	4	0.4444
ʜ	PHOIBLE	1	0.0	12	0.0001	0.0011	0.0034	4	0.4444
ʜ	RA	0	0.0	12	0.0001	0.0	0.0034	4	0.4444
ʜ	SAPHON	0	0.0	12	0.0001	0.0	0.0034	4	0.4444
ʜ	UPSID	0	0.0	12	0.0001	0.0	0.0034	4	0.4444
ʜ	jipa	1	0.0002	12	0.0001	0.0068	0.0034	4	0.4444
ʜ	lapsyd	3	0.0002	12	0.0001	0.0051	0.0034	4	0.4444
ʜʷ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜʷ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʜʷ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜʷ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜʷ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜʷ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜʷ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜʷ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜʷ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʜː	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʜː	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʜː	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʜː	PHOIBLE	1	0.0	2	0.0	0.0011	0.0006	2	0.2222
ʜː	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʜː	SAPHON	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʜː	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʜː	jipa	1	0.0002	2	0.0	0.0068	0.0006	2	0.2222
ʜː	lapsyd	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʝ	AA	0	0.0	66	0.0006	0.0	0.019	7	0.7778
ʝ	EA	11	0.0007	66	0.0006	0.0304	0.019	7	0.7778
ʝ	ER	0	0.0	66	0.0006	0.0	0.019	7	0.7778
ʝ	PHOIBLE	13	0.0004	66	0.0006	0.0145	0.019	7	0.7778
ʝ	RA	16	0.0039	66	0.0006	0.1633	0.019	7	0.7778
ʝ	SAPHON	4	0.0004	66	0.0006	0.0113	0.019	7	0.7778
ʝ	UPSID	12	0.0009	66	0.0006	0.0267	0.019	7	0.7778
ʝ	jipa	2	0.0003	66	0.0006	0.0136	0.019	7	0.7778
ʝ	lapsyd	8	0.0004	66	0.0006	0.0137	0.019	7	0.7778
ʝː	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʝː	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʝː	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʝː	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʝː	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʝː	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʝː	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʝː	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʝː	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʟ	AA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ʟ	EA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ʟ	ER	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ʟ	PHOIBLE	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ʟ	RA	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ʟ	SAPHON	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ʟ	UPSID	1	0.0001	4	0.0	0.0022	0.0011	2	0.2222
ʟ	jipa	0	0.0	4	0.0	0.0	0.0011	2	0.2222
ʟ	lapsyd	3	0.0002	4	0.0	0.0051	0.0011	2	0.2222
ʟ̥͓	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʟ̥͓	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʟ̥͓	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʟ̥͓	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʟ̥͓	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʟ̥͓	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʟ̥͓	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ʟ̥͓	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʟ̥͓	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʡ	AA	0	0.0	7	0.0001	0.0	0.002	3	0.3333
ʡ	EA	3	0.0002	7	0.0001	0.0083	0.002	3	0.3333
ʡ	ER	0	0.0	7	0.0001	0.0	0.002	3	0.3333
ʡ	PHOIBLE	1	0.0	7	0.0001	0.0011	0.002	3	0.3333
ʡ	RA	0	0.0	7	0.0001	0.0	0.002	3	0.3333
ʡ	SAPHON	0	0.0	7	0.0001	0.0	0.002	3	0.3333
ʡ	UPSID	0	0.0	7	0.0001	0.0	0.002	3	0.3333
ʡ	jipa	0	0.0	7	0.0001	0.0	0.002	3	0.3333
ʡ	lapsyd	3	0.0002	7	0.0001	0.0051	0.002	3	0.3333
ʡˤ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʡˤ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʡˤ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʡˤ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʡˤ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʡˤ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʡˤ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʡˤ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʡˤ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʢ	AA	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ʢ	EA	4	0.0003	5	0.0	0.011	0.0014	2	0.2222
ʢ	ER	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ʢ	PHOIBLE	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ʢ	RA	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ʢ	SAPHON	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ʢ	UPSID	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ʢ	jipa	0	0.0	5	0.0	0.0	0.0014	2	0.2222
ʢ	lapsyd	1	0.0001	5	0.0	0.0017	0.0014	2	0.2222
ʢʷ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʢʷ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʢʷ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʢʷ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʢʷ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʢʷ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʢʷ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʢʷ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʢʷ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʮ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʮ	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʮ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʮ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʮ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʮ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʮ	UPSID	1	0.0001	1	0.0	0.0022	0.0003	1	0.1111
ʮ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʮ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰc	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰc	EA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰc	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰc	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰc	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰc	SAPHON	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʰc	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰc	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰc	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰk	AA	0	0.0	10	0.0001	0.0	0.0029	5	0.5556
ʰk	EA	3	0.0002	10	0.0001	0.0083	0.0029	5	0.5556
ʰk	ER	0	0.0	10	0.0001	0.0	0.0029	5	0.5556
ʰk	PHOIBLE	3	0.0001	10	0.0001	0.0033	0.0029	5	0.5556
ʰk	RA	0	0.0	10	0.0001	0.0	0.0029	5	0.5556
ʰk	SAPHON	1	0.0001	10	0.0001	0.0028	0.0029	5	0.5556
ʰk	UPSID	1	0.0001	10	0.0001	0.0022	0.0029	5	0.5556
ʰk	jipa	0	0.0	10	0.0001	0.0	0.0029	5	0.5556
ʰk	lapsyd	2	0.0001	10	0.0001	0.0034	0.0029	5	0.5556
ʰkʰ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʰ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʰkʰ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʰ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʰ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʰ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʰ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʰ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʰ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʲ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʲ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʰkʲ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʲ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʲ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʲ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʲ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʲ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʲ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰkʷ	AA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʰkʷ	EA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʰkʷ	ER	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʰkʷ	PHOIBLE	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʰkʷ	RA	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʰkʷ	SAPHON	1	0.0001	2	0.0	0.0028	0.0006	2	0.2222
ʰkʷ	UPSID	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʰkʷ	jipa	0	0.0	2	0.0	0.0	0.0006	2	0.2222
ʰkʷ	lapsyd	1	0.0001	2	0.0	0.0017	0.0006	2	0.2222
ʰkː	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰkː	EA	1	0.0001	3	0.0	0.0028	0.0009	2	0.2222
ʰkː	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰkː	PHOIBLE	2	0.0001	3	0.0	0.0022	0.0009	2	0.2222
ʰkː	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰkː	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰkː	UPSID	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰkː	jipa	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰkː	lapsyd	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰm	AA	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ʰm	EA	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ʰm	ER	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ʰm	PHOIBLE	1	0.0	4	0.0	0.0011	0.0011	3	0.3333
ʰm	RA	1	0.0002	4	0.0	0.0102	0.0011	3	0.3333
ʰm	SAPHON	2	0.0002	4	0.0	0.0056	0.0011	3	0.3333
ʰm	UPSID	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ʰm	jipa	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ʰm	lapsyd	0	0.0	4	0.0	0.0	0.0011	3	0.3333
ʰp	AA	0	0.0	9	0.0001	0.0	0.0026	4	0.4444
ʰp	EA	3	0.0002	9	0.0001	0.0083	0.0026	4	0.4444
ʰp	ER	0	0.0	9	0.0001	0.0	0.0026	4	0.4444
ʰp	PHOIBLE	3	0.0001	9	0.0001	0.0033	0.0026	4	0.4444
ʰp	RA	0	0.0	9	0.0001	0.0	0.0026	4	0.4444
ʰp	SAPHON	0	0.0	9	0.0001	0.0	0.0026	4	0.4444
ʰp	UPSID	1	0.0001	9	0.0001	0.0022	0.0026	4	0.4444
ʰp	jipa	0	0.0	9	0.0001	0.0	0.0026	4	0.4444
ʰp	lapsyd	2	0.0001	9	0.0001	0.0034	0.0026	4	0.4444
ʰpʰ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʰ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʰpʰ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʰ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʰ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʰ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʰ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʰ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʰ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʲ	AA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʲ	EA	1	0.0001	1	0.0	0.0028	0.0003	1	0.1111
ʰpʲ	ER	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʲ	PHOIBLE	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʲ	RA	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʲ	SAPHON	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʲ	UPSID	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʲ	jipa	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpʲ	lapsyd	0	0.0	1	0.0	0.0	0.0003	1	0.1111
ʰpː	AA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰpː	EA	1	0.0001	3	0.0	0.0028	0.0009	2	0.2222
ʰpː	ER	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰpː	PHOIBLE	2	0.0001	3	0.0	0.0022	0.0009	2	0.2222
ʰpː	RA	0	0.0	3	0.0	0.0	0.0009	2	0.2222
ʰpː	SAPHON	0	0.0	3	0.0	0.0	0.0009	2	0.2222
