Glottocode	DatasetA	VarietyA	SoundsA	ConsonantsA	VowelsA	DatasetB	VarietyB	SoundsB	ConsonantsB	VowelsB	StrictSimilarity	AverageSimilarity	InventoryA	InventoryB	normal vowels A	normal vowels B	long vowels A	long vowels B	odd-length vowels A	odd-length vowels B	diphthongs A	diphthongs B	normal consonants A	normal consonants B	long consonants A	long consonants B	odd-length consonants A	odd-length consonants B	unknowns A	unknowns B
jeme1245	lapsyd	towa_jeme1245	51	29	22	phoible	jeme1245-898	61	39	22	0.65	0.81	e i ĩ o õ æ æ̃ ɒ ɒ̃ ɨ ɨ̃ eː iː ĩː oː õː æː æ̃ː ɒː ɒ̃ː ɨː ɨ̃ː b d f g gʲ h j kʰ kʲʰ kʷ kʼ kʼʲ l m n p pʼ r s t tʃ tʲ tʼ v w z ɸ ʃ ʔ	e i ĩ o õ æ æ̃ ɑ ɑ̃ ɨ ɨ̃ eː iː ĩː oː õː æː æ̃ː ɑː ɑ̃ː ɨː ɨ̃ː b c d f g gʲ h j j̰ kʰ kʲʰ kʷ kʼ kʼʲ l l̰ m m̰ n n̰ p pʼ s t tsʼ tʃʰ tʰ tʼ v w w̰ z ɟ ɦ ɬ ɸ ɾ ʃ ʔ	e i ĩ o õ æ æ̃ ɒ ɒ̃ ɨ ɨ̃	e i ĩ o õ æ æ̃ ɑ ɑ̃ ɨ ɨ̃	eː iː ĩː oː õː æː æ̃ː ɒː ɒ̃ː ɨː ɨ̃ː	eː iː ĩː oː õː æː æ̃ː ɑː ɑ̃ː ɨː ɨ̃ː					b d f g gʲ h j kʰ kʲʰ kʷ kʼ kʼʲ l m n p pʼ r s t tʃ tʲ tʼ v w z ɸ ʃ ʔ	b c d f g gʲ h j j̰ kʰ kʲʰ kʷ kʼ kʼʲ l l̰ m m̰ n n̰ p pʼ s t tsʼ tʃʰ tʰ tʼ v w w̰ z ɟ ɦ ɬ ɸ ɾ ʃ ʔ						
kafa1242	lapsyd	kafa_kafa1242	32	22	10	upsid	kafa1242-394	27	22	5	0.55	0.77	a i u ɔ ɛ aː iː uː ɔː ɛː b d dʒ g h k kʼ l m n p pʼ s t tʃ tʃʼ tʼ w z ɸ ɾ ʔ	a e̞ i o̞ u b d dʒ f g h j k kʼ l m n p pʼ r t tʃ tʃʼ tʼ w ʃ ʔ	a i u ɔ ɛ	a e̞ i o̞ u	aː iː uː ɔː ɛː						b d dʒ g h k kʼ l m n p pʼ s t tʃ tʃʼ tʼ w z ɸ ɾ ʔ	b d dʒ f g h j k kʼ l m n p pʼ r t tʃ tʃʼ tʼ w ʃ ʔ						
wari1266	lapsyd	waris_wari1266	22	13	9	upsid	wari1266-619	22	13	9	0.91	0.96	a e i u æ ɒ ɔ ə ɛ j k l p r s t w x β ⁿb ⁿd ⁿg	a e i o̞ u æ ɒ ə ɛ j k l p r s t w x β ⁿb ⁿd ⁿg	a e i u æ ɒ ɔ ə ɛ	a e i o̞ u æ ɒ ə ɛ							j k l p r s t w x β ⁿb ⁿd ⁿg	j k l p r s t w x β ⁿb ⁿd ⁿg						
klam1254	lapsyd	klamath_klam1254	41	33	8	upsid	klam1254-416	37	33	4	0.62	0.81	a i o æ aː iː oː æː c cʰ cʼ h j j̊ j̰ k kʰ kʼ l l̥ l̰ m m̥ m̰ n n̥ n̰ p pʰ pʼ q qʰ qʼ s t tʰ tʼ w w̰ ʍ ʔ	a e̞ i o̞ b cʰ cʼ d g h j j̊ j̰ kʰ kʼ l l̥ l̰ m m̥ m̰ n n̥ n̰ pʰ pʼ qʰ qʼ s tʰ tʼ w w̰ ɟ ɢ ʍ ʔ	a i o æ	a e̞ i o̞	aː iː oː æː						c cʰ cʼ h j j̊ j̰ k kʰ kʼ l l̥ l̰ m m̥ m̰ n n̥ n̰ p pʰ pʼ q qʰ qʼ s t tʰ tʼ w w̰ ʍ ʔ	b cʰ cʼ d g h j j̊ j̰ kʰ kʼ l l̥ l̰ m m̥ m̰ n n̥ n̰ pʰ pʼ qʰ qʼ s tʰ tʼ w w̰ ɟ ɢ ʍ ʔ						
hopi1249	lapsyd	hopi_hopi1249	37	31	6	upsid	hopi1249-356	28	22	6	0.59	0.69	a i o ø ɛ ɨ h j j̊ k kʲ kʷ l l̥ m m̥ n n̥ p q s t ts v w ŋ ŋʷ ŋ̊ ɲ ʍ ʔ ʰk ʰkʷ ʰp ʰq ʰt ʰts	a i æ ø ɤ o̞u h j j̊ k kʷ m m̥ n n̥ p q s t v w ŋ ŋʷ ŋ̊ ɲ ɻ̝̊ ʍ ʔ	a i o ø ɛ ɨ	a i æ ø ɤ						o̞u	h j j̊ k kʲ kʷ l l̥ m m̥ n n̥ p q s t ts v w ŋ ŋʷ ŋ̊ ɲ ʍ ʔ ʰk ʰkʷ ʰp ʰq ʰt ʰts	h j j̊ k kʷ m m̥ n n̥ p q s t v w ŋ ŋʷ ŋ̊ ɲ ɻ̝̊ ʍ ʔ						
hixk1239	lapsyd	hixkaryana_hixk1239	23	18	5	upsid	hixk1239-355	23	18	5	0.84	0.95	e u æ ɔ ɯ b d d̠ h j k m n n̠ p s t tʃ w ɸ ɺ̣ ɾ ʃ	e̞ u æ ɔ ɯ b d d̠ h j k m n n̠ p s t tʃ w ɸ ɺ̠ ɾ ʃ	e u æ ɔ ɯ	e̞ u æ ɔ ɯ							b d d̠ h j k m n n̠ p s t tʃ w ɸ ɺ̣ ɾ ʃ	b d d̠ h j k m n n̠ p s t tʃ w ɸ ɺ̠ ɾ ʃ						
hixk1239	lapsyd	hixkaryana_hixk1239	23	18	5	saphon	hixk1239-1871	23	18	5	0.59	0.84	e u æ ɔ ɯ b d d̠ h j k m n n̠ p s t tʃ w ɸ ɺ̣ ɾ ʃ	a e o u ɨ b d dʲ h j k m n p s t tʃ w ɲ ɸ ɺ ɾ ʃ	e u æ ɔ ɯ	a e o u ɨ							b d d̠ h j k m n n̠ p s t tʃ w ɸ ɺ̣ ɾ ʃ	b d dʲ h j k m n p s t tʃ w ɲ ɸ ɺ ɾ ʃ						
hixk1239	upsid	hixk1239-355	23	18	5	saphon	hixk1239-1871	23	18	5	0.53	0.87	e̞ u æ ɔ ɯ b d d̠ h j k m n n̠ p s t tʃ w ɸ ɺ̠ ɾ ʃ	a e o u ɨ b d dʲ h j k m n p s t tʃ w ɲ ɸ ɺ ɾ ʃ	e̞ u æ ɔ ɯ	a e o u ɨ							b d d̠ h j k m n n̠ p s t tʃ w ɸ ɺ̠ ɾ ʃ	b d dʲ h j k m n p s t tʃ w ɲ ɸ ɺ ɾ ʃ						
kaya1319	lapsyd	kayardild_kaya1319	23	17	6	er	kaya1319-3002	23	17	6	0.84	0.91	a i u aː iː uː j k l m n n̠ n̪ p r t t̠ t̪ w ŋ ɳ ɻ ʈ	a i u aː iː uː j k l m n n̪ p r t t̪ w ŋ ȵ ȶ ɳ ɻ ʈ	a i u	a i u	aː iː uː	aː iː uː					j k l m n n̠ n̪ p r t t̠ t̪ w ŋ ɳ ɻ ʈ	j k l m n n̪ p r t t̪ w ŋ ȵ ȶ ɳ ɻ ʈ						
kaya1319	lapsyd	kayardild_kaya1319	23	17	6	er	kaya1319-3004	24	18	6	0.81	0.90	a i u aː iː uː j k l m n n̠ n̪ p r t t̠ t̪ w ŋ ɳ ɻ ʈ	a i u aː iː uː j k l m n n̪ p r t t̪ w ŋ ȵ ȶ ɭ ɳ ɻ ʈ	a i u	a i u	aː iː uː	aː iː uː					j k l m n n̠ n̪ p r t t̠ t̪ w ŋ ɳ ɻ ʈ	j k l m n n̪ p r t t̪ w ŋ ȵ ȶ ɭ ɳ ɻ ʈ						
kaya1319	er	kaya1319-3002	23	17	6	er	kaya1319-3004	24	18	6	0.96	0.96	a i u aː iː uː j k l m n n̪ p r t t̪ w ŋ ȵ ȶ ɳ ɻ ʈ	a i u aː iː uː j k l m n n̪ p r t t̪ w ŋ ȵ ȶ ɭ ɳ ɻ ʈ	a i u	a i u	aː iː uː	aː iː uː					j k l m n n̪ p r t t̪ w ŋ ȵ ȶ ɳ ɻ ʈ	j k l m n n̪ p r t t̪ w ŋ ȵ ȶ ɭ ɳ ɻ ʈ						
ticu1245	lapsyd	ticuna_ticu1245	26	16	10	upsid	ticu1245-565	29	18	11	0.77	0.81	a ã e i ĩ o u ũ ɨ ɨ̃ b d dʒ g k kʷ m n p t tʃ w ŋ ɲ ɾ ʔ	a ã e̞ i ĩ o̞ õ̞ u ũ ɨ ɨ̃ b d dʒ f g k kʷ m n p s t tʃ w ŋ ɲ ɾ ʔ	a ã e i ĩ o u ũ ɨ ɨ̃	a ã e̞ i ĩ o̞ õ̞ u ũ ɨ ɨ̃							b d dʒ g k kʷ m n p t tʃ w ŋ ɲ ɾ ʔ	b d dʒ f g k kʷ m n p s t tʃ w ŋ ɲ ɾ ʔ						
ticu1245	lapsyd	ticuna_ticu1245	26	16	10	saphon	ticu1245-1937	33	15	18	0.51	0.67	a ã e i ĩ o u ũ ɨ ɨ̃ b d dʒ g k kʷ m n p t tʃ w ŋ ɲ ɾ ʔ	a ã a̰ e ẽ ḛ i ĩ ḭ o õ o̰ u ũ ṵ ɯ ɯ̃ ɯ̰ b c d g k m n p t w ŋ ɟ ɲ ɸ ɾ	a ã e i ĩ o u ũ ɨ ɨ̃	a ã a̰ e ẽ ḛ i ĩ ḭ o õ o̰ u ũ ṵ ɯ ɯ̃ ɯ̰							b d dʒ g k kʷ m n p t tʃ w ŋ ɲ ɾ ʔ	b c d g k m n p t w ŋ ɟ ɲ ɸ ɾ						
ticu1245	upsid	ticu1245-565	29	18	11	saphon	ticu1245-1937	33	15	18	0.41	0.58	a ã e̞ i ĩ o̞ õ̞ u ũ ɨ ɨ̃ b d dʒ f g k kʷ m n p s t tʃ w ŋ ɲ ɾ ʔ	a ã a̰ e ẽ ḛ i ĩ ḭ o õ o̰ u ũ ṵ ɯ ɯ̃ ɯ̰ b c d g k m n p t w ŋ ɟ ɲ ɸ ɾ	a ã e̞ i ĩ o̞ õ̞ u ũ ɨ ɨ̃	a ã a̰ e ẽ ḛ i ĩ ḭ o õ o̰ u ũ ṵ ɯ ɯ̃ ɯ̰							b d dʒ f g k kʷ m n p s t tʃ w ŋ ɲ ɾ ʔ	b c d g k m n p t w ŋ ɟ ɲ ɸ ɾ						
tetu1245	lapsyd	tetunwesterndialect_tetu1245	18	13	5	upsid	tetu1245-571	19	14	5	0.68	0.87	a e i o u b d f h k l m n r s t̪ w ʔ	a e̞ i o̞ u b d f h k l m n p r s t w ʔ	a e i o u	a e̞ i o̞ u							b d f h k l m n r s t̪ w ʔ	b d f h k l m n p r s t w ʔ						
tetu1245	lapsyd	tetunwesterndialect_tetu1245	18	13	5	phoible	tetu1245-1680	18	13	5	0.89	0.97	a e i o u b d f h k l m n r s t̪ w ʔ	a e i o u b d f h k l m n r s t w ʔ	a e i o u	a e i o u							b d f h k l m n r s t̪ w ʔ	b d f h k l m n r s t w ʔ						
tetu1245	upsid	tetu1245-571	19	14	5	phoible	tetu1245-1680	18	13	5	0.76	0.91	a e̞ i o̞ u b d f h k l m n p r s t w ʔ	a e i o u b d f h k l m n r s t w ʔ	a e̞ i o̞ u	a e i o u							b d f h k l m n p r s t w ʔ	b d f h k l m n r s t w ʔ						
rama1270	lapsyd	rama_rama1270	23	17	6	phoible	rama1270-987	28	19	9	0.82	0.83	a i u aː iː uː b d g h j k kʷ l m n p r s t w ŋ ŋʷ	a e i o u aː eː iː uː b d g h j k kʷ l m n p r s t ts w z ŋ ŋʷ	a i u	a e i o u	aː iː uː	aː eː iː uː					b d g h j k kʷ l m n p r s t w ŋ ŋʷ	b d g h j k kʷ l m n p r s t ts w z ŋ ŋʷ						
mull1237	lapsyd	malakmalak_mull1237	19	14	5	upsid	mull1237-466	19	14	5	0.81	0.95	a i ø ɛ ʊ j k l l̠ m n n̠ p t t̠ w ŋ ɹ ɾ	a i ø̠ ɛ ʊ j k l l̠ m n n̠ p r t t̠ w ŋ ɹ	a i ø ɛ ʊ	a i ø̠ ɛ ʊ							j k l l̠ m n n̠ p t t̠ w ŋ ɹ ɾ	j k l l̠ m n n̠ p r t t̠ w ŋ ɹ						
mull1237	lapsyd	malakmalak_mull1237	19	14	5	er	mull1237-2633	19	14	5	0.27	0.76	a i ø ɛ ʊ j k l l̠ m n n̠ p t t̠ w ŋ ɹ ɾ	a e i u ə j k l̺ m n̺ p r̺ t̺ w ŋ ȴ ȵ ȶ ɹ̺	a i ø ɛ ʊ	a e i u ə							j k l l̠ m n n̠ p t t̠ w ŋ ɹ ɾ	j k l̺ m n̺ p r̺ t̺ w ŋ ȴ ȵ ȶ ɹ̺						
mull1237	upsid	mull1237-466	19	14	5	er	mull1237-2633	19	14	5	0.27	0.76	a i ø̠ ɛ ʊ j k l l̠ m n n̠ p r t t̠ w ŋ ɹ	a e i u ə j k l̺ m n̺ p r̺ t̺ w ŋ ȴ ȵ ȶ ɹ̺	a i ø̠ ɛ ʊ	a e i u ə							j k l l̠ m n n̠ p r t t̠ w ŋ ɹ	j k l̺ m n̺ p r̺ t̺ w ŋ ȴ ȵ ȶ ɹ̺						
chac1249	lapsyd	chachi_chac1249	32	24	8	upsid	chac1249-273	28	24	4	0.82	0.88	i ɑ ɛ ʊ iː ɑː ɛː ʊː b d d̠ g h j k l l̠ m n n̠ p s t ts tʃ t̠ w ŋ ɸ ɾ ʃ ʔ	i ɑ ɛ ʊ b d d̠ g h j k l l̠ m n n̠ p r s t ts tʃ t̠ w ŋ ɸ ʃ ʔ	i ɑ ɛ ʊ	i ɑ ɛ ʊ	iː ɑː ɛː ʊː						b d d̠ g h j k l l̠ m n n̠ p s t ts tʃ t̠ w ŋ ɸ ɾ ʃ ʔ	b d d̠ g h j k l l̠ m n n̠ p r s t ts tʃ t̠ w ŋ ɸ ʃ ʔ						
chac1249	lapsyd	chachi_chac1249	32	24	8	saphon	chac1249-1854	27	23	4	0.44	0.69	i ɑ ɛ ʊ iː ɑː ɛː ʊː b d d̠ g h j k l l̠ m n n̠ p s t ts tʃ t̠ w ŋ ɸ ɾ ʃ ʔ	a e i u b d dʲ g j k l m n p s t ts tʃ tʲ ŋ ɲ ɾ ʃ ʎ ʔ β χ	i ɑ ɛ ʊ	a e i u	iː ɑː ɛː ʊː						b d d̠ g h j k l l̠ m n n̠ p s t ts tʃ t̠ w ŋ ɸ ɾ ʃ ʔ	b d dʲ g j k l m n p s t ts tʃ tʲ ŋ ɲ ɾ ʃ ʎ ʔ β χ						
chac1249	upsid	chac1249-273	28	24	4	saphon	chac1249-1854	27	23	4	0.45	0.76	i ɑ ɛ ʊ b d d̠ g h j k l l̠ m n n̠ p r s t ts tʃ t̠ w ŋ ɸ ʃ ʔ	a e i u b d dʲ g j k l m n p s t ts tʃ tʲ ŋ ɲ ɾ ʃ ʎ ʔ β χ	i ɑ ɛ ʊ	a e i u							b d d̠ g h j k l l̠ m n n̠ p r s t ts tʃ t̠ w ŋ ɸ ʃ ʔ	b d dʲ g j k l m n p s t ts tʃ tʲ ŋ ɲ ɾ ʃ ʎ ʔ β χ						
lith1251	lapsyd	lithuanian_lith1251	51	39	12	upsid	lith1251-444	52	36	16	0.34	0.73	a æ ɪ ʊ eː iː oː uː æː ɑː ie uo b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	a æ ɪ ʊ eː iː oː uː æː ɑː ai au ie̞ ui uo æi b bʲ d dz dʒ dʲ g gʲ j k kʲ l lʲ m mʲ n nʲ p pʲ r rʲ s sʲ t ts tsʲ tʃ tʲ v vʲ x z ʃ ʃʲ ʒ ʒʲ	a æ ɪ ʊ	a æ ɪ ʊ	eː iː oː uː æː ɑː	eː iː oː uː æː ɑː			ie uo	ai au ie̞ ui uo æi	b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	b bʲ d dz dʒ dʲ g gʲ j k kʲ l lʲ m mʲ n nʲ p pʲ r rʲ s sʲ t ts tsʲ tʃ tʲ v vʲ x z ʃ ʃʲ ʒ ʒʲ						
lith1251	lapsyd	lithuanian_lith1251	51	39	12	ea	lith1251-2244	60	45	15	0.39	0.72	a æ ɪ ʊ eː iː oː uː æː ɑː ie uo b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	ɐ ɔ ɛ ɪ ɪ̯ ʊ ʊ̯ äː eː iː oː uː æː iə uə b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ	a æ ɪ ʊ	ɐ ɔ ɛ ɪ ɪ̯ ʊ ʊ̯	eː iː oː uː æː ɑː	äː eː iː oː uː æː			ie uo	iə uə	b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ						
lith1251	lapsyd	lithuanian_lith1251	51	39	12	ea	lith1251-2282	59	45	14	0.33	0.72	a æ ɪ ʊ eː iː oː uː æː ɑː ie uo b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	e i o u ɐ ɛ ɪ̯ ʊ̯ äː iː uː æː iɛ uɔ b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ	a æ ɪ ʊ	e i o u ɐ ɛ ɪ̯ ʊ̯	eː iː oː uː æː ɑː	äː iː uː æː			ie uo	iɛ uɔ	b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ						
lith1251	lapsyd	lithuanian_lith1251	51	39	12	ea	lith1251-2316	40	26	14	0.32	0.63	a æ ɪ ʊ eː iː oː uː æː ɑː ie uo b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	e o ɐ ɛ ɪ̯ ʊ̯ äː eː iː oː uː æː iɛ uɔ b dz̪ dʒ d̪ f g gʲ j k kʲ lʲ lˠ m n̪ p r s̪ ts̪ tʃ t̪ v x z̪ ɣ ʃ ʒ	a æ ɪ ʊ	e o ɐ ɛ ɪ̯ ʊ̯	eː iː oː uː æː ɑː	äː eː iː oː uː æː			ie uo	iɛ uɔ	b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	b dz̪ dʒ d̪ f g gʲ j k kʲ lʲ lˠ m n̪ p r s̪ ts̪ tʃ t̪ v x z̪ ɣ ʃ ʒ						
lith1251	lapsyd	lithuanian_lith1251	51	39	12	ea	lith1251-2488	57	45	12	0.33	0.73	a æ ɪ ʊ eː iː oː uː æː ɑː ie uo b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	e o ɐ ɛ ɪ̯ ʊ̯ äː iː uː æː iɛ uɔ b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ	a æ ɪ ʊ	e o ɐ ɛ ɪ̯ ʊ̯	eː iː oː uː æː ɑː	äː iː uː æː			ie uo	iɛ uɔ	b bʲ dz̪ dz̪ʲ dʒ dʒʲ d̪ d̪ʲ g gʲ j k kʲ l̪ʲ l̪ˠ m mʲ n̪ n̪ʲ p pʲ r̪ r̪ʲ s̪ s̪ʲ ts̪ ts̪ʲ tʃ tʃʲ t̪ t̪ʲ z̪ z̪ʲ ʃʲ ʃˠ ʋ ʋʲ ʒʲ ʒˠ	b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ						
lith1251	upsid	lith1251-444	52	36	16	ea	lith1251-2244	60	45	15	0.45	0.69	a æ ɪ ʊ eː iː oː uː æː ɑː ai au ie̞ ui uo æi b bʲ d dz dʒ dʲ g gʲ j k kʲ l lʲ m mʲ n nʲ p pʲ r rʲ s sʲ t ts tsʲ tʃ tʲ v vʲ x z ʃ ʃʲ ʒ ʒʲ	ɐ ɔ ɛ ɪ ɪ̯ ʊ ʊ̯ äː eː iː oː uː æː iə uə b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ	a æ ɪ ʊ	ɐ ɔ ɛ ɪ ɪ̯ ʊ ʊ̯	eː iː oː uː æː ɑː	äː eː iː oː uː æː			ai au ie̞ ui uo æi	iə uə	b bʲ d dz dʒ dʲ g gʲ j k kʲ l lʲ m mʲ n nʲ p pʲ r rʲ s sʲ t ts tsʲ tʃ tʲ v vʲ x z ʃ ʃʲ ʒ ʒʲ	b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ						
lith1251	upsid	lith1251-444	52	36	16	ea	lith1251-2282	59	45	14	0.39	0.69	a æ ɪ ʊ eː iː oː uː æː ɑː ai au ie̞ ui uo æi b bʲ d dz dʒ dʲ g gʲ j k kʲ l lʲ m mʲ n nʲ p pʲ r rʲ s sʲ t ts tsʲ tʃ tʲ v vʲ x z ʃ ʃʲ ʒ ʒʲ	e i o u ɐ ɛ ɪ̯ ʊ̯ äː iː uː æː iɛ uɔ b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ	a æ ɪ ʊ	e i o u ɐ ɛ ɪ̯ ʊ̯	eː iː oː uː æː ɑː	äː iː uː æː			ai au ie̞ ui uo æi	iɛ uɔ	b bʲ d dz dʒ dʲ g gʲ j k kʲ l lʲ m mʲ n nʲ p pʲ r rʲ s sʲ t ts tsʲ tʃ tʲ v vʲ x z ʃ ʃʲ ʒ ʒʲ	b bʲ dzʲ dz̪ dʒ dʒʲ dʲ d̪ f fʲ g gʲ j k kʲ lʲ lˠ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ ts̪ tʃ tʃʲ tʲ t̪ v vʲ x xʲ zʲ z̪ ɣ ɣʲ ʃ ʃʲ ʒ ʒʲ						
lith1251	upsid	lith1251-444	52	36	16	ea	lith1251-2316	40	26	14	0.30	0.60	a æ ɪ ʊ eː iː oː uː æː ɑː ai au ie̞ ui uo æi b bʲ d dz dʒ dʲ g gʲ j k kʲ l lʲ m mʲ n nʲ p pʲ r rʲ s sʲ t ts tsʲ tʃ tʲ v vʲ x z ʃ ʃʲ ʒ ʒʲ	e o ɐ ɛ ɪ̯ ʊ̯ äː eː iː oː uː æː iɛ uɔ b dz̪ dʒ d̪ f g gʲ j k kʲ lʲ lˠ m n̪ p r s̪ ts̪ tʃ t̪ v x z̪ ɣ ʃ ʒ	a æ ɪ ʊ	e o ɐ ɛ ɪ̯ ʊ̯	eː iː oː uː æː ɑː	äː eː iː oː uː æː			ai au ie̞ ui uo æi	iɛ uɔ	b bʲ d dz dʒ dʲ g gʲ j k kʲ l lʲ m mʲ n nʲ p pʲ r rʲ s sʲ t ts tsʲ tʃ tʲ v vʲ x z ʃ ʃʲ ʒ ʒʲ	b dz̪ dʒ d̪ f g gʲ j k kʲ lʲ lˠ m n̪ p r s̪ ts̪ tʃ t̪ v x z̪ ɣ ʃ ʒ						
