Phoneme,Dataset,Dataset Pair,Absolute Count (DatasetA),Absolute Count (DatasetB),Relative Count (DatasetA),Relative Count (DatasetB),Total Inventories,Percent (DatasetA),Percent (DatasetB)
kʲ,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
kʲ,aa,aa-upsid,0,2,0.0000,0.0017,34,0.0000,0.0588
kʲ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
kʲ,ea,ea-lapsyd,0,7,0.0000,0.0018,95,0.0000,0.0737
kʲ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
kʲ,ea,ea-upsid,0,7,0.0000,0.0021,82,0.0000,0.0854
kʲ,jipa,jipa-aa,2,0,0.0082,0.0000,6,0.3333,0.0000
kʲ,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
kʲ,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
kʲ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
kʲ,jipa,jipa-upsid,2,0,0.0012,0.0000,38,0.0526,0.0000
kʲ,lapsyd,lapsyd-aa,2,0,0.0021,0.0000,27,0.0741,0.0000
kʲ,lapsyd,lapsyd-ea,7,0,0.0019,0.0000,95,0.0737,0.0000
kʲ,lapsyd,lapsyd-er,1,0,0.0007,0.0000,61,0.0164,0.0000
kʲ,lapsyd,lapsyd-jipa,0,3,0.0000,0.0015,57,0.0000,0.0526
kʲ,lapsyd,lapsyd-phoible,4,0,0.0008,0.0000,139,0.0288,0.0000
kʲ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
kʲ,lapsyd,lapsyd-saphon,3,0,0.0010,0.0000,107,0.0280,0.0000
kʲ,lapsyd,lapsyd-upsid,11,0,0.0012,0.0000,303,0.0363,0.0000
kʲ,phoible,phoible-aa,3,0,0.0017,0.0000,47,0.0638,0.0000
kʲ,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
kʲ,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
kʲ,phoible,phoible-lapsyd,0,5,0.0000,0.0009,139,0.0000,0.0360
kʲ,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
kʲ,saphon,saphon-lapsyd,0,5,0.0000,0.0018,107,0.0000,0.0467
kʲ,saphon,saphon-upsid,0,5,0.0000,0.0030,63,0.0000,0.0794
kʲ,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
kʲ,upsid,upsid-ea,6,0,0.0020,0.0000,82,0.0732,0.0000
kʲ,upsid,upsid-er,1,0,0.0018,0.0000,26,0.0385,0.0000
kʲ,upsid,upsid-jipa,0,3,0.0000,0.0022,38,0.0000,0.0789
kʲ,upsid,upsid-lapsyd,0,8,0.0000,0.0009,303,0.0000,0.0264
kʲ,upsid,upsid-phoible,2,0,0.0010,0.0000,61,0.0328,0.0000
kʲ,upsid,upsid-saphon,2,0,0.0012,0.0000,63,0.0317,0.0000
kʲʰ,ea,ea-lapsyd,0,5,0.0000,0.0013,95,0.0000,0.0526
kʲʰ,ea,ea-phoible,0,2,0.0000,0.0004,121,0.0000,0.0165
kʲʰ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
kʲʰ,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
kʲʰ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
kʲʰ,lapsyd,lapsyd-ra,1,0,0.0010,0.0000,26,0.0385,0.0000
kʲʰ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
kʲʰ,lapsyd,lapsyd-upsid,1,0,0.0001,0.0000,303,0.0033,0.0000
kʲʰ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
kʲʰ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
kʲʰ,upsid,upsid-ea,5,0,0.0016,0.0000,82,0.0610,0.0000
kʲʰ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
kʲʰ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
kʲʰ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
kʲʷ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
kʲʷʰ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
kʷ,aa,aa-jipa,0,3,0.0000,0.0137,6,0.0000,0.5000
kʷ,aa,aa-lapsyd,0,3,0.0000,0.0033,27,0.0000,0.1111
kʷ,aa,aa-phoible,0,9,0.0000,0.0055,47,0.0000,0.1915
kʷ,aa,aa-upsid,0,4,0.0000,0.0034,34,0.0000,0.1176
kʷ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
kʷ,ea,ea-lapsyd,0,2,0.0000,0.0005,95,0.0000,0.0211
kʷ,ea,ea-phoible,0,11,0.0000,0.0023,121,0.0000,0.0909
kʷ,ea,ea-upsid,0,5,0.0000,0.0015,82,0.0000,0.0610
kʷ,er,er-jipa,0,1,0.0000,0.0088,4,0.0000,0.2500
kʷ,er,er-phoible,0,3,0.0000,0.0088,12,0.0000,0.2500
kʷ,er,er-upsid,0,1,0.0000,0.0017,26,0.0000,0.0385
kʷ,jipa,jipa-aa,4,0,0.0163,0.0000,6,0.6667,0.0000
kʷ,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
kʷ,jipa,jipa-er,1,0,0.0079,0.0000,4,0.2500,0.0000
kʷ,jipa,jipa-lapsyd,9,0,0.0039,0.0000,57,0.1579,0.0000
kʷ,jipa,jipa-phoible,13,0,0.0028,0.0000,111,0.1171,0.0000
kʷ,jipa,jipa-upsid,11,0,0.0063,0.0000,38,0.2895,0.0000
kʷ,lapsyd,lapsyd-aa,5,0,0.0052,0.0000,27,0.1852,0.0000
kʷ,lapsyd,lapsyd-ea,6,0,0.0017,0.0000,95,0.0632,0.0000
kʷ,lapsyd,lapsyd-er,2,0,0.0014,0.0000,61,0.0328,0.0000
kʷ,lapsyd,lapsyd-jipa,0,9,0.0000,0.0045,57,0.0000,0.1579
kʷ,lapsyd,lapsyd-phoible,26,0,0.0055,0.0000,139,0.1871,0.0000
kʷ,lapsyd,lapsyd-saphon,20,0,0.0068,0.0000,107,0.1869,0.0000
kʷ,lapsyd,lapsyd-upsid,47,0,0.0050,0.0000,303,0.1551,0.0000
kʷ,phoible,phoible-aa,12,0,0.0066,0.0000,47,0.2553,0.0000
kʷ,phoible,phoible-ea,5,0,0.0011,0.0000,121,0.0413,0.0000
kʷ,phoible,phoible-jipa,0,11,0.0000,0.0024,111,0.0000,0.0991
kʷ,phoible,phoible-lapsyd,0,23,0.0000,0.0044,139,0.0000,0.1655
kʷ,phoible,phoible-saphon,7,0,0.0062,0.0000,42,0.1667,0.0000
kʷ,phoible,phoible-upsid,0,12,0.0000,0.0047,61,0.0000,0.1967
kʷ,saphon,saphon-lapsyd,0,20,0.0000,0.0070,107,0.0000,0.1869
kʷ,saphon,saphon-phoible,0,7,0.0000,0.0063,42,0.0000,0.1667
kʷ,saphon,saphon-upsid,0,11,0.0000,0.0066,63,0.0000,0.1746
kʷ,upsid,upsid-aa,4,0,0.0035,0.0000,34,0.1176,0.0000
kʷ,upsid,upsid-ea,3,0,0.0010,0.0000,82,0.0366,0.0000
kʷ,upsid,upsid-jipa,0,6,0.0000,0.0043,38,0.0000,0.1579
kʷ,upsid,upsid-lapsyd,0,36,0.0000,0.0041,303,0.0000,0.1188
kʷ,upsid,upsid-phoible,7,0,0.0035,0.0000,61,0.1148,0.0000
kʷ,upsid,upsid-saphon,8,0,0.0049,0.0000,63,0.1270,0.0000
kʷʰ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
kʷʰ,ea,ea-lapsyd,0,3,0.0000,0.0008,95,0.0000,0.0316
kʷʰ,ea,ea-phoible,0,11,0.0000,0.0023,121,0.0000,0.0909
kʷʰ,ea,ea-upsid,0,4,0.0000,0.0012,82,0.0000,0.0488
kʷʰ,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
kʷʰ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
kʷʰ,jipa,jipa-phoible,2,0,0.0004,0.0000,111,0.0180,0.0000
kʷʰ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
kʷʰ,lapsyd,lapsyd-ea,3,0,0.0008,0.0000,95,0.0316,0.0000
kʷʰ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
kʷʰ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
kʷʰ,lapsyd,lapsyd-upsid,5,0,0.0005,0.0000,303,0.0165,0.0000
kʷʰ,phoible,phoible-ea,5,0,0.0011,0.0000,121,0.0413,0.0000
kʷʰ,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
kʷʰ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
kʷʰ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
kʷʰ,upsid,upsid-aa,1,0,0.0009,0.0000,34,0.0294,0.0000
kʷʰ,upsid,upsid-ea,7,0,0.0023,0.0000,82,0.0854,0.0000
kʷʰ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
kʷʰ,upsid,upsid-lapsyd,0,10,0.0000,0.0011,303,0.0000,0.0330
kʷʰ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
kʷˀ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
kʷˀ,upsid,upsid-saphon,1,0,0.0006,0.0000,63,0.0159,0.0000
kʷː,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
kʷː,jipa,jipa-lapsyd,3,0,0.0013,0.0000,57,0.0526,0.0000
kʷː,jipa,jipa-phoible,4,0,0.0009,0.0000,111,0.0360,0.0000
kʷː,jipa,jipa-upsid,4,0,0.0023,0.0000,38,0.1053,0.0000
kʷː,phoible,phoible-jipa,0,2,0.0000,0.0004,111,0.0000,0.0180
kʷː,phoible,phoible-lapsyd,0,2,0.0000,0.0004,139,0.0000,0.0144
kʷː,phoible,phoible-upsid,0,2,0.0000,0.0008,61,0.0000,0.0328
kʷː,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
kʷː,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
kʼ,ea,ea-jipa,0,1,0.0000,0.0004,57,0.0000,0.0175
kʼ,ea,ea-lapsyd,0,9,0.0000,0.0023,95,0.0000,0.0947
kʼ,ea,ea-phoible,0,20,0.0000,0.0042,121,0.0000,0.1653
kʼ,ea,ea-upsid,0,6,0.0000,0.0018,82,0.0000,0.0732
kʼ,jipa,jipa-aa,2,0,0.0082,0.0000,6,0.3333,0.0000
kʼ,jipa,jipa-ea,1,0,0.0004,0.0000,57,0.0175,0.0000
kʼ,jipa,jipa-lapsyd,5,0,0.0022,0.0000,57,0.0877,0.0000
kʼ,jipa,jipa-phoible,6,0,0.0013,0.0000,111,0.0541,0.0000
kʼ,jipa,jipa-saphon,1,0,0.0063,0.0000,6,0.1667,0.0000
kʼ,jipa,jipa-upsid,5,0,0.0029,0.0000,38,0.1316,0.0000
kʼ,lapsyd,lapsyd-aa,2,0,0.0021,0.0000,27,0.0741,0.0000
kʼ,lapsyd,lapsyd-ea,9,0,0.0025,0.0000,95,0.0947,0.0000
kʼ,lapsyd,lapsyd-jipa,0,5,0.0000,0.0025,57,0.0000,0.0877
kʼ,lapsyd,lapsyd-phoible,19,0,0.0040,0.0000,139,0.1367,0.0000
kʼ,lapsyd,lapsyd-saphon,8,0,0.0027,0.0000,107,0.0748,0.0000
kʼ,lapsyd,lapsyd-upsid,39,0,0.0041,0.0000,303,0.1287,0.0000
kʼ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
kʼ,phoible,phoible-ea,20,0,0.0043,0.0000,121,0.1653,0.0000
kʼ,phoible,phoible-jipa,0,5,0.0000,0.0011,111,0.0000,0.0450
kʼ,phoible,phoible-lapsyd,0,17,0.0000,0.0032,139,0.0000,0.1223
kʼ,phoible,phoible-upsid,0,7,0.0000,0.0028,61,0.0000,0.1148
kʼ,saphon,saphon-jipa,0,1,0.0000,0.0065,6,0.0000,0.1667
kʼ,saphon,saphon-lapsyd,0,10,0.0000,0.0035,107,0.0000,0.0935
kʼ,saphon,saphon-upsid,0,6,0.0000,0.0036,63,0.0000,0.0952
kʼ,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
kʼ,upsid,upsid-ea,5,0,0.0016,0.0000,82,0.0610,0.0000
kʼ,upsid,upsid-jipa,0,5,0.0000,0.0036,38,0.0000,0.1316
kʼ,upsid,upsid-lapsyd,0,39,0.0000,0.0044,303,0.0000,0.1287
kʼ,upsid,upsid-phoible,8,0,0.0040,0.0000,61,0.1311,0.0000
kʼ,upsid,upsid-saphon,5,0,0.0031,0.0000,63,0.0794,0.0000
kʼʲ,ea,ea-lapsyd,0,4,0.0000,0.0010,95,0.0000,0.0421
kʼʲ,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
kʼʲ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
kʼʲ,jipa,jipa-aa,2,0,0.0082,0.0000,6,0.3333,0.0000
kʼʲ,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
kʼʲ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
kʼʲ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
kʼʲ,lapsyd,lapsyd-aa,2,0,0.0021,0.0000,27,0.0741,0.0000
kʼʲ,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
kʼʲ,lapsyd,lapsyd-phoible,5,0,0.0011,0.0000,139,0.0360,0.0000
kʼʲ,lapsyd,lapsyd-upsid,4,0,0.0004,0.0000,303,0.0132,0.0000
kʼʲ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
kʼʲ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
kʼʲ,phoible,phoible-lapsyd,0,5,0.0000,0.0009,139,0.0000,0.0360
kʼʲ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
kʼʲ,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
kʼʲ,upsid,upsid-ea,3,0,0.0010,0.0000,82,0.0366,0.0000
kʼʲ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
kʼʲ,upsid,upsid-lapsyd,0,2,0.0000,0.0002,303,0.0000,0.0066
kʼʲ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
kʼʲʷ,ea,ea-lapsyd,0,1,0.0000,0.0003,95,0.0000,0.0105
kʼʷ,ea,ea-lapsyd,0,3,0.0000,0.0008,95,0.0000,0.0316
kʼʷ,ea,ea-phoible,0,9,0.0000,0.0019,121,0.0000,0.0744
kʼʷ,ea,ea-upsid,0,5,0.0000,0.0015,82,0.0000,0.0610
kʼʷ,jipa,jipa-aa,2,0,0.0082,0.0000,6,0.3333,0.0000
kʼʷ,jipa,jipa-lapsyd,2,0,0.0009,0.0000,57,0.0351,0.0000
kʼʷ,jipa,jipa-phoible,4,0,0.0009,0.0000,111,0.0360,0.0000
kʼʷ,jipa,jipa-upsid,3,0,0.0017,0.0000,38,0.0789,0.0000
kʼʷ,lapsyd,lapsyd-aa,2,0,0.0021,0.0000,27,0.0741,0.0000
kʼʷ,lapsyd,lapsyd-ea,4,0,0.0011,0.0000,95,0.0421,0.0000
kʼʷ,lapsyd,lapsyd-jipa,0,2,0.0000,0.0010,57,0.0000,0.0351
kʼʷ,lapsyd,lapsyd-phoible,9,0,0.0019,0.0000,139,0.0647,0.0000
kʼʷ,lapsyd,lapsyd-saphon,1,0,0.0003,0.0000,107,0.0093,0.0000
kʼʷ,lapsyd,lapsyd-upsid,12,0,0.0013,0.0000,303,0.0396,0.0000
kʼʷ,phoible,phoible-aa,2,0,0.0011,0.0000,47,0.0426,0.0000
kʼʷ,phoible,phoible-jipa,0,3,0.0000,0.0007,111,0.0000,0.0270
kʼʷ,phoible,phoible-lapsyd,0,6,0.0000,0.0011,139,0.0000,0.0432
kʼʷ,phoible,phoible-upsid,0,4,0.0000,0.0016,61,0.0000,0.0656
kʼʷ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
kʼʷ,upsid,upsid-aa,2,0,0.0017,0.0000,34,0.0588,0.0000
kʼʷ,upsid,upsid-ea,4,0,0.0013,0.0000,82,0.0488,0.0000
kʼʷ,upsid,upsid-jipa,0,3,0.0000,0.0022,38,0.0000,0.0789
kʼʷ,upsid,upsid-lapsyd,0,10,0.0000,0.0011,303,0.0000,0.0330
kʼʷ,upsid,upsid-phoible,4,0,0.0020,0.0000,61,0.0656,0.0000
kʼʷː,jipa,jipa-lapsyd,1,0,0.0004,0.0000,57,0.0175,0.0000
kʼʷː,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
kʼʷː,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
kʼʷː,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
kʼʷː,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
kʼʷː,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
kʼː,phoible,phoible-lapsyd,0,2,0.0000,0.0004,139,0.0000,0.0144
kˀ,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
kˀ,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
kˀ,upsid,upsid-jipa,0,2,0.0000,0.0014,38,0.0000,0.0526
kˀ,upsid,upsid-lapsyd,0,4,0.0000,0.0005,303,0.0000,0.0132
kˀ,upsid,upsid-phoible,1,0,0.0005,0.0000,61,0.0164,0.0000
kˀ,upsid,upsid-saphon,2,0,0.0012,0.0000,63,0.0317,0.0000
kː,aa,aa-phoible,0,1,0.0000,0.0006,47,0.0000,0.0213
kː,ea,ea-phoible,0,1,0.0000,0.0002,121,0.0000,0.0083
kː,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
kː,jipa,jipa-ea,6,0,0.0023,0.0000,57,0.1053,0.0000
kː,jipa,jipa-lapsyd,10,0,0.0044,0.0000,57,0.1754,0.0000
kː,jipa,jipa-phoible,15,0,0.0032,0.0000,111,0.1351,0.0000
kː,jipa,jipa-ra,3,0,0.0083,0.0000,6,0.5000,0.0000
kː,jipa,jipa-upsid,9,0,0.0052,0.0000,38,0.2368,0.0000
kː,phoible,phoible-aa,3,0,0.0017,0.0000,47,0.0638,0.0000
kː,phoible,phoible-ea,5,0,0.0011,0.0000,121,0.0413,0.0000
kː,phoible,phoible-jipa,0,9,0.0000,0.0020,111,0.0000,0.0811
kː,phoible,phoible-lapsyd,0,15,0.0000,0.0028,139,0.0000,0.1079
kː,phoible,phoible-ra,3,0,0.0043,0.0000,16,0.1875,0.0000
kː,phoible,phoible-upsid,0,9,0.0000,0.0035,61,0.0000,0.1475
kː,saphon,saphon-lapsyd,0,1,0.0000,0.0004,107,0.0000,0.0093
kː,saphon,saphon-upsid,0,1,0.0000,0.0006,63,0.0000,0.0159
kː,upsid,upsid-ea,1,0,0.0003,0.0000,82,0.0122,0.0000
kː,upsid,upsid-er,1,0,0.0018,0.0000,26,0.0385,0.0000
kː,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
kˑ,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
kˑ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
kˡ,jipa,jipa-saphon,1,0,0.0063,0.0000,6,0.1667,0.0000
kˡ,saphon,saphon-jipa,0,1,0.0000,0.0065,6,0.0000,0.1667
kˤ,ea,ea-upsid,0,1,0.0000,0.0003,82,0.0000,0.0122
kˤ,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
kˤ,upsid,upsid-jipa,0,1,0.0000,0.0007,38,0.0000,0.0263
kˤ,upsid,upsid-lapsyd,0,1,0.0000,0.0001,303,0.0000,0.0033
kˤ,upsid,upsid-phoible,2,0,0.0010,0.0000,61,0.0328,0.0000
k̙,ra,ra-phoible,0,1,0.0000,0.0014,16,0.0000,0.0625
k̙,ra,ra-upsid,0,1,0.0000,0.0014,16,0.0000,0.0625
k̚,er,er-lapsyd,0,10,0.0000,0.0073,61,0.0000,0.1639
k̚,er,er-phoible,0,1,0.0000,0.0029,12,0.0000,0.0833
k̚,er,er-upsid,0,4,0.0000,0.0068,26,0.0000,0.1538
k̚,phoible,phoible-ea,3,0,0.0006,0.0000,121,0.0248,0.0000
k̚,phoible,phoible-jipa,0,4,0.0000,0.0009,111,0.0000,0.0360
k̚,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
k̚,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
k̰,lapsyd,lapsyd-ea,1,0,0.0003,0.0000,95,0.0105,0.0000
k̰,lapsyd,lapsyd-jipa,0,1,0.0000,0.0005,57,0.0000,0.0175
k̰,lapsyd,lapsyd-phoible,1,0,0.0002,0.0000,139,0.0072,0.0000
k̰,lapsyd,lapsyd-upsid,3,0,0.0003,0.0000,303,0.0099,0.0000
k̰,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
k̰,ra,ra-ea,1,0,0.0007,0.0000,32,0.0312,0.0000
k̰,ra,ra-lapsyd,0,1,0.0000,0.0009,26,0.0000,0.0385
k̰ʷ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
k̰ʷ,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
k̻,phoible,phoible-ea,1,0,0.0002,0.0000,121,0.0083,0.0000
k̻,phoible,phoible-lapsyd,0,1,0.0000,0.0002,139,0.0000,0.0072
k̻,phoible,phoible-ra,1,0,0.0014,0.0000,16,0.0625,0.0000
k͈,er,er-lapsyd,0,10,0.0000,0.0073,61,0.0000,0.1639
k͈,er,er-phoible,0,2,0.0000,0.0059,12,0.0000,0.1667
k͈,er,er-upsid,0,4,0.0000,0.0068,26,0.0000,0.1538
kⁿ,jipa,jipa-er,1,0,0.0079,0.0000,4,0.2500,0.0000
kⁿ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
kⁿ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
kⁿ,phoible,phoible-er,3,0,0.0098,0.0000,12,0.2500,0.0000
kⁿ,phoible,phoible-jipa,0,1,0.0000,0.0002,111,0.0000,0.0090
kⁿ,phoible,phoible-upsid,0,1,0.0000,0.0004,61,0.0000,0.0164
kⁿʷ,jipa,jipa-er,1,0,0.0079,0.0000,4,0.2500,0.0000
kⁿʷ,jipa,jipa-phoible,1,0,0.0002,0.0000,111,0.0090,0.0000
kⁿʷ,jipa,jipa-upsid,1,0,0.0006,0.0000,38,0.0263,0.0000
l,aa,aa-jipa,0,6,0.0000,0.0274,6,0.0000,1.0000
l,aa,aa-lapsyd,0,25,0.0000,0.0275,27,0.0000,0.9259
l,aa,aa-phoible,0,45,0.0000,0.0274,47,0.0000,0.9574
l,aa,aa-upsid,0,32,0.0000,0.0268,34,0.0000,0.9412
l,ea,ea-jipa,0,40,0.0000,0.0164,57,0.0000,0.7018
l,ea,ea-lapsyd,0,58,0.0000,0.0150,95,0.0000,0.6105
l,ea,ea-phoible,0,88,0.0000,0.0184,121,0.0000,0.7273
l,ea,ea-ra,0,22,0.0000,0.0165,32,0.0000,0.6875
l,ea,ea-upsid,0,47,0.0000,0.0142,82,0.0000,0.5732
l,er,er-jipa,0,4,0.0000,0.0351,4,0.0000,1.0000
l,er,er-lapsyd,0,36,0.0000,0.0263,61,0.0000,0.5902
l,er,er-phoible,0,11,0.0000,0.0324,12,0.0000,0.9167
l,er,er-upsid,0,13,0.0000,0.0221,26,0.0000,0.5000
l,jipa,jipa-aa,6,0,0.0245,0.0000,6,1.0000,0.0000
l,jipa,jipa-ea,57,0,0.0221,0.0000,57,1.0000,0.0000
l,jipa,jipa-er,4,0,0.0317,0.0000,4,1.0000,0.0000
l,jipa,jipa-lapsyd,55,0,0.0239,0.0000,57,0.9649,0.0000
l,jipa,jipa-phoible,108,0,0.0230,0.0000,111,0.9730,0.0000
l,jipa,jipa-ra,6,0,0.0165,0.0000,6,1.0000,0.0000
l,jipa,jipa-saphon,5,0,0.0316,0.0000,6,0.8333,0.0000
l,jipa,jipa-upsid,36,0,0.0208,0.0000,38,0.9474,0.0000
l,lapsyd,lapsyd-aa,23,0,0.0241,0.0000,27,0.8519,0.0000
l,lapsyd,lapsyd-ea,66,0,0.0183,0.0000,95,0.6947,0.0000
l,lapsyd,lapsyd-er,61,0,0.0433,0.0000,61,1.0000,0.0000
l,lapsyd,lapsyd-jipa,0,42,0.0000,0.0211,57,0.0000,0.7368
l,lapsyd,lapsyd-phoible,109,0,0.0231,0.0000,139,0.7842,0.0000
l,lapsyd,lapsyd-ra,17,0,0.0168,0.0000,26,0.6538,0.0000
l,lapsyd,lapsyd-saphon,32,0,0.0109,0.0000,107,0.2991,0.0000
l,lapsyd,lapsyd-upsid,191,0,0.0202,0.0000,303,0.6304,0.0000
l,phoible,phoible-aa,41,0,0.0227,0.0000,47,0.8723,0.0000
l,phoible,phoible-ea,106,0,0.0226,0.0000,121,0.8760,0.0000
l,phoible,phoible-er,12,0,0.0392,0.0000,12,1.0000,0.0000
l,phoible,phoible-jipa,0,100,0.0000,0.0223,111,0.0000,0.9009
l,phoible,phoible-lapsyd,0,119,0.0000,0.0226,139,0.0000,0.8561
l,phoible,phoible-ra,14,0,0.0201,0.0000,16,0.8750,0.0000
l,phoible,phoible-saphon,17,0,0.0151,0.0000,42,0.4048,0.0000
l,phoible,phoible-upsid,0,51,0.0000,0.0201,61,0.0000,0.8361
l,ra,ra-ea,29,0,0.0202,0.0000,32,0.9062,0.0000
l,ra,ra-jipa,0,6,0.0000,0.0202,6,0.0000,1.0000
l,ra,ra-lapsyd,0,24,0.0000,0.0216,26,0.0000,0.9231
l,ra,ra-phoible,0,16,0.0000,0.0223,16,0.0000,1.0000
l,ra,ra-upsid,0,15,0.0000,0.0210,16,0.0000,0.9375
l,saphon,saphon-jipa,0,5,0.0000,0.0327,6,0.0000,0.8333
l,saphon,saphon-lapsyd,0,44,0.0000,0.0155,107,0.0000,0.4112
l,saphon,saphon-phoible,0,16,0.0000,0.0144,42,0.0000,0.3810
l,saphon,saphon-upsid,0,24,0.0000,0.0143,63,0.0000,0.3810
l,upsid,upsid-aa,28,0,0.0243,0.0000,34,0.8235,0.0000
l,upsid,upsid-ea,56,0,0.0182,0.0000,82,0.6829,0.0000
l,upsid,upsid-er,26,0,0.0457,0.0000,26,1.0000,0.0000
l,upsid,upsid-jipa,0,28,0.0000,0.0202,38,0.0000,0.7368
l,upsid,upsid-lapsyd,0,194,0.0000,0.0221,303,0.0000,0.6403
l,upsid,upsid-phoible,50,0,0.0248,0.0000,61,0.8197,0.0000
l,upsid,upsid-ra,12,0,0.0206,0.0000,16,0.7500,0.0000
