Phoneme	Dataset	Dataset_Occurrences	Dataset_Inventory_Ratio	Dataset_Ratio	Global_Occurrences	Global_Inventory_Ratio	Global_Ratio
l̥	saphon	1	0.0028	0.0001	85	0.0244	0.0007
l̥	upsid	12	0.0267	0.0009	85	0.0244	0.0007
l̥ʲ	aa	0	0.0	0.0	3	0.0009	0.0
l̥ʲ	ea	2	0.0055	0.0001	3	0.0009	0.0
l̥ʲ	er	0	0.0	0.0	3	0.0009	0.0
l̥ʲ	jipa	0	0.0	0.0	3	0.0009	0.0
l̥ʲ	lapsyd	0	0.0	0.0	3	0.0009	0.0
l̥ʲ	phoible	0	0.0	0.0	3	0.0009	0.0
l̥ʲ	ra	0	0.0	0.0	3	0.0009	0.0
l̥ʲ	saphon	0	0.0	0.0	3	0.0009	0.0
l̥ʲ	upsid	1	0.0022	0.0001	3	0.0009	0.0
l̥ʲː	aa	0	0.0	0.0	1	0.0003	0.0
l̥ʲː	ea	1	0.0028	0.0001	1	0.0003	0.0
l̥ʲː	er	0	0.0	0.0	1	0.0003	0.0
l̥ʲː	jipa	0	0.0	0.0	1	0.0003	0.0
l̥ʲː	lapsyd	0	0.0	0.0	1	0.0003	0.0
l̥ʲː	phoible	0	0.0	0.0	1	0.0003	0.0
l̥ʲː	ra	0	0.0	0.0	1	0.0003	0.0
l̥ʲː	saphon	0	0.0	0.0	1	0.0003	0.0
l̥ʲː	upsid	0	0.0	0.0	1	0.0003	0.0
l̥ː	aa	0	0.0	0.0	2	0.0006	0.0
l̥ː	ea	1	0.0028	0.0001	2	0.0006	0.0
l̥ː	er	0	0.0	0.0	2	0.0006	0.0
l̥ː	jipa	0	0.0	0.0	2	0.0006	0.0
l̥ː	lapsyd	0	0.0	0.0	2	0.0006	0.0
l̥ː	phoible	1	0.0011	0.0	2	0.0006	0.0
l̥ː	ra	0	0.0	0.0	2	0.0006	0.0
l̥ː	saphon	0	0.0	0.0	2	0.0006	0.0
l̥ː	upsid	0	0.0	0.0	2	0.0006	0.0
l̥ˠ	aa	0	0.0	0.0	1	0.0003	0.0
l̥ˠ	ea	0	0.0	0.0	1	0.0003	0.0
l̥ˠ	er	0	0.0	0.0	1	0.0003	0.0
l̥ˠ	jipa	0	0.0	0.0	1	0.0003	0.0
l̥ˠ	lapsyd	0	0.0	0.0	1	0.0003	0.0
l̥ˠ	phoible	0	0.0	0.0	1	0.0003	0.0
l̥ˠ	ra	0	0.0	0.0	1	0.0003	0.0
l̥ˠ	saphon	0	0.0	0.0	1	0.0003	0.0
l̥ˠ	upsid	1	0.0022	0.0001	1	0.0003	0.0
l̩	aa	0	0.0	0.0	3	0.0009	0.0
l̩	ea	3	0.0083	0.0002	3	0.0009	0.0
l̩	er	0	0.0	0.0	3	0.0009	0.0
l̩	jipa	0	0.0	0.0	3	0.0009	0.0
l̩	lapsyd	0	0.0	0.0	3	0.0009	0.0
l̩	phoible	0	0.0	0.0	3	0.0009	0.0
l̩	ra	0	0.0	0.0	3	0.0009	0.0
l̩	saphon	0	0.0	0.0	3	0.0009	0.0
l̩	upsid	0	0.0	0.0	3	0.0009	0.0
l̪	aa	0	0.0	0.0	278	0.0799	0.0024
l̪	ea	28	0.0773	0.0018	278	0.0799	0.0024
l̪	er	98	0.2506	0.0104	278	0.0799	0.0024
l̪	jipa	2	0.0136	0.0003	278	0.0799	0.0024
l̪	lapsyd	67	0.1147	0.0037	278	0.0799	0.0024
l̪	phoible	48	0.0534	0.0014	278	0.0799	0.0024
l̪	ra	0	0.0	0.0	278	0.0799	0.0024
l̪	saphon	1	0.0028	0.0001	278	0.0799	0.0024
l̪	upsid	34	0.0756	0.0024	278	0.0799	0.0024
l̪ʱ	aa	0	0.0	0.0	2	0.0006	0.0
l̪ʱ	ea	1	0.0028	0.0001	2	0.0006	0.0
l̪ʱ	er	0	0.0	0.0	2	0.0006	0.0
l̪ʱ	jipa	0	0.0	0.0	2	0.0006	0.0
l̪ʱ	lapsyd	1	0.0017	0.0001	2	0.0006	0.0
l̪ʱ	phoible	0	0.0	0.0	2	0.0006	0.0
l̪ʱ	ra	0	0.0	0.0	2	0.0006	0.0
l̪ʱ	saphon	0	0.0	0.0	2	0.0006	0.0
l̪ʱ	upsid	0	0.0	0.0	2	0.0006	0.0
l̪ʲ	aa	0	0.0	0.0	9	0.0026	0.0001
l̪ʲ	ea	3	0.0083	0.0002	9	0.0026	0.0001
l̪ʲ	er	0	0.0	0.0	9	0.0026	0.0001
l̪ʲ	jipa	0	0.0	0.0	9	0.0026	0.0001
l̪ʲ	lapsyd	3	0.0051	0.0002	9	0.0026	0.0001
l̪ʲ	phoible	1	0.0011	0.0	9	0.0026	0.0001
l̪ʲ	ra	0	0.0	0.0	9	0.0026	0.0001
l̪ʲ	saphon	0	0.0	0.0	9	0.0026	0.0001
l̪ʲ	upsid	2	0.0044	0.0001	9	0.0026	0.0001
l̪ʷ	aa	0	0.0	0.0	12	0.0034	0.0001
l̪ʷ	ea	0	0.0	0.0	12	0.0034	0.0001
l̪ʷ	er	10	0.0256	0.0011	12	0.0034	0.0001
l̪ʷ	jipa	1	0.0068	0.0002	12	0.0034	0.0001
l̪ʷ	lapsyd	0	0.0	0.0	12	0.0034	0.0001
l̪ʷ	phoible	1	0.0011	0.0	12	0.0034	0.0001
l̪ʷ	ra	0	0.0	0.0	12	0.0034	0.0001
l̪ʷ	saphon	0	0.0	0.0	12	0.0034	0.0001
l̪ʷ	upsid	0	0.0	0.0	12	0.0034	0.0001
l̪ː	aa	0	0.0	0.0	2	0.0006	0.0
l̪ː	ea	0	0.0	0.0	2	0.0006	0.0
l̪ː	er	0	0.0	0.0	2	0.0006	0.0
l̪ː	jipa	0	0.0	0.0	2	0.0006	0.0
l̪ː	lapsyd	0	0.0	0.0	2	0.0006	0.0
l̪ː	phoible	1	0.0011	0.0	2	0.0006	0.0
l̪ː	ra	0	0.0	0.0	2	0.0006	0.0
l̪ː	saphon	0	0.0	0.0	2	0.0006	0.0
l̪ː	upsid	1	0.0022	0.0001	2	0.0006	0.0
l̪ˠ	aa	0	0.0	0.0	18	0.0052	0.0002
l̪ˠ	ea	6	0.0166	0.0004	18	0.0052	0.0002
l̪ˠ	er	0	0.0	0.0	18	0.0052	0.0002
l̪ˠ	jipa	1	0.0068	0.0002	18	0.0052	0.0002
l̪ˠ	lapsyd	4	0.0068	0.0002	18	0.0052	0.0002
l̪ˠ	phoible	4	0.0044	0.0001	18	0.0052	0.0002
l̪ˠ	ra	0	0.0	0.0	18	0.0052	0.0002
l̪ˠ	saphon	0	0.0	0.0	18	0.0052	0.0002
l̪ˠ	upsid	3	0.0067	0.0002	18	0.0052	0.0002
l̪ˤ	aa	0	0.0	0.0	2	0.0006	0.0
l̪ˤ	ea	0	0.0	0.0	2	0.0006	0.0
l̪ˤ	er	0	0.0	0.0	2	0.0006	0.0
l̪ˤ	jipa	0	0.0	0.0	2	0.0006	0.0
l̪ˤ	lapsyd	1	0.0017	0.0001	2	0.0006	0.0
l̪ˤ	phoible	1	0.0011	0.0	2	0.0006	0.0
l̪ˤ	ra	0	0.0	0.0	2	0.0006	0.0
l̪ˤ	saphon	0	0.0	0.0	2	0.0006	0.0
l̪ˤ	upsid	0	0.0	0.0	2	0.0006	0.0
l̪ˤː	aa	0	0.0	0.0	1	0.0003	0.0
l̪ˤː	ea	0	0.0	0.0	1	0.0003	0.0
l̪ˤː	er	0	0.0	0.0	1	0.0003	0.0
l̪ˤː	jipa	0	0.0	0.0	1	0.0003	0.0
l̪ˤː	lapsyd	0	0.0	0.0	1	0.0003	0.0
l̪ˤː	phoible	1	0.0011	0.0	1	0.0003	0.0
l̪ˤː	ra	0	0.0	0.0	1	0.0003	0.0
l̪ˤː	saphon	0	0.0	0.0	1	0.0003	0.0
l̪ˤː	upsid	0	0.0	0.0	1	0.0003	0.0
l̪̥	aa	0	0.0	0.0	2	0.0006	0.0
l̪̥	ea	0	0.0	0.0	2	0.0006	0.0
l̪̥	er	0	0.0	0.0	2	0.0006	0.0
l̪̥	jipa	0	0.0	0.0	2	0.0006	0.0
l̪̥	lapsyd	1	0.0017	0.0001	2	0.0006	0.0
l̪̥	phoible	0	0.0	0.0	2	0.0006	0.0
l̪̥	ra	0	0.0	0.0	2	0.0006	0.0
l̪̥	saphon	0	0.0	0.0	2	0.0006	0.0
l̪̥	upsid	1	0.0022	0.0001	2	0.0006	0.0
l̪̰	aa	0	0.0	0.0	3	0.0009	0.0
l̪̰	ea	0	0.0	0.0	3	0.0009	0.0
l̪̰	er	0	0.0	0.0	3	0.0009	0.0
l̪̰	jipa	0	0.0	0.0	3	0.0009	0.0
l̪̰	lapsyd	3	0.0051	0.0002	3	0.0009	0.0
l̪̰	phoible	0	0.0	0.0	3	0.0009	0.0
l̪̰	ra	0	0.0	0.0	3	0.0009	0.0
l̪̰	saphon	0	0.0	0.0	3	0.0009	0.0
l̪̰	upsid	0	0.0	0.0	3	0.0009	0.0
l̰	aa	0	0.0	0.0	30	0.0086	0.0003
l̰	ea	0	0.0	0.0	30	0.0086	0.0003
l̰	er	0	0.0	0.0	30	0.0086	0.0003
l̰	jipa	0	0.0	0.0	30	0.0086	0.0003
l̰	lapsyd	11	0.0188	0.0006	30	0.0086	0.0003
l̰	phoible	7	0.0078	0.0002	30	0.0086	0.0003
l̰	ra	0	0.0	0.0	30	0.0086	0.0003
l̰	saphon	0	0.0	0.0	30	0.0086	0.0003
l̰	upsid	12	0.0267	0.0009	30	0.0086	0.0003
l̺	aa	0	0.0	0.0	138	0.0397	0.0012
l̺	ea	14	0.0387	0.0009	138	0.0397	0.0012
l̺	er	124	0.3171	0.0132	138	0.0397	0.0012
l̺	jipa	0	0.0	0.0	138	0.0397	0.0012
l̺	lapsyd	0	0.0	0.0	138	0.0397	0.0012
l̺	phoible	0	0.0	0.0	138	0.0397	0.0012
l̺	ra	0	0.0	0.0	138	0.0397	0.0012
l̺	saphon	0	0.0	0.0	138	0.0397	0.0012
l̺	upsid	0	0.0	0.0	138	0.0397	0.0012
l̺ˠ	aa	0	0.0	0.0	3	0.0009	0.0
l̺ˠ	ea	3	0.0083	0.0002	3	0.0009	0.0
l̺ˠ	er	0	0.0	0.0	3	0.0009	0.0
l̺ˠ	jipa	0	0.0	0.0	3	0.0009	0.0
l̺ˠ	lapsyd	0	0.0	0.0	3	0.0009	0.0
l̺ˠ	phoible	0	0.0	0.0	3	0.0009	0.0
l̺ˠ	ra	0	0.0	0.0	3	0.0009	0.0
l̺ˠ	saphon	0	0.0	0.0	3	0.0009	0.0
l̺ˠ	upsid	0	0.0	0.0	3	0.0009	0.0
l̻	aa	0	0.0	0.0	2	0.0006	0.0
l̻	ea	2	0.0055	0.0001	2	0.0006	0.0
l̻	er	0	0.0	0.0	2	0.0006	0.0
l̻	jipa	0	0.0	0.0	2	0.0006	0.0
l̻	lapsyd	0	0.0	0.0	2	0.0006	0.0
l̻	phoible	0	0.0	0.0	2	0.0006	0.0
l̻	ra	0	0.0	0.0	2	0.0006	0.0
l̻	saphon	0	0.0	0.0	2	0.0006	0.0
l̻	upsid	0	0.0	0.0	2	0.0006	0.0
lᶣ	aa	0	0.0	0.0	1	0.0003	0.0
lᶣ	ea	0	0.0	0.0	1	0.0003	0.0
lᶣ	er	0	0.0	0.0	1	0.0003	0.0
lᶣ	jipa	0	0.0	0.0	1	0.0003	0.0
lᶣ	lapsyd	0	0.0	0.0	1	0.0003	0.0
lᶣ	phoible	1	0.0011	0.0	1	0.0003	0.0
lᶣ	ra	0	0.0	0.0	1	0.0003	0.0
lᶣ	saphon	0	0.0	0.0	1	0.0003	0.0
lᶣ	upsid	0	0.0	0.0	1	0.0003	0.0
m	aa	187	0.9639	0.026	3348	0.9621	0.0287
m	ea	359	0.9917	0.0233	3348	0.9621	0.0287
m	er	391	1.0	0.0416	3348	0.9621	0.0287
m	jipa	146	0.9932	0.0239	3348	0.9621	0.0287
m	lapsyd	549	0.9401	0.03	3348	0.9621	0.0287
m	phoible	877	0.9755	0.0263	3348	0.9621	0.0287
m	ra	96	0.9796	0.0233	3348	0.9621	0.0287
m	saphon	319	0.8986	0.0353	3348	0.9621	0.0287
m	upsid	424	0.9422	0.0304	3348	0.9621	0.0287
mʰ	aa	0	0.0	0.0	3	0.0009	0.0
mʰ	ea	3	0.0083	0.0002	3	0.0009	0.0
mʰ	er	0	0.0	0.0	3	0.0009	0.0
mʰ	jipa	0	0.0	0.0	3	0.0009	0.0
mʰ	lapsyd	0	0.0	0.0	3	0.0009	0.0
mʰ	phoible	0	0.0	0.0	3	0.0009	0.0
mʰ	ra	0	0.0	0.0	3	0.0009	0.0
mʰ	saphon	0	0.0	0.0	3	0.0009	0.0
mʰ	upsid	0	0.0	0.0	3	0.0009	0.0
mʱ	aa	0	0.0	0.0	33	0.0095	0.0003
mʱ	ea	2	0.0055	0.0001	33	0.0095	0.0003
mʱ	er	0	0.0	0.0	33	0.0095	0.0003
mʱ	jipa	2	0.0136	0.0003	33	0.0095	0.0003
mʱ	lapsyd	4	0.0068	0.0002	33	0.0095	0.0003
mʱ	phoible	9	0.01	0.0003	33	0.0095	0.0003
mʱ	ra	11	0.1122	0.0027	33	0.0095	0.0003
mʱ	saphon	1	0.0028	0.0001	33	0.0095	0.0003
mʱ	upsid	4	0.0089	0.0003	33	0.0095	0.0003
mʲ	aa	1	0.0052	0.0001	80	0.023	0.0007
mʲ	ea	26	0.0718	0.0017	80	0.023	0.0007
mʲ	er	0	0.0	0.0	80	0.023	0.0007
mʲ	jipa	5	0.034	0.0008	80	0.023	0.0007
mʲ	lapsyd	11	0.0188	0.0006	80	0.023	0.0007
mʲ	phoible	21	0.0234	0.0006	80	0.023	0.0007
mʲ	ra	1	0.0102	0.0002	80	0.023	0.0007
mʲ	saphon	5	0.0141	0.0006	80	0.023	0.0007
mʲ	upsid	10	0.0222	0.0007	80	0.023	0.0007
mʲʷ	aa	0	0.0	0.0	1	0.0003	0.0
mʲʷ	ea	0	0.0	0.0	1	0.0003	0.0
mʲʷ	er	0	0.0	0.0	1	0.0003	0.0
mʲʷ	jipa	0	0.0	0.0	1	0.0003	0.0
mʲʷ	lapsyd	1	0.0017	0.0001	1	0.0003	0.0
mʲʷ	phoible	0	0.0	0.0	1	0.0003	0.0
mʲʷ	ra	0	0.0	0.0	1	0.0003	0.0
mʲʷ	saphon	0	0.0	0.0	1	0.0003	0.0
mʲʷ	upsid	0	0.0	0.0	1	0.0003	0.0
mʲː	aa	0	0.0	0.0	1	0.0003	0.0
mʲː	ea	1	0.0028	0.0001	1	0.0003	0.0
mʲː	er	0	0.0	0.0	1	0.0003	0.0
mʲː	jipa	0	0.0	0.0	1	0.0003	0.0
mʲː	lapsyd	0	0.0	0.0	1	0.0003	0.0
mʲː	phoible	0	0.0	0.0	1	0.0003	0.0
mʲː	ra	0	0.0	0.0	1	0.0003	0.0
mʲː	saphon	0	0.0	0.0	1	0.0003	0.0
mʲː	upsid	0	0.0	0.0	1	0.0003	0.0
mʷ	aa	2	0.0103	0.0003	88	0.0253	0.0008
mʷ	ea	2	0.0055	0.0001	88	0.0253	0.0008
mʷ	er	10	0.0256	0.0011	88	0.0253	0.0008
mʷ	jipa	4	0.0272	0.0007	88	0.0253	0.0008
mʷ	lapsyd	16	0.0274	0.0009	88	0.0253	0.0008
mʷ	phoible	48	0.0534	0.0014	88	0.0253	0.0008
mʷ	ra	0	0.0	0.0	88	0.0253	0.0008
mʷ	saphon	1	0.0028	0.0001	88	0.0253	0.0008
mʷ	upsid	5	0.0111	0.0004	88	0.0253	0.0008
mʷː	aa	0	0.0	0.0	2	0.0006	0.0
mʷː	ea	0	0.0	0.0	2	0.0006	0.0
mʷː	er	0	0.0	0.0	2	0.0006	0.0
mʷː	jipa	1	0.0068	0.0002	2	0.0006	0.0
mʷː	lapsyd	0	0.0	0.0	2	0.0006	0.0
mʷː	phoible	1	0.0011	0.0	2	0.0006	0.0
mʷː	ra	0	0.0	0.0	2	0.0006	0.0
mʷː	saphon	0	0.0	0.0	2	0.0006	0.0
mʷː	upsid	0	0.0	0.0	2	0.0006	0.0
mʷˠ	aa	0	0.0	0.0	2	0.0006	0.0
mʷˠ	ea	0	0.0	0.0	2	0.0006	0.0
mʷˠ	er	0	0.0	0.0	2	0.0006	0.0
mʷˠ	jipa	0	0.0	0.0	2	0.0006	0.0
mʷˠ	lapsyd	0	0.0	0.0	2	0.0006	0.0
mʷˠ	phoible	1	0.0011	0.0	2	0.0006	0.0
mʷˠ	ra	0	0.0	0.0	2	0.0006	0.0
mʷˠ	saphon	0	0.0	0.0	2	0.0006	0.0
mʷˠ	upsid	1	0.0022	0.0001	2	0.0006	0.0
mʷˠː	aa	0	0.0	0.0	1	0.0003	0.0
mʷˠː	ea	0	0.0	0.0	1	0.0003	0.0
mʷˠː	er	0	0.0	0.0	1	0.0003	0.0
mʷˠː	jipa	0	0.0	0.0	1	0.0003	0.0
mʷˠː	lapsyd	0	0.0	0.0	1	0.0003	0.0
mʷˠː	phoible	1	0.0011	0.0	1	0.0003	0.0
mʷˠː	ra	0	0.0	0.0	1	0.0003	0.0
mʷˠː	saphon	0	0.0	0.0	1	0.0003	0.0
mʷˠː	upsid	0	0.0	0.0	1	0.0003	0.0
mʼ	aa	0	0.0	0.0	2	0.0006	0.0
mʼ	ea	0	0.0	0.0	2	0.0006	0.0
mʼ	er	0	0.0	0.0	2	0.0006	0.0
mʼ	jipa	0	0.0	0.0	2	0.0006	0.0
mʼ	lapsyd	0	0.0	0.0	2	0.0006	0.0
mʼ	phoible	2	0.0022	0.0001	2	0.0006	0.0
mʼ	ra	0	0.0	0.0	2	0.0006	0.0
mʼ	saphon	0	0.0	0.0	2	0.0006	0.0
mʼ	upsid	0	0.0	0.0	2	0.0006	0.0
mˀ	aa	0	0.0	0.0	6	0.0017	0.0001
mˀ	ea	0	0.0	0.0	6	0.0017	0.0001
mˀ	er	0	0.0	0.0	6	0.0017	0.0001
mˀ	jipa	1	0.0068	0.0002	6	0.0017	0.0001
mˀ	lapsyd	0	0.0	0.0	6	0.0017	0.0001
mˀ	phoible	5	0.0056	0.0001	6	0.0017	0.0001
mˀ	ra	0	0.0	0.0	6	0.0017	0.0001
mˀ	saphon	0	0.0	0.0	6	0.0017	0.0001
mˀ	upsid	0	0.0	0.0	6	0.0017	0.0001
mː	aa	3	0.0155	0.0004	90	0.0259	0.0008
mː	ea	3	0.0083	0.0002	90	0.0259	0.0008
mː	er	0	0.0	0.0	90	0.0259	0.0008
mː	jipa	19	0.1293	0.0031	90	0.0259	0.0008
mː	lapsyd	2	0.0034	0.0001	90	0.0259	0.0008
mː	phoible	57	0.0634	0.0017	90	0.0259	0.0008
mː	ra	0	0.0	0.0	90	0.0259	0.0008
mː	saphon	3	0.0085	0.0003	90	0.0259	0.0008
mː	upsid	3	0.0067	0.0002	90	0.0259	0.0008
mˑ	aa	0	0.0	0.0	1	0.0003	0.0
mˑ	ea	0	0.0	0.0	1	0.0003	0.0
mˑ	er	0	0.0	0.0	1	0.0003	0.0
mˑ	jipa	0	0.0	0.0	1	0.0003	0.0
mˑ	lapsyd	0	0.0	0.0	1	0.0003	0.0
mˑ	phoible	1	0.0011	0.0	1	0.0003	0.0
mˑ	ra	0	0.0	0.0	1	0.0003	0.0
mˑ	saphon	0	0.0	0.0	1	0.0003	0.0
mˑ	upsid	0	0.0	0.0	1	0.0003	0.0
mˠ	aa	0	0.0	0.0	6	0.0017	0.0001
mˠ	ea	2	0.0055	0.0001	6	0.0017	0.0001
mˠ	er	0	0.0	0.0	6	0.0017	0.0001
mˠ	jipa	1	0.0068	0.0002	6	0.0017	0.0001
mˠ	lapsyd	1	0.0017	0.0001	6	0.0017	0.0001
mˠ	phoible	2	0.0022	0.0001	6	0.0017	0.0001
mˠ	ra	0	0.0	0.0	6	0.0017	0.0001
mˠ	saphon	0	0.0	0.0	6	0.0017	0.0001
mˠ	upsid	0	0.0	0.0	6	0.0017	0.0001
mˤ	aa	0	0.0	0.0	5	0.0014	0.0
mˤ	ea	2	0.0055	0.0001	5	0.0014	0.0
mˤ	er	0	0.0	0.0	5	0.0014	0.0
mˤ	jipa	1	0.0068	0.0002	5	0.0014	0.0
mˤ	lapsyd	2	0.0034	0.0001	5	0.0014	0.0
mˤ	phoible	0	0.0	0.0	5	0.0014	0.0
mˤ	ra	0	0.0	0.0	5	0.0014	0.0
mˤ	saphon	0	0.0	0.0	5	0.0014	0.0
mˤ	upsid	0	0.0	0.0	5	0.0014	0.0
m̚	aa	0	0.0	0.0	1	0.0003	0.0
m̚	ea	0	0.0	0.0	1	0.0003	0.0
m̚	er	0	0.0	0.0	1	0.0003	0.0
m̚	jipa	0	0.0	0.0	1	0.0003	0.0
m̚	lapsyd	0	0.0	0.0	1	0.0003	0.0
m̚	phoible	1	0.0011	0.0	1	0.0003	0.0
m̚	ra	0	0.0	0.0	1	0.0003	0.0
m̚	saphon	0	0.0	0.0	1	0.0003	0.0
m̚	upsid	0	0.0	0.0	1	0.0003	0.0
m̥	aa	0	0.0	0.0	86	0.0247	0.0007
m̥	ea	24	0.0663	0.0016	86	0.0247	0.0007
m̥	er	0	0.0	0.0	86	0.0247	0.0007
m̥	jipa	5	0.034	0.0008	86	0.0247	0.0007
m̥	lapsyd	21	0.036	0.0011	86	0.0247	0.0007
m̥	phoible	15	0.0167	0.0004	86	0.0247	0.0007
m̥	ra	0	0.0	0.0	86	0.0247	0.0007
m̥	saphon	4	0.0113	0.0004	86	0.0247	0.0007
m̥	upsid	17	0.0378	0.0012	86	0.0247	0.0007
m̥ʰ	aa	0	0.0	0.0	1	0.0003	0.0
m̥ʰ	ea	0	0.0	0.0	1	0.0003	0.0
m̥ʰ	er	0	0.0	0.0	1	0.0003	0.0
m̥ʰ	jipa	0	0.0	0.0	1	0.0003	0.0
m̥ʰ	lapsyd	0	0.0	0.0	1	0.0003	0.0
m̥ʰ	phoible	1	0.0011	0.0	1	0.0003	0.0
m̥ʰ	ra	0	0.0	0.0	1	0.0003	0.0
m̥ʰ	saphon	0	0.0	0.0	1	0.0003	0.0
m̥ʰ	upsid	0	0.0	0.0	1	0.0003	0.0
m̥ʲ	aa	0	0.0	0.0	1	0.0003	0.0
m̥ʲ	ea	1	0.0028	0.0001	1	0.0003	0.0
m̥ʲ	er	0	0.0	0.0	1	0.0003	0.0
m̥ʲ	jipa	0	0.0	0.0	1	0.0003	0.0
m̥ʲ	lapsyd	0	0.0	0.0	1	0.0003	0.0
m̥ʲ	phoible	0	0.0	0.0	1	0.0003	0.0
m̥ʲ	ra	0	0.0	0.0	1	0.0003	0.0
m̥ʲ	saphon	0	0.0	0.0	1	0.0003	0.0
m̥ʲ	upsid	0	0.0	0.0	1	0.0003	0.0
m̥ʲː	aa	0	0.0	0.0	1	0.0003	0.0
m̥ʲː	ea	1	0.0028	0.0001	1	0.0003	0.0
m̥ʲː	er	0	0.0	0.0	1	0.0003	0.0
m̥ʲː	jipa	0	0.0	0.0	1	0.0003	0.0
m̥ʲː	lapsyd	0	0.0	0.0	1	0.0003	0.0
m̥ʲː	phoible	0	0.0	0.0	1	0.0003	0.0
m̥ʲː	ra	0	0.0	0.0	1	0.0003	0.0
m̥ʲː	saphon	0	0.0	0.0	1	0.0003	0.0
m̥ʲː	upsid	0	0.0	0.0	1	0.0003	0.0
m̥ʷ	aa	0	0.0	0.0	2	0.0006	0.0
m̥ʷ	ea	0	0.0	0.0	2	0.0006	0.0
m̥ʷ	er	0	0.0	0.0	2	0.0006	0.0
m̥ʷ	jipa	0	0.0	0.0	2	0.0006	0.0
m̥ʷ	lapsyd	2	0.0034	0.0001	2	0.0006	0.0
m̥ʷ	phoible	0	0.0	0.0	2	0.0006	0.0
m̥ʷ	ra	0	0.0	0.0	2	0.0006	0.0
m̥ʷ	saphon	0	0.0	0.0	2	0.0006	0.0
m̥ʷ	upsid	0	0.0	0.0	2	0.0006	0.0
m̥ː	aa	0	0.0	0.0	1	0.0003	0.0
m̥ː	ea	1	0.0028	0.0001	1	0.0003	0.0
m̥ː	er	0	0.0	0.0	1	0.0003	0.0
m̥ː	jipa	0	0.0	0.0	1	0.0003	0.0
m̥ː	lapsyd	0	0.0	0.0	1	0.0003	0.0
m̥ː	phoible	0	0.0	0.0	1	0.0003	0.0
m̥ː	ra	0	0.0	0.0	1	0.0003	0.0
m̥ː	saphon	0	0.0	0.0	1	0.0003	0.0
m̥ː	upsid	0	0.0	0.0	1	0.0003	0.0
m̩	aa	0	0.0	0.0	8	0.0023	0.0001
m̩	ea	5	0.0138	0.0003	8	0.0023	0.0001
m̩	er	0	0.0	0.0	8	0.0023	0.0001
m̩	jipa	0	0.0	0.0	8	0.0023	0.0001
m̩	lapsyd	0	0.0	0.0	8	0.0023	0.0001
m̩	phoible	2	0.0022	0.0001	8	0.0023	0.0001
m̩	ra	1	0.0102	0.0002	8	0.0023	0.0001
m̩	saphon	0	0.0	0.0	8	0.0023	0.0001
m̩	upsid	0	0.0	0.0	8	0.0023	0.0001
m̰	aa	0	0.0	0.0	45	0.0129	0.0004
m̰	ea	0	0.0	0.0	45	0.0129	0.0004
m̰	er	0	0.0	0.0	45	0.0129	0.0004
m̰	jipa	0	0.0	0.0	45	0.0129	0.0004
m̰	lapsyd	22	0.0377	0.0012	45	0.0129	0.0004
m̰	phoible	7	0.0078	0.0002	45	0.0129	0.0004
m̰	ra	0	0.0	0.0	45	0.0129	0.0004
m̰	saphon	2	0.0056	0.0002	45	0.0129	0.0004
m̰	upsid	14	0.0311	0.001	45	0.0129	0.0004
n	aa	186	0.9588	0.0259	2877	0.8267	0.0246
n	ea	259	0.7155	0.0168	2877	0.8267	0.0246
n	er	267	0.6829	0.0284	2877	0.8267	0.0246
n	jipa	147	1.0	0.024	2877	0.8267	0.0246
n	lapsyd	452	0.774	0.0247	2877	0.8267	0.0246
n	phoible	818	0.9099	0.0245	2877	0.8267	0.0246
n	ra	66	0.6735	0.016	2877	0.8267	0.0246
n	saphon	321	0.9042	0.0355	2877	0.8267	0.0246
n	upsid	361	0.8022	0.0259	2877	0.8267	0.0246
nm	aa	0	0.0	0.0	1	0.0003	0.0
nm	ea	0	0.0	0.0	1	0.0003	0.0
nm	er	0	0.0	0.0	1	0.0003	0.0
nm	jipa	0	0.0	0.0	1	0.0003	0.0
nm	lapsyd	1	0.0017	0.0001	1	0.0003	0.0
nm	phoible	0	0.0	0.0	1	0.0003	0.0
nm	ra	0	0.0	0.0	1	0.0003	0.0
nm	saphon	0	0.0	0.0	1	0.0003	0.0
nm	upsid	0	0.0	0.0	1	0.0003	0.0
nmʲ	aa	0	0.0	0.0	1	0.0003	0.0
nmʲ	ea	0	0.0	0.0	1	0.0003	0.0
nmʲ	er	0	0.0	0.0	1	0.0003	0.0
nmʲ	jipa	0	0.0	0.0	1	0.0003	0.0
nmʲ	lapsyd	1	0.0017	0.0001	1	0.0003	0.0
nmʲ	phoible	0	0.0	0.0	1	0.0003	0.0
nmʲ	ra	0	0.0	0.0	1	0.0003	0.0
nmʲ	saphon	0	0.0	0.0	1	0.0003	0.0
nmʲ	upsid	0	0.0	0.0	1	0.0003	0.0
ntɕʰ	aa	0	0.0	0.0	1	0.0003	0.0
ntɕʰ	ea	1	0.0028	0.0001	1	0.0003	0.0
ntɕʰ	er	0	0.0	0.0	1	0.0003	0.0
ntɕʰ	jipa	0	0.0	0.0	1	0.0003	0.0
ntɕʰ	lapsyd	0	0.0	0.0	1	0.0003	0.0
ntɕʰ	phoible	0	0.0	0.0	1	0.0003	0.0
ntɕʰ	ra	0	0.0	0.0	1	0.0003	0.0
ntɕʰ	saphon	0	0.0	0.0	1	0.0003	0.0
ntɕʰ	upsid	0	0.0	0.0	1	0.0003	0.0
