ID	Name	Glottocode	Family	Macroarea	Latitude	Longitude	Sounds	Consonants	Vowels	Clusters	Diphthongs	LongConsonants	LongVowels	Ratio	Phonemes
irish	Irish	iris1253	Indo-European	Eurasia	53.2186	-7.61509	50	35	15	0	3	0	0	2.3333333333333335	pˠ bˠ pʲ bʲ t̪ˠ d̪ˠ tʲ dʲ c ɟ k g fˠ w fʲ vʲ sˠ ɕ ç j x ɣ h mˠ mʲ n̪ˠ n nʲ ɲ ŋ ɾˠ ɾʲ l̪ˠ l lʲ i e ɛ æ a ɔ ʌ ə ɤ ɪ u o ia ua au
istanbuljudeospanish	Istanbul Judeo-Spanish	ladi1251	Indo-European	Eurasia	41.205	28.6632	25	20	5	0	0	0	0	4.0	p b t d k g tʃ dʒ f v s z ʃ ʒ x m n l r j i e a o u
isthmusjuchitanzapotec	Isthmus (Juchitán) Zapotec	isth1244	Otomanguean	North America	16.4548	-94.8444	34	22	12	0	0	2	0	1.8333333333333333	p b t d k g tʃ dʒ m nː n ɲ r ɾ s z ʃ ʒ w j lː l i e a o u ḭ ḛ a̰ o̰ ṵ aˀ iˀ
italian	Italian	ital1282	Indo-European	Eurasia	43.0464	12.6489	30	23	7	0	0	0	0	3.2857142857142856	p b t d k g m n ɲ r ts dz tʃ dʒ f v s z ʃ j w l ʎ i e ɛ a ɔ o u
itunyosotrique	Itunyoso Trique	lish1246	Afro-Asiatic	Eurasia	36.23	44.37	47	39	8	0	0	10	0	4.875	p t tː k kː kʷ kʷː ʔ ⁿd ⁿg ⁿgʷ ts tʃ tʃː ʈʂ ʈʂː m mː n nː cⁿ ɾ β βː s ʃ h j jː l lː ˀⁿd ˀⁿg ˀm ˀn ˀr̥ ˀβ ʔʲ ˀl i ĩ e a ə̃ u o ũ
jamaicancreole	Jamaican Creole	jama1262	Indo-European	North America	18.13	-77.2612	33	21	12	0	4	0	3	1.75	m n ŋ p b t d k g tʃ dʒ f v s z ʃ h ɹ j w l i e a o u ai ia au ua iː aː uː
japanese	Japanese	nucl1643	Japonic	Eurasia	35.0	135.0	22	17	5	0	0	1	0	3.4	p b t ts d ɖ k g m n ɴ s z h hː j w i e a o u
jicarillaapache	Jicarilla Apache	jica1244	Athabaskan-Eyak-Tlingit	North America	36.8079	-107.007	52	34	18	0	0	0	8	1.8888888888888888	tʰ kʰ kʷʰ p t d k kʷ ʔ tsʰ tʃʰ ts tʃ tɬʰ tɬ m n j l s z ʃ ʒ x ɣ xʷ ɣʷ ɬ h tʼ kʼ tsʼ tʃʼ tɬʼ iː i ɛː ɛ aː a oː o ɪ ʊ ĩ ɛ̃ ã õ ĩː ɛ̃ː ãː õː
kabiye	Kabiye	kabi1261	Atlantic-Congo	Africa	8.96816	0.495023	51	26	25	0	0	0	11	1.04	p b t d ʈ ɖ k g kp gb tʃ dʒ m n ɲ ŋ r ɽ f v s z h j w l i ɪ u ʊ a e ɛ o ɔ iː ɪː uː ʊː aː eː ɛː oː ɔː iˠ ɪˠ aˠ eˠ ɛˠ eˠː ɛˠː
kalabariijo	Kalabari-Ijo	kala1381	Ijoid	Africa	4.53194	6.69539	40	22	18	0	0	0	0	1.2222222222222223	m n p b t d dʒ k g kp gb ɓ ɗ r f v s z ɦ j w l i ĩ ɪ ɪ̃ e ẽ ɛ ɛ̃ ã a ɔ̃ ɔ õ o ʊ̃ ʊ ũ u
kedayan	Kedayan	keda1250	Austronesian	Papunesia			20	17	3	0	0	0	0	5.666666666666667	p b t̪ d tʃ dʒ k g m n ɲ ŋ s h w j l i a u
keo	Keo	keoo1238	Austronesian	Papunesia	-8.8704	121.256	31	25	6	0	0	0	0	4.166666666666667	p b t d k g ʔ ˀb ˀd ⁿb ⁿd ⁿg tʃ dʒ m n ŋ f s x h r w j l i e ə a o u
kera	Kera	kera1255	Afro-Asiatic	Africa	9.88165	15.1419	41	24	17	0	0	0	7	1.411764705882353	p b t d tʃ dʒ k g ʔ f v s z h ɓ ɗ m n ŋ ⱱ ɾ l w j i ɨ u ɛ a o iː ɨː uː ɛː aː ɔː ɨ̃ ɛ̃ ã ɔ̃ ĩː
khowar	Khowar	khow1242	Indo-European	Eurasia	36.0	72.0	44	39	5	0	0	0	0	7.8	p b pʰ t d tʰ ʈ ɖ ʈʰ k g kʰ q m n ts dz tsʰ ʈʂ ɖʐ ʈʂʰ tɕ dʑ tɕʰ f s z ʂ ʐ ɕ ʑ x ɣ h ɾ ʋ j lˠ l i ɛ ɑ ɔ u
korean	Korean	kore1280	Koreanic	Eurasia	37.5	128.0	48	20	28	0	12	0	8	0.7142857142857143	p pʰ b t tʰ d k kʰ g m n ŋ f s z h c cʰ ʝ l i e ɛ a ʌ o u ɯ iː eː ɛː aː oː ʌː uː ɯː i̯e i̯ɛ i̯a i̯o i̯u i̯ʌ u̯i u̯e u̯ɛ u̯a u̯ʌ ɯi
kumzari	Kumzari	kumz1235	Indo-European	Eurasia	26.1602	56.4202	34	26	8	0	0	0	5	3.25	p b t d tˠ k g q ʔ tʃ dʒ m n f s sˠ zˠ ʃ χ ʁ ħ ɦ ɻ j w l iː eː ɪ̽ ɐ̟ aː ʊ̽ uː oː
kunama	Kunama	kuna1268		Africa	14.5879	37.5292	53	43	10	0	0	20	5	4.3	b t d tʃ dʒ k g kʷ gʷ m n ɲ ŋ f s z ʃ h r w j l ʎ bː tː dː tʃː dʒː kː gː kʷː gʷː mː nː ɲː ŋː fː sː zː ʃː wː jː lː i e u o a aː iː eː uː oː
liverpoolenglish	Liverpool English	stan1293	Indo-European	Eurasia	53.0	-1.0	41	24	17	0	5	0	1	1.411764705882353	p b t d k g tʃ dʒ m n ŋ f v θ ð s z ʃ ʒ h r j w l i ɪ e eː ɛ a ʉ ə ʊ ɔ ɑ ɒ iɛ eɪ aɪ aʊ ɔɪ
lizu	Lizu	lisu1250	Sino-Tibetan	Eurasia	26.91	98.94	47	39	8	0	0	0	0	4.875	p pʰ b t tʰ d k kʰ g q qʰ ʔ ts tsʰ dz tʃ tʃʰ dʒ tɕ tɕʰ dʑ m n ɲ ŋ s z ʃ ʒ ɕ ʑ x ɣ h w ɹ j l ɬ i y ə e æ ɐ o u
