ID	Name	Glottocode	Family	Macroarea	Latitude	Longitude	Sounds	Consonants	Vowels	Clusters	Diphthongs	Consonantal	Vocalic	Ratio	Phonemes
yekh1238-1110	Yekhee	yekh1238	Atlantic-Congo	Africa	7.10204	6.44919	36	26	7	0	0	26	7	3.7142857142857144	⁴ ⁴² ² a b d dz e ɛ f g gb gbː ɣ i j k kp kpː l m mː n o ɔ p r s t ts u v w x β̞ θ
nort2626-1111	Northern Frisian	nort2626	Indo-European	Eurasia	54.6409	8.58489	42	23	13	0	6	23	19	1.7692307692307692	a ai au b c ç d ð eː ɛ ɛə f g h iː ɪ j k l ʎ m n ɲ ŋ oː øː œ ɔ ɔi p r s ʃ t uː ʊ ʊa ʊɪ v x yː ʏ
guja1253-1112	Gujari	guja1253	Indo-European	Eurasia	34.3768	73.1461	50	32	18	0	0	32	18	1.7777777777777777	aː ãː æ b d̪ dʒ ɖ eː ẽː ə ɛː ɛ̃ː f g ɣ h iː ĩː ɪ j k kʰ l̪ ɭ m n̪ ɳ oː õː ɔː ɔ̃ː p pʰ r ɽ ɾ̪ s̪ ʃ t̪ t̪ʰ tʃ tʃʰ ʈ ʈʰ u uː ũː w x z̪
guan1269-1113	Kotiria	guan1269	Tucanoan	South America	1.07554	-69.5705	24	16	6	0	0	16	6	2.6666666666666665	⁴ ² a b d e g h i j k kʰ o p pʰ ɾ s t tʰ tʃ u ʉ w ʔ
hung1278-1114	Hungana-Saamba	hung1278	Atlantic-Congo	Africa	-3.69695	18.4312	33	20	10	0	0	20	10	2.0	⁴ ³ ² a aː b d ɛ ɛː f g h i iː j k kʰ l m n ŋ ɔ ɔː pʰ r s t tʰ u uː v w z
halk1245-1115	Halkomelem	halk1245	Salishan	North America	48.0751	-122.029	47	32	12	0	0	32	12	2.6666666666666665	⁴ ³ ² a aː b çʲ ə əː ɛ ɛː h i iː j k kʷʰ kʼʷ kʼ l ɬ m n o oː pʰ pʼ qʰ qʷʰ qʼʷ qʼ ɹ s tʰ tɬʼ ts tsʼ tʼ tθʼ u uː w xʷ ʔ θ χ χʷ
huas1242-1116	Huastec	huas1242	Mayan	North America	21.6153	-98.5028	36	26	10	0	0	26	10	2.6	a aː b d eː ɛ f g h i iː j k kʷ kʼʷ kʼ l̪ m n̪ oː ɔ p ɾ̪ s ʃ t t̪ tʃ tʃʼ tʼ t̪ʼ uː ʊ w ʔ θ
ilok1237-1117	Iloko	ilok1237	Austronesian	Papunesia	15.9361	120.993	21	17	4	0	0	17	4	4.25	a b d̪ g h i j k l m n̪ ŋ o p ɾ s t̪ tʃ ɯ w ʔ
kadi1248-1118	Kadiwéu	kadi1248	Guaicuruan	South America	-19.7222	-57.582	31	23	8	0	0	23	8	2.875	a aː b bː d̪ d̪ː dʒ ɛ ɛː g gː i iː j jː k l lː m mː n nː o oː p q ʁ t̪ tʃ w wː
kute1248-1119	Kutep	kute1248	Atlantic-Congo	Africa	7.07479	10.0916	46	28	13	0	0	28	13	2.1538461538461537	⁵¹ ⁴ ³ ² ¹⁵ a ã æ æ̃ b d dʒ e ẽ f g h i ĩ ɨ j k l m ⁿb n ⁿd ⁿdz ⁿdʒ ɲ ŋ ⁿg o õ p ɾ s ʃ t ts tʃ u ũ v w z
awac1239-1120	Awa-Cuaiquer	awac1239	Barbacoan	South America	1.21652	-78.3401	21	14	7	0	0	14	7	2.0	a i i̥ ɨ ɨ̥ j k l ɬ m n ŋ p s ʃ t̪ u u̥ w z ʒ
lisu1250-1121	Lisu	lisu1250	Sino-Tibetan	Eurasia	22.5488	94.0184	39	25	8	0	0	25	8	3.125	⁴ ⁴³ ³ ³⁴ ² ²³ a æ ɒ b d dz ɘ f g ɣ ɪ ɨ j k kʰ l m n ŋ ø p pʰ s t tʰ ts tsʰ ʊ v w x z ʔ
loni1238-1122	Loniu	loni1238	Austronesian	Papunesia	-2.06124	147.35	23	16	7	0	0	16	7	2.2857142857142856	a e ɛ h i j k l m mʷ n ɲ ŋ o ɔ p pʷ r s t tʃ u w
mola1238-1123	Molale	mola1238		North America	44.556	-122.857	30	23	7	0	0	23	7	3.2857142857142856	æː ɑ ɑː h i iː j k kʼ l ɬ m n ŋ p pʼ q qʼ s t tɬ ts tsʼ tʼ ʊ ʊː w ʍ x ʔ
mats1244-1124	Matsés	mats1244	Pano-Tacanan	South America	-5.73914	-72.6281	21	15	6	0	0	15	6	2.5	a b d e ɤ i ɨ j k m n p s ʂ ʃ t ts tʃ ʈʂ ɯ w
mani1292-1125	Manipuri	mani1292	Sino-Tibetan	Eurasia	24.4409	93.3426	33	25	6	0	0	25	6	4.166666666666667	⁴ ² a b bʱ d dʱ dʒ dʒʱ e ə g gʱ h i j k kʰ l m n ŋ o p pʰ r s t tʰ tʃ tʃʰ u w
mand1436-1126	Mandinka	mand1436	Mande	Africa	12.8165233333	-15.6539466667	34	19	10	0	0	19	10	1.9	⁴ ⁴² ² ²⁴ ²⁴² a aː b d dʒ e eː f g h i iː j k l m n ɲ ŋ o oː p r s t tʃ u uː w
moco1246-1127	Mocoví	moco1246	Guaicuruan	South America	-28.097	-60.4145	31	23	8	0	0	23	8	2.875	a aː d dʒ e eː ɣ h i iː j k l ʎ m n ɲ o oː p ɸ q ɾ ʁ s ʃ t tʃ w x ʔ
mamm1241-1128	Mam	mamm1241	Mayan	North America	14.8034	-91.7231	43	33	10	0	0	33	10	3.3	a aː b ɓ c cʼ d e eː f g i iː j k kʼ l m n ɲ o oː p q qʼ r s ʂ ʃ t ts tsʼ tʃ tʃʼ tʼ ʈʂ ʈʂʼ u uː w x ʔ χ
mund1330-1129	Mundurukú	mund1330	Tupian	South America	-8.41095	-57.691	39	17	20	0	0	17	20	0.85	⁴ ² a ã a̰ ã̰ b d dʒ ə ə̃ ə̰ ə̰̃ ɛ ɛ̃ ɛ̰ ɛ̰̃ h i ĩ ḭ ḭ̃ j k m n ŋ o õ o̰ õ̰ p ɾ s ʃ t tʃ w ʔ
nisg1240-1130	Nisga'a	nisg1240	Tsimshian	North America	55.199	-129.192	42	32	10	0	0	32	10	3.2	a aː b ç d̪ ɛ ɛː g gʲ gʷ ɢ h iː ɪ j kʼʲ kʼ l̪ ɬ m n̪ ɔ ɔː s ts̪ ʊ ʊː w xʷ ʔ ˀj̥ ˀkʷ ˀl̪̥ ˀm̥ ˀn̪̥ ˀp ˀq ˀt̪ ˀtɬ̪ ˀts̪ ˀw̥ χ
nort2627-1131	Eastern Low German	nort2627	Indo-European	Eurasia	50.771	6.092	37	23	10	0	4	23	14	2.3	a æ æɪ ai au ɑ ɑʊ b ç cʰ d eː ə f g h iː ɪ ʝ kʰ l m n ɲ ŋ oː pʰ ɾ s ʃ tʰ uː ʊ v x z ʒ
nort2984-1132	Northern Pame	nort2984	Otomanguean	North America	22.0968	-99.6434	54	40	12	0	0	40	12	3.3333333333333335	⁴ ²⁴ æ æ̃ ɑ ɑ̃ b d e ẽ ə ə̃ g h i ĩ j k kʰ kʼ l lʱ lʼ ʎ ʎʱ ʎʼ m mʱ mʼ n nʱ nʼ ɲ ɲʱ ɲʼ p pʰ ɾ ɾʲ s ʃ t tʰ ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʼ u ũ w ʔ
pana1305-1133	Panamint	pana1305	Uto-Aztecan	North America	36.0007	-117.901	36	23	12	0	1	23	13	1.9166666666666667	a aː ai eː ɛ h i iː ɨ ɨː j k kː kʷ kʷː m mː n nː ŋ ŋː ŋʷ ŋʷː o oː p pː s t tː tsː ts u uː w ʔ
nige1257-1134	Nigerian Pidgin	nige1257	Indo-European	Africa	9.65873	4.21068	32	23	7	0	0	23	7	3.2857142857142856	⁴ ² a b d dʒ e ɛ f g gb h i j k kp l m n ŋ o ɔ p ɾ s ʃ t tʃ u v w z
nort2966-1135	Northern Pomo	nort2966	Pomoan	North America	39.1084	-123.209	39	29	10	0	0	29	10	2.9	ɑ ɑː b d̪ e eː h i iː j k kʰ kʼ l m n o oː p pʰ pʼ s ʃ t t̪ tʰ t̪ʰ ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʼ t̪ʼ u uː w ʔ
texi1237-1136	Texistepec Popoluca	texi1237	Mixe-Zoque	North America	17.8926	-94.8076	29	19	10	0	0	19	10	1.9	a aː b d dʲ ɛ ɛː h ɨ ɨː j k l m n ɲ ŋ ɔ ɔː p r s ʃ t ts tʃ u uː ʔ
khan1273-1137	Kazym-Berezover-Suryskarer Khanty	khan1273	Uralic	Eurasia	62.4308	66.1218	31	18	13	0	0	18	13	1.3846153846153846	æ ɑ c e ɛ ɣ i j k l ɬ ʎ m n ɲ ŋ o ø œ ɔ p q r s t tʃ u ɯ ʌ w y
stan1289-1138	Catalan	stan1289	Indo-European	Eurasia	41.453	1.569	39	23	8	0	8	23	16	2.875	a b d̪ dʒ e ei̯ ə ɛ ɛu̯ f g i i̯a i̯ɛ j k l ʎ m n ɲ ŋ o ou̯ ɔ p r ɾ s ʃ t̪ tʃ u u̯a u̯ə ui̯ w z ʒ
croa1245-1139	Croatian	croa1245	Indo-European	Eurasia	45.2006	16.826	36	25	10	0	1	25	11	2.5	a aː b d̪ dʑ dʒ e eː f g i iː ie j k l ʎ m n ɲ o oː p r s ʃ t̪ tɕ ts̪ tʃ u uː ʋ x z ʒ
czec1258-1140	Czech	czec1258	Indo-European	Eurasia	49.873398	15.10437	38	25	10	0	3	25	13	2.5	a aː au b c d ɛ ɛː ɛu f g ɦ iː ɪ j ɟ k l m n ɲ o oː ou p r r̝ s ʃ t ts tʃ u uː v x z ʒ
gali1258-1141	Galician	gali1258	Indo-European	Eurasia	42.2446	-7.5343	28	21	7	0	0	21	7	3.0	a ɹ̪ e ɛ f i j ɟ k l m n ɲ ŋ o ɔ p r ɾ s̺ ʃ t̪ tʃ u ɰ w β̞ θ
kabi1261-1142	Kabiyé	kabi1261	Atlantic-Congo	Africa	8.96816	0.495023	47	22	23	0	0	22	23	0.9565217391304348	⁴ ² a̙ a̙ː a̙ˠ b d dʒ ɖ e eː eˠ ɛ̙ ɛ̙ː ɛ̙ˠ f g gb h i iː iˠ ɪ̙ ɪ̙ː ɪ̙ˠ j kʰ kpʰ l m n ɲ o oː ɔ̙ ɔ̙ː r s tʰ tʃ u uː ʊ̙ ʊ̙ː v w z
mono1270-1143	Mono (Democratic Republic of Congo)	mono1270	Atlantic-Congo	Africa	4.57915	19.8264	44	32	8	1	0	33	8	4.0	⁴ ³ ² a b ɓ d dʒ ɗ e ə f g gb h i ɨ j k kp l m ⁿb n ⁿd ⁿdʒ ɲ ⁿg ⁿgb o ɔ p r s ʃ t tʃ u v ⱱ w z ʒ ʔ
indo1316-1144	Indonesian	indo1316	Austronesian	Papunesia	-7.33458	109.716	31	22	6	0	3	22	9	3.6666666666666665	a ai̯ au̯ b d dʒ e ə f g h i j k l m n ɲ ŋ o oi̯ p r s ʃ t̪ tʃ u w z ʔ
ital1282-1145	Italian	ital1282	Indo-European	Eurasia	43.0464	12.6489	30	23	7	0	0	23	7	3.2857142857142856	ɐ b d dz dʒ e ɛ f g i j k l ʎ m n ɲ o ɔ p r s ʃ t ts tʃ u v w z
sala1272-1146	Salasaca Highland Quichua	sala1272	Quechuan	South America	-1.35447	-78.3953	29	24	5	0	0	24	5	4.8	a b d̪ e g i j k kʰ l m n ɲ o p pʰ ɾ s ʃ t̪ tʰ ts tʃ tʃʰ u w x z ʒ
seri1257-1147	Seri	seri1257		North America	28.9877	-112.384	25	17	8	0	0	17	8	2.125	ɑ ɑː ɛ ɛː i iː k kʷ l ɬ m n o oː p ɸ ɾ s ʃ t̪ x xʷ ʔ χ χʷ
sind1272-1148	Sindhi	sind1272	Indo-European	Eurasia	26.0	69.0	54	44	10	0	0	44	10	4.4	ɑ b bʱ ɓ c cʰ d̪ d̪ʱ ɖ ɖʱ ɗ e ə ɛ f g gʱ ɣ h i ɪ j ɟ ɟʱ k kʰ l lʱ m mʱ n nʱ ɲ ɳ ɳʱ ŋ o ɔ p pʰ ɽ ɽʱ ɾ s ʃ t̪ t̪ʰ ʈ ʈʰ u ʊ ʋ x z
slov1268-1149	Slovenian	slov1268	Indo-European	Eurasia	46.2543	14.7766	37	21	16	0	0	21	16	1.3125	a aː b d̪ dʒ e eː ə əː ɛ ɛː f g i iː j k l m n o oː ɔ ɔː p ɾ s ʃ t̪ ts tʃ u uː ʋ x z ʒ
swed1254-1150	Swedish	swed1254	Indo-European	Eurasia	59.800634	17.389526	35	18	17	0	0	18	17	1.0588235294117647	a ɑː b ɕ d̪ eː ɛ ɛː f g h ɧ iː ɪ ʝ k l m n̪ ŋ oː øː œ ɔ ɵ p ɹ s̪ t̪ uː ʉ̟ ʊ v yː ʏ
east2440-1151	East Makian	east2440	Austronesian	Papunesia	0.07337	127.423	37	32	5	0	0	32	5	6.4	a b bː d dː dʒ ɛ f fː g gː h hː ɨ j k kː l lː m mː n nː ŋ ŋː ɔ p pː r s sː t tː tʃ tʃː u w
tuka1248-1152	Tukang Besi North	tuka1248	Austronesian	Papunesia	-5.30994	123.578	29	24	5	0	0	24	5	4.8	a b ɓ dʒ ɗ ɛ g h i k l m ⁿb ⁿp n ⁿd ⁿs ⁿt ŋ ⁿg ⁿk o p r s t ɯ ʔ β
yine1238-1153	Yine	yine1238	Arawakan	South America	-11.1086	-73.3087	26	16	10	0	0	16	10	1.6	a aː ç cç e eː h̃ i iː j k l m n o oː p ɾ s ʃ t ts tʃ ɯ ɯː w
kich1262-1154	K'iche'	kich1262	Mayan	North America	14.5278	-91.1696	32	22	10	0	0	22	10	2.2	a aː e eː i iː j k kʼ l m n o oː p pʼ q qʼ r s ʃ t ts tsʼ tʃ tʃʼ tʼ u uː w x ʔ
huam1248-1155	Huamalíes-Dos de Mayo Huánuco Quechua	huam1248	Quechuan	South America	-9.15718	-76.3372	31	21	10	0	0	21	10	2.1	a aː b d e eː f g h i iː j k l ʎ m n ɲ o oː p q ɾ s ʃ t tʃ u uː w z
sipa1247-1156	Sipacapense	sipa1247	Mayan	North America	15.23054	-91.7041	32	22	10	0	0	22	10	2.2	a aː b̰ e eː i iː j k k̰ l m n o oː p q q̰ r s ʃ t t̰ ts ts̰ tʃ tʃ̰ u uː w ʔ χ
chim1302-1157	Chimborazo Highland Quichua	chim1302	Quechuan	South America	-1.36727	-78.8521	36	31	5	0	0	31	5	6.2	a b d̪ dʲ e g h i j k kʰ l m n nʲ o p pʰ r s s̪ ʂ t t̪ tʰ t̪ʰ tʲ tʲʰ ts u w x z z̪ ʐ ʔ
tlac1235-1158	Tlachichilco Tepehua	tlac1235	Totonacan	North America	20.704	-98.1947	34	24	10	0	0	24	10	2.4	a aː e eː h i iː j k k̰ l ɬ m n o oː p p̰ q q̰ r ɾ s t t̰ ts ts̰ tʃ tʃ̰ u uː w z ʔ
ambu1247-1159	Ambulas	ambu1247	Ndu	Papunesia	-3.7801	143.059	24	17	7	0	0	17	7	2.4285714285714284	a aː e i ɨ j k l m ⁿb n ⁿd ɲ ⁿɟ ŋ ⁿg o p r s t u v w
abau1245-1160	Abau	abau1245	Sepik	Papunesia	-3.97222	141.324	14	9	5	0	0	9	5	1.8	ɑ e h i j k m n o p ɾ s u w
qima1242-1161	Qimant	qima1242	Afro-Asiatic	Africa	12.8119	37.0542	39	28	7	0	0	28	7	4.0	⁵¹ ⁴ ³ ² a æ b d dz̪ dʒ e ə f g gʷ ɢ ɢʷ i j k kʷ l̪ m n̪ ŋ ŋʷ o p q qʷ r̪ s̪ ʃ t̪ ts̪ tʃ u w z̪
akha1245-1162	Akha	akha1245	Sino-Tibetan	Eurasia	21.2309	100.964	44	28	13	0	0	28	13	2.1538461538461537	⁴ ³ ² a ã b cç cçʰ d dz dʒ e ə ɛ g ɣ h i j k kʰ l m n ɲ ŋ o ø ɔ ɔ̃ p pʰ s t tʰ ts tsʰ tʃʰ u ũ ɯ x z ʔ
alya1239-1163	Alyawarr	alya1239	Pama-Nyungan	Australia	-21.0427	136.835	32	25	7	0	0	25	7	3.5714285714285716	ɐ ɐː c cⁿ i iː k kⁿ l l̪ ɭ ʎ m n n̪ ɲ ɳ ŋ p pⁿ r ɽ t t̪ tⁿ t̪ⁿ ʈ ʈⁿ u uː w y
aman1265-1164	Amanab	aman1265	Border	Papunesia	-3.51516	141.178	19	14	5	0	0	14	5	2.8	a b e f g h i j k m n ŋ o p r s t u w
anua1242-1165	Anuak	anua1242	Nilotic	Africa	7.57714	34.0267	47	19	20	0	4	19	24	0.95	⁴ ³ ² ¹⁵ a aː b c d d̪ e eː ɛ ɛː g i iː ie ɪ ɪː ɪɛ j ɟ k l m n n̪ ɲ ŋ o oː ɔ ɔː p r t t̪ u uː uo ʊ ʊː ʊɔ ʌ ʌː w
aran1237-1166	Arandai	aran1237	South Bird's Head Family	Papunesia	-2.08016	132.983	18	13	5	0	0	13	5	2.6	a b d ð e g ɣ i ɟ k m n o p ɾ t u β
bumb1241-1167	Bumbita Arapesh	bumb1241	Nuclear Torricelli	Papunesia	-3.65508	142.859	22	15	7	0	0	15	7	2.142857142857143	a b d̪ dz e g h i kʰ l m n ɲ o ø pʰ s ʃ t̪ʰ u y ʔ
tana1290-1168	Tanacross	tana1290	Athabaskan-Eyak-Tlingit	North America	63.4046	-143.338	54	35	14	0	0	35	14	2.5	⁵ ⁵¹ ⁴ ² ¹⁵ a ã aː ð e ẽ eː ɛ ɣ h i ĩ iː j j̊ k kʰ kʼ l ɬ m n n̥ o s ʃ t tʰ tɬ tɬʰ tɬʼ ts tsʰ tsʼ tʃ tʃʰ tʃʼ tʼ tθ tθʰ tθʼ u ũ uː x z ʒ ʔ θ
auuu1241-1169	Au	auuu1241	Nuclear Torricelli	Papunesia	-3.53277	142.105	17	10	7	0	0	10	7	1.4285714285714286	ɐ ɐː ə ɣ i ɨ j k m n o p ɾ s t u w
tinp1237-1170	Tinputz	tinp1237	Austronesian	Papunesia	-5.58358	154.972	26	12	13	0	1	12	14	0.9230769230769231	a aː æ ai e eː h i iː j k l m n o oː ɔ ɔː p s t u uː w ʔ β
peta1245-1171	Petats	peta1245	Austronesian	Papunesia	-5.34068	154.593	30	15	11	0	4	15	15	1.3636363636363635	a aː ai au b e e̝ ei g h i iː j k l m n ŋ o ø o̝ ou p r s t tʃ u uː w
pate1247-1172	Patep	pate1247	Austronesian	Papunesia	-6.91988	146.639	44	30	14	0	0	30	14	2.142857142857143	a aː e eː ɛ ɛː ɣ h i iː j k kʷ l m ⁿb ⁿbʲ ⁿbʷ mʲ mʷ n ⁿd ⁿdʲ ⁿdz nʲ ŋ ⁿg ⁿgʷ ŋʷ o oː ɔ ɔː p pʲ pʷ s t tʲ u uː w β βʲ
kela1255-1173	Kela (Papua New Guinea)	kela1255	Austronesian	Papunesia	-7.47103	147.173	30	16	10	0	4	16	14	1.6	a ã ae ai au b d dz e ẽ g i ĩ j k l m n ŋ o õ oi p r s t u ũ w z
surs1246-1174	Sursurunga	surs1246	Austronesian	Papunesia	-3.99078	152.768	21	15	6	0	0	15	6	2.5	ɐ b d e ə g h i j k l m n ŋ o p r s t u w
awar1248-1175	Awara	awar1248	Nuclear Trans New Guinea	Papunesia	-6.16986	146.372	25	19	6	0	0	19	6	3.1666666666666665	ɐ b d e g gʷ ɣ h i j k kʷ l m n ŋ ŋʷ o p s t u ʌ ʔ β
awin1248-1176	Awing	awin1248	Atlantic-Congo	Africa	5.88362	10.264	56	39	17	0	0	39	17	2.2941176470588234	a aː d e eː ə əː ɛ ɛː f ɣ i iː ɨ ɨː j k kʲ kʷ l lʷ m ⁿb ⁿbʷ mʲ n ⁿd ⁿdʒ ɲ ŋ ⁿg ⁿgʲ ⁿgʷ ŋʷ o oː ɔ ɔː p pʲ s ʃ ʃʷ t tʲ ts tʃ tʷ u w x z ʒ ʒʷ ʔ β
awtu1239-1177	Awtuw	awtu1239	Sepik	Papunesia	-3.53129	141.928	18	11	7	0	0	11	7	1.5714285714285714	a æ d e ə i j kʰ l m n ŋ o pʰ ɾ tʰ u w
baba1264-1178	Baba	baba1264	Atlantic-Congo	Africa	6.11222	10.5216	30	23	7	0	0	23	7	3.2857142857142856	a dz dʒ e ə f g ɣ i ɨ j k l m n ɲ ŋ ŋm o p r s ʃ t ts u v w x ʒ
baba1266-1179	Babanki	baba1266	Atlantic-Congo	Africa	5.97863	10.2869	33	26	7	0	0	26	7	3.7142857142857144	a b bv d dz dʒ e ə f g ɣ i ɨ j k l m n ɲ ŋ o pf s ʃ t ts tʃ u v w z ʒ ʔ
bako1249-1180	Bakoko	bako1249	Atlantic-Congo	Africa	3.56518	9.99905	33	26	7	0	0	26	7	3.7142857142857144	a b bʷ d dʒ e ɛ f ɣ ɦ i j k kʷ l m ⁿb ⁿbʷ n ⁿd ɲ ŋ ⁿg ⁿgʷ o ɔ p ɾ s t tʃ u w
nyon1241-1181	Nyong	nyon1241	Atlantic-Congo	Africa	7.274185	11.061485	42	23	14	0	0	23	14	1.6428571428571428	⁵¹ ⁴ ³ ² ¹⁵ a aː b d̪ e eː ə ɛ ɛː f g gb h i iː j k kp l̪ m n̪ ⁿd̪ ɲ ŋ ⁿg ŋʷ o ɔ ɔː p s t̪ u uː v w z
bamu1256-1182	Bamunka	bamu1256	Atlantic-Congo	Africa	6.00203	10.5127	32	23	9	0	0	23	9	2.5555555555555554	a b d̪ dʒ e ə ɛ f g ɣ h i ɨ j k kp l m n ɲ ŋ o ɔ s ʃ t̪ tʃ u v w ʒ ʔ
bang1356-1183	Bangolan	bang1356	Atlantic-Congo	Africa	6.0125	10.667	40	27	9	0	0	27	9	3.0	⁵¹ ⁴ ⁴² ¹⁵ a b d dz dʒ e ə ɛ f g ɣ h i ɨ j k l m n ŋ o ɔ p ɾ s ʃ t ts tʃ u v w z ʒ ʔ θ
bata1285-1184	Batanga	bata1285	Atlantic-Congo	Africa	1.397041	9.51011	31	20	8	0	0	20	8	2.5	⁴ ³ ² a ɓ c ɗ e ɛ f i ʄ k l m ⁿb n ⁿd ɲ ⁿʄ ŋ ⁿg o ɔ p s t̪ u v w y
bari1286-1185	Bariai	bari1286	Austronesian	Papunesia	-5.5087	148.666	17	12	5	0	0	12	5	2.4	ɑ b d e g i k l m n ŋ o p r s t u
befa1241-1186	Befang	befa1241	Atlantic-Congo	Africa	6.27562	10.0342	59	43	14	0	0	43	14	3.0714285714285716	⁴ ² ɑ ɑː b bʲ bʷ d dz dʒ e eː ə əː ɛ f fʲ fʷ g gb gʲ gʷ ɣ h i iː j ʝ k kʲ kp kʷ l lʲ m mʷ n ⁿd ⁿdz ɲ ŋ ŋʷ o oː ɔ p s t tʲ ts tʃ tʷ u uː v w z ʒ ʔ
idaa1241-1187	Ida'an	idaa1241	Austronesian	Papunesia	5.29059	118.515	23	17	6	0	0	17	6	2.8333333333333335	a b d dʒ e ə g i j k l m n ŋ o p r s t tʃ u w ʔ
bemb1257-1188	Bemba (Zambia)	bemb1257	Atlantic-Congo	Africa	-10.6122	29.2993	25	15	10	0	0	15	10	1.5	a aː e eː f i iː j k l m n ɲ ŋ o oː p s ʃ t tʃ u uː w β
berb1259-1189	Berbice Creole Dutch	berb1259	Indo-European	South America	5.3829	-58.0002	26	20	6	0	0	20	6	3.3333333333333335	a b ç d e ɛ f g h i j k l m n o p r s ʃ t u v w x z
bett1235-1190	Betta Kurumba	bett1235	Dravidian	Eurasia	11.6385	76.6064	37	22	12	0	3	22	15	1.8333333333333333	ai ɑ ɑː b d d̪ dʒ ɗ ə əː əi ɛ ɛː f g i iː j k l ɭ m n ɳ ŋ ɔ ɔː p ɾ ʃ t t̪ ʈ u uː ui ʋ
biak1248-1191	Biak	biak1248	Austronesian	Papunesia	-0.9523	135.879	24	14	10	0	0	14	10	1.4	a aː b d e eː f i iː j k l m n o oː p r s t u uː w β
bili1250-1192	Bilinarra	bili1250	Pama-Nyungan	Australia	-16.868771	130.533991	23	17	6	0	0	17	6	2.8333333333333335	a aː i iː j ɟ k l ɭ ʎ m n ɲ ɳ ŋ p ɻ ɾ t ʈ u uː w
bina1277-1193	Binandere	bina1277	Nuclear Trans New Guinea	Papunesia	-8.37433	147.884	35	11	10	0	14	11	24	1.1	ɑ ɑ̃ ɑe ɑi ɑ̃ĩ ɑo ɑ̃õ ɑu b d e ẽ ei ẽĩ eo g i ĩ iu j k m n o õ oe oi ou õũ p ɾ t u ũ β
sout2840-1194	Southern Bobo Madaré	sout2840	Mande	Africa	11.5409	-4.26497	38	19	19	0	0	19	19	1.0	a ã aː b d e eː ɛ ɛ̃ ɛː f g gb h i ĩ iː k kp l m n ɲ ŋ o oː ɔ ɔ̃ ɔː p r s t u ũ uː v z
nucl1695-1195	Bole	nucl1695	Afro-Asiatic	Africa	11.4839	11.2322	38	28	10	0	0	28	10	2.8	a aː b ɓ d dʒ ɗ e eː g h i iː j ʄ k l m ⁿb n ⁿd ⁿdʒ ⁿz ɲ ⁿg o oː p r s ʃ t tʃ u uː w z ʔ
bong1285-1196	Bongo	bong1285	Central Sudanic	Africa	7.4145	27.9918	29	18	11	0	0	18	11	1.6363636363636365	a aː b d e eː f g h i iː k l m n ɲ ɔ ɔː p pf r s t ts tʃ u uː w y
boro1277-1197	Boro (Ethiopia)	boro1277	Ta-Ne-Omotic	Africa	10.6596	35.345	25	16	6	0	0	16	6	2.6666666666666665	⁴ ³ ² a b d e g h i j kʰ l m n ŋ o ɵ pʰ r s tʰ u w z
brok1247-1198	Brokskat	brok1247	Indo-European	Eurasia	34.5308	76.6026	41	31	10	0	0	31	10	3.1	a aː b c ç d d̪ dʱ e eː f g ɣ̊ h i iː j ʝ k l m n ŋ o oː p pʰ q s ʂ t t̪ tʰ t̪ʰ ts u uː v x̥ z z̥
baga1272-1199	Baga Sitemu	baga1272	Atlantic-Congo	Africa	10.4793	-14.4756	26	18	8	0	0	18	8	2.25	a b d̪ e ɛ f g gb h i ɨ j k l m n ŋ o ɔ p r s t̪ tʃ u w
bubi1249-1200	Bubia	bubi1249	Bookkeeping	Africa	4.02178	9.22304	39	25	14	0	0	25	14	1.7857142857142858	a aː b bʷ d dʒ e eː ɛ ɛː gb i iː j k kp l m ⁿb n ⁿd ⁿdʒ ɲ ŋ ⁿg ŋʷ o oː ɔ ɔː ɸ s t tʃ u uː w ʒ β
buku1249-1201	Bukusu	buku1249	Atlantic-Congo	Africa	0.68043	34.7719	30	20	10	0	0	20	10	2.0	a aː e eː f i iː j k l m ⁿb n ⁿd ⁿdʒ ɲ ŋ ⁿg o oː p r s t tʃ u uː w x β
subi1246-1202	Subiya	subi1246	Atlantic-Congo	Africa	-17.5696	24.8867	51	46	5	0	0	46	5	9.2	a b bʷ d dʷ dʒ dʒʷ ɛ f fʷ g gʷ h hʲ hʷ i j k kʷ lʷ m mʲ mʷ ɱ n nʷ ɲ ŋ ɔ p pʷ ɻ ɻʲ ɻʷ s sʷ ʃ t t̪ tʃ tʷ t̪ʷ u v vʷ w z zʷ β βʲ βʷ
tote1238-1203	Totela	tote1238	Atlantic-Congo	Africa	-16.9575	24.3751	54	44	10	0	0	44	10	4.4	a aː b bʷ cʷ dʒ ɛ ɛː f fʷ g gʷ ɣ ɣʷ h hʲ hʷ i iː j k kʷ m mʲ mʷ n nʷ ɲ ŋ ŋʷ ɔ ɔː p pʲ pʷ ɻ ɻʲ ɻʷ s sʷ ʃ t tʲ ts tʃʷ tʷ u uː v vʷ w z zʷ β
