ID	Name	Glottocode	Family	Macroarea	Latitude	Longitude	Sounds	Consonants	Vowels	Clusters	Diphthongs	LongConsonants	LongVowels	Ratio	Phonemes
taji1245-2266	Tajik	taji1245	Indo-European	Eurasia	38.8213	68.5549	29	23	6	0	0	0	0	3.8333333333333335	b dʑ d̪ f h j k l m n p q s tɕ t̪ v z ɕ g ɾ ʁ ʑ χ ä e i o u ɵ
yong1270-2267	Narua	yong1270	Sino-Tibetan	Eurasia	27.8	100.9	47	37	10	0	0	0	0	3.7	b d dz dʑ f h j k kʰ l l̥ m n p pʰ q qʰ s t ts tsʰ tɕ tɕʰ tʰ w z ɕ ɖʐ g ɢ ɣ ɲ ʂ ʈʂ ʈʂʰ ʐ ʑ i u æ æ̃ ɑ ɔ ɛ ɤ ɯ ɯ̝
stan1290-2269	French	stan1290	Indo-European	Eurasia	48.0	2.0	34	20	14	0	0	0	0	1.4285714285714286	b d f j k l m n p s t v w z g ɥ ɲ ʁ ʃ ʒ a e i o u y ø œ ɑ̃ ɔ ɔ̃ ə ɛ ɛ̃
ishk1246-2270	Ishkashimi	ishk1246	Indo-European	Eurasia	36.67	71.55	39	32	7	0	0	0	0	4.571428571428571	b d dz dʒ f h j k l m n p q r s t ts tʃ v w x z ɖ g ɣ ɭ ʂ ʃ ʈ ʈʂ ʐ ʒ ä e̞ i o u ɔ ə
khan1273-2271	Kazym-Berezover-Suryskarer Khanty	khan1273	Uralic	Eurasia	62.4308	66.1218	25	16	9	0	0	0	4	1.7777777777777777	c̟ j k l m n p r s t w x ç̟ ŋ ɲ̟ ȴ a äː ĕ e̞ː i o u uː ɵ̞ː
swis1247-2272	Central Alemannic	swis1247	Indo-European	Eurasia	47.0516	8.46419	55	26	29	0	8	0	10	0.896551724137931	b̥ d̥ f h j k kx l m n p pf s t ts tʃ v̥ x z̥ ŋ g̊ ɣ̊ ʀ ʃ ʋ ʒ̊ e ei̯ eː i iə̯ iː o oi̯ ou̯ oː u uə̯ uː y yə̯ yː æ æi̯ æu̯ æː ø øː œ œː ɒ ɒː ə ɛ ɛː
west2392-2273	Western Mari	west2392	Uralic	Eurasia	56.22	46.569	34	24	10	0	0	0	0	2.4	j k l̺ m n̺ p r s sʲ tɕ t̪̺ ts̺ x z zʲ ð̺ ŋ ɣ ɲ ɸ ʂ ʎ ʐ β a e i o u y̞ æ œ ɪ ɪ̈
czec1258-2274	Czech	czec1258	Indo-European	Eurasia	49.873398	15.10437	40	27	13	0	3	0	5	2.076923076923077	b c dʒ d̺ f j k l m n p r r̝ s ts tʃ t̪ v x z ɟ g ɦ ɲ ʃ ʒ ʔ ä äu̯ äː iˑ o ou̯ oː u uː ɛ ɛu̯ ɛː ɪ
malt1254-2275	Maltese	malt1254	Afro-Asiatic	Eurasia	35.8884	14.4508	35	24	11	0	0	0	6	2.1818181818181817	b dz dʒ d̪ f h j k l m n p r s ts tʃ t̪ v w z g ʃ ʒ ʔ iː uː ɐ ɐː ɔ ɔː ɛ ɛː ɪ ɪː ʊ
nucl1305-2277	Kannada	nucl1305	Dravidian	Eurasia	13.5878	76.1198	44	34	10	0	0	0	5	3.4	b bʱ c cʰ d̪ d̪ʱ f h j k kʰ l̪ m n̪ p pʰ r̪ s̪ t̪ t̪ʰ w z̪ ɖ ɖʱ ɟ ɟʱ g gʱ ɭ ɳ ʂ ʃ ʈ ʈʰ a aː e eː i iː o oː u uː
mira1251-2278	Mirandese	mira1251	Indo-European	Eurasia	41.5375	-6.38371	49	22	27	0	16	0	0	0.8148148148148148	b d f j k l m n p r s s̺ t tɕ z z̺ ɕ g ɲ ɾ ʎ ʑ ä äi̯ äu̯ ei̯ eu̯ e̞ e̞u̯ ẽ̞ i iu̯ ĩ i̯a i̯e i̯ẽ oi̯ ou̯ õ o̞ o̞i̯ u ui̯ ũ u̯a u̯o u̯õ ɐ ɐ̃
khan1273-2279	Kazym-Berezover-Suryskarer Khanty	khan1273	Uralic	Eurasia	62.4308	66.1218	26	16	10	0	0	0	5	1.6	c̟ j k l m n p r s t w x ç̟ ŋ ɲ̟ ȴ ä äː ĕ e̞ː i o oː uː æ æː
tsha1245-2280	Tshangla	tsha1245	Sino-Tibetan	Eurasia	27.3694	91.7741	39	32	7	0	2	0	0	4.571428571428571	b d dz dʑ h j k kʰ l l̥ m n p pʰ s t ts tsʰ tɕ tɕʰ tʰ w z ŋ ɕ ɖ g ɲ ɾ ʈ ʈʰ ʑ a ai au e i o u
chal1275-2281	Chaldean Neo-Aramaic	chal1275	Afro-Asiatic	Eurasia	37.0972	43.5027	45	37	8	0	0	0	5	4.625	b bˤ d dˤ dʒ f h j k l lˤ m mˤ n p pˤ q r rˤ s sˤ t tˤ tʃ tʃˤ v w x z zˤ ħ g ɣ ʃ ʒ ʔ ʕ a aː eː iː oː uː ɨ ʉ
lith1251-2282	Lithuanian	lith1251	Indo-European	Eurasia	55.1429	23.9601	59	45	14	0	2	0	4	3.2142857142857144	b bʲ dzʲ dʲ dʒ dʒʲ d̪ dz̪ f fʲ j k kʲ lʲ m mʲ nʲ n̪ p pʲ r rʲ sʲ s̪ tsʲ tʲ tʃ tʃʲ t̪ ts̪ v vʲ x xʲ zʲ z̪ g gʲ ɣ ɣʲ lˠ ʃ ʃʲ ʒ ʒʲ äː e i iɛ iː o u uɔ uː æː ɐ ɛ ɪ̯ ʊ̯
osse1243-2283	Modern Ossetic	osse1243	Indo-European	Eurasia	42.98	44.61	39	32	7	0	0	0	0	4.571428571428571	b̥ d̺̥ f j k kʰ kʷ kʷʰ kʼʷ kʼ l m n̺ p pʰ pʼ q qʷ r̺ s̺ t̺ t̺ʰ t̺ʼ v w z̺ g̊ g̥ʷ ʁ ʁʷ χ χʷ e̞ i o̞ u ɐ̆ ɑ̝̹ ɨ̆
jude1256-2284	Judeo-Tat	jude1256	Indo-European	Eurasia	42.068306	48.264749	31	23	8	0	0	0	0	2.875	b d dʒ f h j kʰ l m n pʰ s tʰ tʃʰ v z ħ g ɢ ɾ ʃ ʕ χ a i u y æ ɔ ɛ ɨ
ladi1251-2285	Ladino	ladi1251	Indo-European	Eurasia	41.205	28.6632	25	20	5	0	0	0	0	4.0	b dʒ d̪ f h j k l m n p s tʃ t̪ v z ɣ ɲ ɾ ʃ ä e i o u
nort2745-2286	Northern Yukaghir	nort2745	Yukaghir	Eurasia	70.498	157.853	39	20	19	0	4	0	7	1.0526315789473684	b d dʒ j k l m n p q r s t tʃ w ŋ g ɲ ʁ ʎ ä äː i iɛ̠ iː u œ̠ œ̠ː ə əː ɛ̠ ɛ̠ː ɞ̠ ɞ̠ː ɨä ʉ ʉœ̠ ʉɞ̠ ʉː
kore1280-2287	Korean	kore1280	Koreanic	Eurasia	37.5	128.0	38	21	17	0	1	0	8	1.2352941176470589	b̥ d̥ dʑ̥ h j k kʰ m n p pʰ s sʰ t tɕ tɕʰ tʰ w ŋ g̊ ɾ eː e̞ iː oː o̞̜ uː ɐ ɑ̟ː ɘː ɛː ɛ̝ ɨi ɪ ɯː ɯ̽ ʊ̜ ʌ
even1260-2288	Even	even1260	Tungusic	Eurasia	70.6687	130.914	36	18	18	0	2	0	8	1.0	b d dʒ j k l m n p r s̠ t tʃ ħ ŋ g ɲ β̞ a aː e eː i ie iː iˤ iˤæ iˤː o oː oˤ oˤː u uː uˤ uˤː
munj1244-2289	Munji	munj1244	Indo-European	Eurasia	35.9321	70.9404	44	35	9	0	0	0	5	3.888888888888889	b c d dz dʒ f h k l m n p q r s t ts tʃ v w x z ç ɖʐ ɟ g ɲ ɽ ʂ ʃ ʈʂ ʐ ʒ ʝ χ a eː iː uː ɐ ɑː ɔ̜ː ə ʊ
brah1256-2290	Brahui	brah1256	Dravidian	Eurasia	29.04	66.56	43	26	17	0	0	0	10	1.5294117647058822	b dʒ d̪ f j k l̪ m n̪ p r̪ s̪ tʃ t̪ w x z̪ ɖ g ɣ ɬ̪ ɽ ʃ ʈ ʒ ʔ a aː ã ãː i iː ĩ ĩː u uː ũ ũː ɔː ɔ̃ː ɛ ɛː ɛ̃ː
nauk1242-2291	Naukan Yupik	nauk1242	Eskimo-Aleut	Eurasia	65.5184	-171.755	22	18	4	0	0	0	0	4.5	j k l l̥ m n p q r s t v w x ŋ ɣ ʁ χ ä i u ɨ
even1259-2292	Evenki	even1259	Tungusic	Eurasia	61.972	94.689	25	17	8	0	0	0	0	2.125	b d dʒ j k l m n p r s t tʃ w x ŋ g e̞ i o u ɑ ɔ ə ʊ
kuvi1243-2293	Kuvi	kuvi1243	Dravidian	Eurasia	18.8832	83.7552	37	22	15	0	0	0	5	1.4666666666666666	b cç d̪̺ h j k l m n̪ p r s t̪̺ ŋ ɖ ɟʝ g ɳ ɽ ʈ ʔ β̞ a aː ã e̞ e̞ː ẽ̞ i iː ĩ o̞ o̞ː õ̞ u uː ũ
thak1245-2294	Thakali	thak1245	Sino-Tibetan	Eurasia	28.7014	83.6466	29	19	10	0	4	0	0	1.9	j k kʰ l m n p pʰ r r̥ s t ts tsʰ tɕ tʰ ŋ ɬ ʈ a ai̯ e ei̯ i o oi̯ u ui̯ ɒ
mund1320-2295	Mundari	mund1320	Austroasiatic	Eurasia	23.03	85.85	28	23	5	0	0	0	0	4.6	b c d h j k l m n p r s t w ŋ ɖ ɟ g ɲ ɳ ɽ ʈ ʔ a e i o u
nort2697-2296	North Azerbaijani	nort2697	Turkic	Eurasia	40.9777	46.4737	39	24	15	0	0	0	6	1.6	b̥ c dʒ d̪ f h j k l m n̪ pʰ s̪ tʃ t̪ v z̪ ɟ g̊ ɾ ʁ ʃ ʒ χ e̞ e̞ː i iː o̞ u uː y æ æː œ̞ œ̞ː ɑ ɑː ɯ
itel1242-2297	West Itelmen	itel1242	Chukotko-Kamchatkan	Eurasia	56.046173	156.30704	32	27	5	0	0	0	0	5.4	j k kʼ l lʲ l̥ʲ m n nʲ p pʼ q q̺ r s̺ t̺ tɕ̺ tɕ̺ʼ t̺ʼ x z̺ ŋ ɣ ɸ ʔ β χ a i o̞̜ u̜ ɛ
