ID	Name	Glottocode	Family	Macroarea	Latitude	Longitude	Sounds	Consonants	Vowels	Clusters	Diphthongs	LongConsonants	LongVowels	Ratio	Phonemes
abuj1237-1701	Abujmaria	abuj1237	Dravidian	Eurasia	19.7875	79.9144	39	22	17	0	0	0	10	1.2941176470588236	b cç d̪ h j k l m n p r r̠ʲ s t̪ w ŋ ɖ ɟʝ g ɲ ɳ ʈ a aː aˑ e eː eˑ i iː iˑ o oː oˑ u uː uˑ ə ɨ
apuc1241-1702	Apucikwar	apuc1241	Great Andamanese	Eurasia	12.241	92.7965	35	25	10	0	0	0	0	2.5	b c d̪ j k̙ l m n p r s tʰ t̪ t̪ʰ w ŋ ɖ ɟ ɲ ɳ ɾ ʈ ʈʰ θ χ a e i o u ɔ ə ɛ ɪ ɯ
anga1288-1703	Angami Naga	anga1288	Sino-Tibetan	Eurasia	25.6841	93.8668	44	38	6	0	0	0	0	6.333333333333333	b bv cç d dz f h j jʱ k kʰ l lʱ m mʱ n nʱ p pf pʰ r rʱ s t ts tʰ v w wʱ z ç ŋ ɟʝ g ɱ ɲ ɲʱ ʝ a e i o u ə
aona1235-1704	Ao Naga	aona1235	Sino-Tibetan	Eurasia	26.3241	94.3824	32	24	8	0	0	0	0	3.0	b cç d j k kʰ l lʱ m n p pʰ s t ts tʰ w z ç ŋ ɟʝ g ɾ ʔ a e i o u ɔ ə ɯ
apat1240-1705	Apatani	apat1240	Sino-Tibetan	Eurasia	27.1933	93.7284	37	24	13	0	0	0	1	1.8461538461538463	b bʲ cç d h j k l lʲ m mʲ n nʲ p pʲ s t ŋ ɟʝ g gʲ ɲ ɾ β a e i o u ũː æ ə ɛ ɨ ɯ ʊ̃ ʌ
assa1263-1706	Assamese	assa1263	Indo-European	Eurasia	26.0876	91.2932	37	22	15	0	0	0	1	1.4666666666666666	b bʱ d̪ d̪ʱ j k kʰ l m n̪ p pʰ r s t̪ t̪ʰ w z ŋ g gʱ ɦ a e ẽ̞ i o õ̞ u ũː u̞ æ̞̃ ɔ ɛ ɪ̃ ʊ̃ ʌ̃
awad1243-1707	Awadhi	awad1243	Indo-European	Eurasia	27.5907	82.4663	45	37	8	0	0	0	0	4.625	b bʱ cç cçʰ d̪ d̪ʱ h j k kʰ l lʱ m mʱ n p pʰ r rʱ s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɦ ɲ ɳ ɽ ɽʱ ʈ ʈʰ e i o u æ ɑ ɔ ɛ
bada1257-1708	Badaga	bada1257	Dravidian	Eurasia	11.3094	76.5974	38	25	13	0	0	0	4	1.9230769230769231	b c d̪ j k l m n p r s t̪ v w x ŋ ɖ ɟ g ɭ ɲ ɳ ʂ ʈ ʝ a aː e eː i o oː u uː ə ɛ ɨ ʌ
balt1258-1709	Balti	balt1258	Sino-Tibetan	Eurasia	34.4491	77.2859	53	35	18	0	0	0	10	1.9444444444444444	b cç cçʰ d d̪ f h j k kʰ l n p pʰ q s t ts tsʰ tʰ t̪ t̪ʰ w z ç ð ŋ ɟʝ g ɮ ɲ ɽ ʁ ʝ χ a aː aˑ e eː eˑ i iː iˑ o oː oˑ u uː uˑ ɔ ɛ ʌ
lamb1269-1710	Lambadi	lamb1269	Indo-European	Eurasia	16.5734	76.9717	34	24	10	0	0	0	4	2.4	b cç dz d̪ h j k l n p s ts w ç ŋ ɖ ɟʝ g ɭ ɲ ɳ ɾ ʂ ʈ e i iː o oː u uː ɑ ɑː ʌ
beng1280-1711	Bengali	beng1280	Indo-European	Eurasia	24.0	90.0	48	34	14	0	0	0	1	2.4285714285714284	b bʱ cç cçʰ d̪ d̪ʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ç ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɦ ɽ ɽʱ ɾ ʈ ʈʰ a e i o õ̞ u ũː æ æ̞̃ ɑ̃ ɔ ɛ̃ ɪ̃ ʊ̃
bhil1251-1712	Bhili	bhil1251	Indo-European	Eurasia	20.85	73.9592	62	35	27	0	0	0	16	1.2962962962962963	b bʱ cç dz d̪ d̪ʱ h j k kʰ l lʱ m mʱ n̪ n̪ʱ p pʰ s ts t̪ t̪ʰ w ç ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɦ ɭ ɾ ʈ ʈʰ a aː aˑ e eː eˑ ẽ̞ i iː iˑ o oː oˑ õ u uː uˑ ũː ə əː əˑ ɛ ɛː ɨ ɨː ɨˑ ʊ̃
mund1320-1713	Mundari	mund1320	Austroasiatic	Eurasia	23.03	85.85	54	33	21	0	0	0	6	1.5714285714285714	b bʱ cç cçʰ d̪ d̪ʱ j k kʰ l m n n̪ p pʰ s t̪ t̪ʰ w ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɲ ɳ ɽ ɾ ʈ ʈʰ ʔ a aː e eː e̞ i iː o oː õ̞ u uː ũː u̞ æ̞̃ ɔ ɪ ɪ̃ ʊ ʊ̃ ʌ
boro1277-1714	Boro (Ethiopia)	boro1277	Ta-Ne-Omotic	Africa	10.6596	35.345	30	22	8	0	0	0	0	2.75	b dz d̪ j k kʰ l m n̪ p pʰ s t̪ t̪ʰ w x z ŋ g ɣ ɸ ɾ a e e̞ i o u ə ɛ
brok1247-1715	Brokskat	brok1247	Indo-European	Eurasia	34.5308	76.6026	56	41	15	0	0	0	9	2.7333333333333334	b cç cçʰ d d̪ f h j k kʰ k̙ l m n n̪ p pʰ r s t ts tʰ t̪ t̪ʰ v w z ç ŋ ɖ ɟʝ g ɭ ɲ ɳ ʁ ʂ ʈ ʐ ʝ χ a aː aˑ e eː i iː iˑ o oː oˑ u uː uˑ ɛ
bund1253-1716	Bundeli	bund1253	Indo-European	Eurasia	24.8982	78.9542	55	38	17	0	0	0	6	2.235294117647059	b bʱ cç cçʰ d̪ d̪ʱ h j k kʰ l lʱ m mʱ n nʱ p pʰ r rʱ s t̪ t̪ʰ v ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɦ ɲ ɳ ɽ ɽʱ ʈ ʈʰ ã e eː i iː o oː u uː ũː æ ɑ ɑː ɑ̃ ɔ ɛ̃ ʊ̃
chau1259-1717	Chaudangsi	chau1259	Sino-Tibetan	Eurasia	29.7033	80.4832	42	34	8	0	0	0	0	4.25	b bʱ cç cçʰ d̪ d̪ʱ j k kʰ m n̪ p pʰ r s ts t̪ t̪ʰ w x z ç ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɭ ɭʱ ɲ ʈ ʈʰ e i o u ɑ ɔ ə ɛ
chok1243-1718	Chokri Naga	chok1243	Sino-Tibetan	Eurasia	25.5636	94.2887	39	34	5	0	0	0	0	6.8	b cç cçʰ dz d̪ f h j k kʰ l lʱ m mʱ n̪ n̪ʱ p pʰ s ts tsʰ t̪ t̪ʰ v w z ç ŋ ɟʝ g ɦ ɾ ɾʱ ʝ e i o u ə
darm1243-1719	Darma	darm1243	Sino-Tibetan	Eurasia	29.8629	80.5439	42	34	8	0	0	0	0	4.25	b bʱ cç cçʰ d̪ d̪ʱ j k kʰ l m n̪ p pʰ r s t̪ t̪ʰ w x ç ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɲ ɳ ɽ ɽʱ ʈ ʈʰ e i o u ɑ ɔ ə ɛ
gata1239-1720	Gata'	gata1239	Austroasiatic	Eurasia	18.6076	82.984	38	24	14	0	0	0	1	1.7142857142857142	b cç d h j k l m n n̪ p r s t w ŋ ɖ ɟʝ g ɲ ɳ ɽ ʈ ʔ a e i o õ̞ u ũː æ æ̞̃ ɔ ə ɛ ɪ ʊ
gade1236-1721	Gade Lohar	gade1236	Indo-European	Eurasia	25.8583	78.2187	50	31	19	0	0	0	1	1.631578947368421	b bʱ cç cçʰ d̪ d̪ʱ h j k kʰ l m n̪ p pʰ r s t̪ t̪ʰ w ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɭ ɳ ɽ ʈ ʈʰ a e ẽ̞ i ĩ o õ õ̞ u ũː æ æ̞̃ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃
galo1242-1722	Galo	galo1242	Sino-Tibetan	Eurasia	27.9805586	94.6884956	29	17	12	0	0	0	4	1.4166666666666667	b cç d̪ h j k l m n̪ p s t̪ ŋ ɟʝ g ɲ ɾ a aː e i iː o u uː ɔ ɔː ə ɨ
garo1247-1723	Garo	garo1247	Sino-Tibetan	Eurasia	25.2954	90.462	21	16	5	0	0	0	0	3.2	b dz d̪ h k m n̪ p s ts t̪ z ŋ g ɾ ʔ a e i o u
guja1253-1724	Gujari	guja1253	Indo-European	Eurasia	33.7	75.11	54	35	19	0	0	0	1	1.8421052631578947	b cç cçʰ d̪ f h j k kʰ l m n̪ p pʰ q r s t̪ t̪ʰ w x z ç ŋ ɖ ɟʝ g g̙ ɣ ɭ ɲ ɳ ɽ ʈ ʈʰ a e ẽ̞ i ĩ o õ̞ u ũː æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃
guja1252-1725	Gujarati	guja1252	Indo-European	Eurasia	22.687	71.0962	60	35	25	0	0	0	4	1.4	b bʱ cç cçʰ d̪ d̪ʱ h j k kʰ l m n̪ p pʰ s t̪ t̪ʰ v w ç ŋ ɖ ɖʱ ɟʝ ɟʝʱ g ɭ ɲ ɳ ɽ ɾ ʂ ʈ ʈʰ a ã e ẽ̞ e̤ i i̤ː o õ õː o̤ u ũ ũː ṳː ɑ̃ ɑ̤ ɔ ɔ̤ ə ə̤ ɛ ɛ̤ ɪ ʊ
bodo1267-1726	Bodo Gadaba	bodo1267	Austroasiatic	Eurasia	18.3857	82.771	40	21	19	0	0	0	1	1.105263157894737	b b̰ cç d̪ k l m n p r s t̪ t̪̰ ɖ ɟʝ g ɭ ɳ ɽ ʈ ʔ a a̰ e ḛ i o õ̞ o̰ u ũː ṵ æ̞̃ ɔ ɪ ɪ̃ ɯ̰ ʊ ʊ̃ ʌ
halb1244-1727	Halbi	halb1244	Indo-European	Eurasia	20.3081	81.3742	42	29	13	0	0	0	0	2.230769230769231	b bʱ cç d dʱ f h j k kʰ l m n p pʰ r s t ts tʰ v w z ç ŋ ɟʝ g gʱ ʔ a e i o u æ ø ɘ ɛ ɨ ɪ ʊ ʌ
hind1269-1728	Hindi	hind1269	Indo-European	Eurasia	25.0	77.0	58	37	21	0	0	0	1	1.7619047619047619	b bʱ cç cçʰ d̪ d̪ʱ f h j k kʰ l m n̪ p pʰ s t̪ t̪ʰ w z ç ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɲ ɳ ɽ ɽʱ ɾ ʈ ʈʰ ʝ a e ẽ̞ i ĩ o õ õ̞ u ũː æ æ̞̃ ɑ̃ ɔ ə ə̃ ɛ ɪ ɪ̃ ʊ ʊ̃
hooo1248-1729	Ho	hooo1248	Austroasiatic	Eurasia	23.9596	87.1188	43	24	19	0	0	0	5	1.263157894736842	b cç d̪ h j k l m n n̪ p s t̪ w ŋ ɖ ɟʝ g ɲ ɳ ɽ ɾ ʈ ʔ a aː e eː e̞ i iː ĩ o oː õ̞ u uː u̞ æ̞̃ ɪ ɪ̃ ʊ ʌ
irul1243-1730	Irula of the Nilgiri	irul1243	Dravidian	Eurasia	12.70645	79.95209	52	31	21	0	0	0	1	1.4761904761904763	b cç d d̪ j k l m n n̪ p r s t t̪ v w ð ŋ ɖ ɟʝ g ɣ ɭ ɲ ɳ ɽ ɾ ʂ ʈ β a ä e ë e̞ ë̞ i ï o ö ö̞ u üː u̞ æ ɛ ɨ ɪ ʊ ʊ̈ ʌ
jaun1243-1731	Jaunsari	jaun1243	Indo-European	Eurasia	30.5587	77.9084	51	34	17	0	0	0	5	2.0	b bʱ cç cçʰ d̪ d̪ʱ h j k kʰ l m n p pʰ r s t̪ t̪ʰ w ç ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɦ ɲ ɳ ɽ ʈ ʈʰ a aː e ẽ̞ i iː o õː õ̞ u uː æ̞̃ ɑ̃ ɔ ə̃ː ɛ ʊ̃
juan1238-1732	Juang	juan1238	Austroasiatic	Eurasia	21.2606	85.5845	36	24	12	0	0	0	1	2.0	b c cç d d̪ k l m n n̪ p s t ŋ ɖ ɟ ɟʝ g ɲ ɳ ɽ ɽ̃ ɽ̩ ʈ a e i o õ̞ u ũː æ̞̃ ɔ ɛ ɪ̃ ʊ̃
kang1280-1733	Kangri	kang1280	Indo-European	Eurasia	31.915	76.366	41	29	12	0	0	0	5	2.4166666666666665	b c cʱ d̪ j k kʰ l m n p pʰ r s t̪ t̪ʰ w ŋ ɖ ɟ g ɭ ɲ ɳ ɽ ɽ̃ ɽ̩ ʈ ʈʰ aː e iː o uː ɐ ɔː ɘ ɛː ɜ ɪ ʊ
nucl1305-1734	Kannada	nucl1305	Dravidian	Eurasia	13.5878	76.1198	47	36	11	0	0	0	5	3.272727272727273	b bʱ cç cçʰ d̪ d̪ʱ f h j k kʰ l m n n̪ p pʰ s t̪ t̪ʰ v w ç ŋ ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɭ ɳ ɾ ʂ ʈ ʈʰ a aː e eː i iː o oː u uː æ
saur1248-1735	Saurashtra	saur1248	Indo-European	Eurasia	9.99172	77.9427	42	32	10	0	0	0	5	3.2	b bʱ cç cçʰ d̪ d̪ʱ h j k kʰ l m mʱ n p pʰ r s t̪ t̪ʰ w z ɖ ɖʱ ɟʝ ɟʝʱ g gʱ ɭ ɳ ʈ ʈʰ a aː e eː i iː o oː u uː
