ID	Name	Glottocode	Family	Macroarea	Latitude	Longitude	Sounds	Consonants	Vowels	Clusters	Diphthongs	Consonantal	Vocalic	Ratio	Phonemes
humlabhotia	Humla Bhotia	huml1238	Sino-Tibetan [sino1245]	Eurasia	30.1451	81.5659	69	41	28	0	0	41	28	1.4642857142857142	p pʰ b ⁿb m w t tʰ d ⁿd ts tsʰ dz ⁿdz s z n l tʃ tʃʰ dʒ ⁿdʒ ʃ ʒ ʈ ʈʰ ɖ ⁿɖ r r̥ c cʰ ɟ ɲ j k kʰ g ⁿg ŋ h i iː ĩ ĩː e eː ẽ ẽː y yː ỹ ỹː ø øː ø̃ ø̃ː a aː ã ãː u uː ũ ũː o oː õ õː
denjongka	Denjongka	sikk1242	Sino-Tibetan [sino1245]	Eurasia	27.85795	88.59153	65	37	24	0	4	37	28	1.5416666666666667	p pʰ ⁿb m w t tʰ ⁿd ts tsʰ ⁿdz s z n n̥ l l̥ ʈ ʈʰ ⁿɖ r r̥ tɕ tɕʰ ⁿdʑ ɕ ʑ ɲ ɲ̊ j k kʰ ⁿg ŋ ŋ̊ ʔ h i iː ĩː e eː ẽː y yː ỹː ø øː ø̃ː ɛ ɛː ɛ̃ː a aː ãː u uː ũː o oː õː iu ɐu ou ɐi
dzongkha	Dzongkha	dzon1239	Sino-Tibetan [sino1245]	Eurasia	27.410786	89.581604	58	32	18	0	8	32	26	1.7777777777777777	p pʰ b m w t tʰ d r s z ts tsʰ dz n l l̥ ʈ ʈʰ ɖ ɕ ʑ tɕ tɕʰ dʑ ɲ j k kʰ g ŋ h i iː ĩː ʏː e eː ẽː øː ɛː ɑ ɑː ɑ̃ː o oː õː u uː ũː ai au aːu iu eu ɛu ou øu
nyinpacone	Nyinpa Cone	chen1255	Dravidian [drav1251]	Eurasia	15.8787	79.2534	70	46	24	0	0	46	24	1.9166666666666667	p pʰ b ⁿb m w t tʰ d ⁿd ts tsʰ dz ⁿdz n s sʰ z l l̥ tɕ tɕʰ dʑ ⁿdʑ ɲ ɕ ɕʰ ʑ j ʈʂ ʈʂʰ ɖʐ ⁿɖʐ ʂ ʂʰ r k kʰ g ⁿg ŋ x xʰ ɣ h ʁ i iː ʉ ʉː u uː ɪ ɪː e eː o oː ɛ ə ɔ æ ɑ ɑː ĩː ũː ẽː õː ã ãː
baima	Baima	baim1244	Sino-Tibetan [sino1245]	Eurasia	33.1001	103.952	66	40	15	0	11	40	26	2.6666666666666665	p pʰ b m t tʰ d n l ts tsʰ dz s sʰ z r tʃ tʃʰ dʒ ʃ ʃʰ ʒ tɕ tɕʰ dʑ ɕ ɕʰ ʑ ɲ k kʰ g ŋ ɦ ⁿb ⁿd ⁿdz ⁿdʒ ⁿdʑ ⁿg i y e ø ɛ ɛ̃ ə ɐ a u o õ ɔ ɑ ɑ̃ iø ue iɛ yɛ uɛ io iɔ uɔ iɑ uɑ uɑ̃
japhug	Japhug	japh1234	Sino-Tibetan [sino1245]	Eurasia	32.1	102.36	58	50	8	0	0	50	8	6.25	p t c k q pʰ tʰ cʰ kʰ qʰ b d ɟ g ⁿb ⁿd ⁿɟ ⁿg ⁿɢ ts tɕ ʈʂ tsʰ tɕʰ ʈʂʰ dz dʑ ɖʐ ⁿdz ⁿdʑ ⁿɖʐ m n ɲ ŋ s ɕ ʂ x χ z ʑ ɣ ʁ w l r j l̥ ʔ u ɯ i y o ɤ e a
avarchadakolob	Avar (Chadakolob)	avar1256	Nakh-Daghestanian [nakh1245]	Eurasia	41.7047	46.558	64	59	5	0	0	59	5	11.8	b d g pʰ tʰ tsʰ tʃʰ tɬʰ kʰ qʰ pʼ tʼ tsʼ tʃʼ tɬʼ kʼ qʼ ʔ z ʒ ʁ ʢ s ʃ ɬ x χ ʜ h gʷ tʷʰ tsʷʰ tʃʷʰ tɬʷʰ kʷʰ qʷʰ tʼʷ tsʼʷ tʃʼʷ tɬʼʷ kʼʷ qʼʷ zʷ ʒʷ ʁʷ ʢʷ sʷ ʃʷ ɬʷ xʷ χʷ ʜʷ hʷ m n w r l j i e a o u
hmongnjuagreenhmong	Hmong Njua (Green Hmong)	hmon1264	Hmong-Mien [hmon1336]	Eurasia	22.5638	101.95	61	48	9	0	4	48	13	5.333333333333333	p t c k q ʔ pʰ tʰ cʰ kʰ qʰ ⁿp ⁿt ⁿc ⁿk ⁿq ⁿpʰ ⁿtʰ ⁿcʰ ⁿkʰ ⁿqʰ ts tʃ ʈʂ tsʰ tʃʰ ʈʂʰ ⁿts ⁿtʃ ⁿʈʂ ⁿtsʰ ⁿtʃʰ ⁿʈʂʰ m n ɲ ŋ v ʒ j f s ʃ ç h sʰ l ɬ i ɨ u e ɔ a ĩ ũ ã ai̯ au̯ aɯ̯ ua
andi	Andi	andi1255	Nakh-Daghestanian [nakh1245]	Eurasia	42.8078	46.2919	68	63	5	0	0	63	5	12.6	b bː d dː dʒ dʒː g gː ɢ p t ts tsː tʃ tʃː tɬː k kː qː tʼ tsʼ tsʼː tʃʼ tʃʼː tɬʼː kʼ kʼː qʼː ʔ z ʒ ʁ s sː ʃ ʃː ɬ ɬː xː χ χː h m n w r l j gʷ kʷ kʼʷ gʷː kʷː kʼʷː xʷː ɢʷ ʁʷ χʷ qʷː qʼʷː χʷː ʔ̃ h̃ i e a o u
mahmeri	Mah Meri	besi1244	Austroasiatic [aust1305]	Eurasia	2.717	101.676	58	30	28	0	0	30	28	1.0714285714285714	p b t d k g ʔ pʰ tʰ kʰ m̥ m n̥ n ɲ̊ ɲ ŋ̊ ŋ ɾ s h tɕ dʑ tɕʰ w ʍ j ɰ l̥ l i ĩ ɯ ɯ̃ u ũ ɨ̞ e ẽ o õ ə ə̃ ɛ ɛ̃ ɔ ɔ̃ a ã i̤ ɯ̤ ṳ e̤ o̤ ə̤ ɛ̤ ɔ̤ a̤
shixing	Shixing	shix1238	Sino-Tibetan [sino1245]	Eurasia	28.3895	100.4	88	51	22	0	15	51	37	2.3181818181818183	p pʰ b ⁿb t̪ t̪ʰ d̪ ⁿd̪ k kʰ q qʰ ⁿɢ ʔ g ⁿg m m̥ n̪ n̪̺ ɲ ŋ ts̪ ts̪ʰ dz̪ ʈʂ ʈʂʰ ɖʐ tɕ tɕʰ ⁿdz̪ ⁿɖʐ dʑ ⁿdʑ s̪ z̪ ʂ ʐ ɕ ʑ x χ ʁ h ɦ ɬ̪ w r̪ j l̪ i z̩ y e æ a ɘ ɵ ɜ u o ɑ ə˞ ĩ ỹ æ̃ ã ɘ̃ ɛ̃ ũ õ ɑ̃ ɔ̃ iɜ iɛ̃ iæ yĩ iæ̃ yi yɜ yæ ui uɜ uæ ua uɛ̃ uã uɑ̃
akha	Akha	akha1245	Sino-Tibetan [sino1245]	Eurasia	21.2309	100.964	57	34	23	0	0	34	23	1.4782608695652173	p pʰ b m t tʰ d n ts tsʰ dz s sʰ z j k kʰ g ŋ x xʰ ɣ h pʲ pʲʰ bʲ mʲ tʲ tʲʰ dʲ ɲ sʲ sʲʰ i̤ y̤ ɯ̤ ṳ e̤ ø̤ ə̤ o̤ ɛ̤ ɔ̤ a̤ ã̤ ḭ y̰ ɯ̰ ṵ ḛ ø̰ ə̰ o̰ ɛ̰ ɔ̰ a̰ m̩
chantyal	Chantyal	chan1310	Sino-Tibetan [sino1245]	Eurasia	28.684	83.4488	48	21	18	0	9	21	27	1.1666666666666667	p t ts k pʰ tʰ tsʰ kʰ b d dz g m n ɲ ŋ l r s j w i e ʌ ɑ o u ĩ ẽ ʌ̃ ɑ̃ õ ũ i̤ e̤ ʌ̤ ɑ̤ o̤ ṳ iu̯ eu̯ ʌu̯ ɑu̯ ei̯ ʌi̯ ɑi̯ oi̯ ui̯
dolakhanewar	Dolakha Newar	east2773	Sino-Tibetan [sino1245]	Eurasia	27.576985	86.033964	36	24	12	0	0	24	12	2.0	p t ʈ tɕ k pʰ tʰ ʈʰ tɕʰ kʰ b d ɖ dʑ g m n ŋ s h l ɾ w j i ĩ u ũ e ẽ o õ a ã ɑ ɑ̃
sui	Sui	suii1243	Tai-Kadai [taik1256]	Eurasia	24.0488	106.563	61	46	7	0	8	46	15	6.571428571428571	p t ts tɕ k q ʔ pʰ tʰ tsʰ tɕʰ kʰ qʰ ⁿb ⁿd g ˀg ɢ ˀb ˀd m̥ n̥ ɲ̊ ŋ̊ ˀm ˀn ˀɲ ˀŋ m n ɲ ŋ f s ɕ x h v l z j ɣ ʁ ˀw ˀj ˀɣ a aː e o i u ə ai aːi oi ui au aːu eu iu
nuosublackyi	Nuosu (Black Yi)	sich1238	Sino-Tibetan [sino1245]	Eurasia	28.1947	102.121	74	53	16	0	5	53	21	3.3125	pʰ p ⁿb b m̥ m f v tsʰ ts dz ⁿdz s z tʰ t d ⁿd n̥ n ɬ l ʈʂʰ ʈʂ ɖʐ ⁿɖʐ ʂ ʐ tʃʰ tʃ dʒ ⁿdʒ ʃ ʒ tɕʰ tɕ dʑ ⁿdʑ ɕ ɲ̊ ɲ kʰ k g ⁿg x ɣ ŋ h m̩ v̩ l̩ ʒ̍ ɿ ɿ̹ ɿˠ ʅ ʅ̹ i y e ø ɛ ʉ a u ɯ o ɔ ie iɛ ia io iɔ
yuechinesehongkongcantonese	Yue Chinese (Hong Kong Cantonese)	xian1255	Sino-Tibetan [sino1245]	Eurasia	22.422645	114.098396	41	19	11	0	11	19	22	1.7272727272727273	p pʰ t tʰ k kʰ kʷ kʷʰ ts tsʰ m n ŋ f s h j w l i y ɛ œ a ɔ u ɪ ɵ ɐ ʊ ai ɐi au ɐu ei ɛu ɵy ɔi ui iu ou
najdiarabic	Najdi Arabic	najd1235	Afro-Asiatic [afro1255]	Eurasia	30.3371	42.1773	33	25	8	0	0	25	8	3.125	b w f ð θ d̪ t̪ z s dʒ tʃ ðˤ t̪ˤ sˤ j ɟ ʃ g k ʁ ɢ χ ʕ ħ h iː i eː u uː a aː oː
centralkhmer	Central Khmer	cent1989	Austroasiatic [aust1305]	Eurasia	12.0515	105.015	46	17	18	0	11	17	29	0.9444444444444444	p ɓ t ɗ k f s h m n ɲ ŋ l r w j ʔ i iː ɪ ɛ e eː a aː ɔ ɔː o oː u uː ɨ ɨː ə əː ɨə oa ou ea əɨ aə ao aɛ oə uə ie
pnar	Pnar	pnar1238	Austroasiatic [aust1305]	Eurasia	24.8237	92.2628	39	24	7	0	8	24	15	3.4285714285714284	n̩ l̩ r̩ p pʰ t tʰ tʃ k kʰ ʔ b d dʒ s h m n ɲ ŋ r l j w i u e o ɛ ɔ a ia ei ai ie ui oi iɔ io
jahhut	Jah-Hut	jahh1242	Austroasiatic [aust1305]	Eurasia	3.67619	102.291	52	22	18	0	12	22	30	1.2222222222222223	b d ɟ g p t c k ʔ m n ɲ ŋ w r l s j h m̩ r̩ l̩ i ʉ u e ə o ɛ a ɔ ĩ ʉ̃ ũ ẽ ə̃ õ ɛ̃ ã ɔ̃ i̯ɛ u̯o u̯ə u̯a u̯ɛ u̯ɔ i̯ɛ̃ u̯õ u̯ə̃ u̯ã u̯ɛ̃ u̯ɔ̃
temiar	Temiar	temi1246	Austroasiatic [aust1305]	Eurasia	4.974	101.438	49	19	30	0	0	19	30	0.6333333333333333	p t c k m n ɲ ŋ b d ɟ g w j l ɾ s ʔ h i ʉ u e ə o ɛ a ɔ iː ʉː uː eː əː oː ɛː aː ɔː ĩ ʉ̃ ũ ɛ̃ ã ɔ̃ ĩː ʉ̃ː ũː ɛ̃ː ãː ɔ̃ː
