Phoneme	Dataset	Dataset_Count	Global_Count	Dataset_Ratio	Global_Ratio	Dataset_InvRatio	Global_InvRatio	Phoneme_Dataset_Ratio
bʷ	saphon	2	124	0.0001	0.0005	0.0028	0.0178	0.7778
bʷ	upsid	2	124	0.0001	0.0005	0.0022	0.0178	0.7778
bʷː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
bʷː	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
bʷː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
bʷˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
bʷˠ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
bʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
bʼ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
bˀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
bˀ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
bː	ALL	122	122	0.0005	0.0005	0.0175	0.0175	0.6667
bː	aa	6	122	0.0004	0.0005	0.0155	0.0175	0.6667
bː	ea	4	122	0.0001	0.0005	0.0055	0.0175	0.6667
bː	jipa	30	122	0.0025	0.0005	0.102	0.0175	0.6667
bː	phoible	76	122	0.0011	0.0005	0.0423	0.0175	0.6667
bː	saphon	4	122	0.0002	0.0005	0.0056	0.0175	0.6667
bː	upsid	2	122	0.0001	0.0005	0.0022	0.0175	0.6667
bˠ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.4444
bˠ	ea	4	12	0.0001	0.0001	0.0055	0.0017	0.4444
bˠ	jipa	2	12	0.0002	0.0001	0.0068	0.0017	0.4444
bˠ	lapsyd	2	12	0.0001	0.0001	0.0017	0.0017	0.4444
bˠ	phoible	4	12	0.0001	0.0001	0.0022	0.0017	0.4444
bˢ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
bˢ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
bˢ	saphon	2	4	0.0001	0.0	0.0028	0.0006	0.2222
bˢʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
bˢʱ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
bˢʷ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
bˢʷ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
bˤ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
bˤ	ea	4	6	0.0001	0.0	0.0055	0.0009	0.2222
bˤ	lapsyd	2	6	0.0001	0.0	0.0017	0.0009	0.2222
b̥	ALL	42	42	0.0002	0.0002	0.006	0.006	0.3333
b̥	ea	34	42	0.0011	0.0002	0.047	0.006	0.3333
b̥	jipa	6	42	0.0005	0.0002	0.0204	0.006	0.3333
b̥	phoible	2	42	0.0	0.0002	0.0011	0.006	0.3333
b̥ʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
b̥ʰ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
b̥ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
b̥ː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
b̪	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
b̪	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
b̪	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
b̰	ALL	50	50	0.0002	0.0002	0.0072	0.0072	0.5556
b̰	lapsyd	4	50	0.0001	0.0002	0.0034	0.0072	0.5556
b̰	phoible	4	50	0.0001	0.0002	0.0022	0.0072	0.5556
b̰	ra	6	50	0.0007	0.0002	0.0306	0.0072	0.5556
b̰	saphon	6	50	0.0003	0.0002	0.0085	0.0072	0.5556
b̰	upsid	30	50	0.0011	0.0002	0.0333	0.0072	0.5556
b̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
b̻	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
bβ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.3333
bβ	lapsyd	2	6	0.0001	0.0	0.0017	0.0009	0.3333
bβ	phoible	2	6	0.0	0.0	0.0011	0.0009	0.3333
bβ	saphon	2	6	0.0001	0.0	0.0028	0.0009	0.3333
bⁿ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
bⁿ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
bⁿ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
c	ALL	966	966	0.0041	0.0041	0.1388	0.1388	0.8889
c	aa	66	966	0.0046	0.0041	0.1701	0.1388	0.8889
c	ea	200	966	0.0065	0.0041	0.2762	0.1388	0.8889
c	jipa	42	966	0.0034	0.0041	0.1429	0.1388	0.8889
c	lapsyd	160	966	0.0044	0.0041	0.137	0.1388	0.8889
c	phoible	326	966	0.0049	0.0041	0.1813	0.1388	0.8889
c	ra	18	966	0.0022	0.0041	0.0918	0.1388	0.8889
c	saphon	46	966	0.0025	0.0041	0.0648	0.1388	0.8889
c	upsid	108	966	0.0039	0.0041	0.12	0.1388	0.8889
cç	ALL	246	246	0.0011	0.0011	0.0353	0.0353	0.7778
cç	ea	10	246	0.0003	0.0011	0.0138	0.0353	0.7778
cç	jipa	6	246	0.0005	0.0011	0.0204	0.0353	0.7778
cç	lapsyd	4	246	0.0001	0.0011	0.0034	0.0353	0.7778
cç	phoible	32	246	0.0005	0.0011	0.0178	0.0353	0.7778
cç	ra	160	246	0.0194	0.0011	0.8163	0.0353	0.7778
cç	saphon	10	246	0.0006	0.0011	0.0141	0.0353	0.7778
cç	upsid	24	246	0.0009	0.0011	0.0267	0.0353	0.7778
cçʰ	ALL	92	92	0.0004	0.0004	0.0132	0.0132	0.4444
cçʰ	ea	4	92	0.0001	0.0004	0.0055	0.0132	0.4444
cçʰ	phoible	4	92	0.0001	0.0004	0.0022	0.0132	0.4444
cçʰ	ra	82	92	0.01	0.0004	0.4184	0.0132	0.4444
cçʰ	upsid	2	92	0.0001	0.0004	0.0022	0.0132	0.4444
cçʷ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
cçʷ	phoible	4	6	0.0001	0.0	0.0022	0.0009	0.2222
cçʷ	upsid	2	6	0.0001	0.0	0.0022	0.0009	0.2222
cçʼ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.2222
cçʼ	lapsyd	2	12	0.0001	0.0001	0.0017	0.0017	0.2222
cçʼ	phoible	10	12	0.0001	0.0001	0.0056	0.0017	0.2222
cçː	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
cçː	ea	4	6	0.0001	0.0	0.0055	0.0009	0.2222
cçː	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.2222
cʰ	ALL	180	180	0.0008	0.0008	0.0259	0.0259	0.6667
cʰ	ea	82	180	0.0027	0.0008	0.1133	0.0259	0.6667
cʰ	jipa	4	180	0.0003	0.0008	0.0136	0.0259	0.6667
cʰ	lapsyd	18	180	0.0005	0.0008	0.0154	0.0259	0.6667
cʰ	phoible	40	180	0.0006	0.0008	0.0222	0.0259	0.6667
cʰ	saphon	2	180	0.0001	0.0008	0.0028	0.0259	0.6667
cʰ	upsid	34	180	0.0012	0.0008	0.0378	0.0259	0.6667
cʰː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
cʰː	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
cʱ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
cʱ	ra	6	6	0.0007	0.0	0.0306	0.0009	0.1111
cʲ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
cʲ	phoible	6	6	0.0001	0.0	0.0033	0.0009	0.1111
cʷ	ALL	14	14	0.0001	0.0001	0.002	0.002	0.1111
cʷ	phoible	14	14	0.0002	0.0001	0.0078	0.002	0.1111
cʷʰ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
cʷʰ	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
cʼ	ALL	54	54	0.0002	0.0002	0.0078	0.0078	0.5556
cʼ	ea	10	54	0.0003	0.0002	0.0138	0.0078	0.5556
cʼ	lapsyd	10	54	0.0003	0.0002	0.0086	0.0078	0.5556
cʼ	phoible	12	54	0.0002	0.0002	0.0067	0.0078	0.5556
cʼ	saphon	4	54	0.0002	0.0002	0.0056	0.0078	0.5556
cʼ	upsid	18	54	0.0006	0.0002	0.02	0.0078	0.5556
cʼː	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
cʼː	phoible	6	6	0.0001	0.0	0.0033	0.0009	0.1111
cˀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
cˀ	saphon	2	2	0.0001	0.0	0.0028	0.0003	0.1111
cː	ALL	20	20	0.0001	0.0001	0.0029	0.0029	0.3333
cː	jipa	2	20	0.0002	0.0001	0.0068	0.0029	0.3333
cː	phoible	16	20	0.0002	0.0001	0.0089	0.0029	0.3333
cː	upsid	2	20	0.0001	0.0001	0.0022	0.0029	0.3333
c̟	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
c̟	ea	4	6	0.0001	0.0	0.0055	0.0009	0.2222
c̟	phoible	2	6	0.0	0.0	0.0011	0.0009	0.2222
c̟̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
c̟̻	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
ç	ALL	288	288	0.0012	0.0012	0.0414	0.0414	0.8889
ç	aa	6	288	0.0004	0.0012	0.0155	0.0414	0.8889
ç	ea	48	288	0.0016	0.0012	0.0663	0.0414	0.8889
ç	jipa	10	288	0.0008	0.0012	0.034	0.0414	0.8889
ç	lapsyd	32	288	0.0009	0.0012	0.0274	0.0414	0.8889
ç	phoible	52	288	0.0008	0.0012	0.0289	0.0414	0.8889
ç	ra	98	288	0.0119	0.0012	0.5	0.0414	0.8889
ç	saphon	20	288	0.0011	0.0012	0.0282	0.0414	0.8889
ç	upsid	22	288	0.0008	0.0012	0.0244	0.0414	0.8889
çʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
çʰ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
çʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
çʲ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
çʷ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
çʷ	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
çʷ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
çː	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
çː	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
ç̟	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
ç̟	ea	4	4	0.0001	0.0	0.0055	0.0006	0.1111
c̰	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
c̰	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
c̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
c̻	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
cⁿ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
cⁿ	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.2222
cⁿ	phoible	4	6	0.0001	0.0	0.0022	0.0009	0.2222
d	ALL	3336	3336	0.0143	0.0143	0.4793	0.4793	0.8889
d	aa	368	3336	0.0256	0.0143	0.9485	0.4793	0.8889
d	ea	334	3336	0.0108	0.0143	0.4613	0.4793	0.8889
d	jipa	228	3336	0.0186	0.0143	0.7755	0.4793	0.8889
d	lapsyd	432	3336	0.0118	0.0143	0.3699	0.4793	0.8889
d	phoible	1234	3336	0.0185	0.0143	0.6863	0.4793	0.8889
d	ra	46	3336	0.0056	0.0143	0.2347	0.4793	0.8889
d	saphon	272	3336	0.015	0.0143	0.3831	0.4793	0.8889
d	upsid	422	3336	0.0151	0.0143	0.4689	0.4793	0.8889
dz	ALL	706	706	0.003	0.003	0.1014	0.1014	0.8889
dz	aa	30	706	0.0021	0.003	0.0773	0.1014	0.8889
dz	ea	160	706	0.0052	0.003	0.221	0.1014	0.8889
dz	jipa	36	706	0.0029	0.003	0.1224	0.1014	0.8889
dz	lapsyd	82	706	0.0022	0.003	0.0702	0.1014	0.8889
dz	phoible	236	706	0.0035	0.003	0.1313	0.1014	0.8889
dz	ra	46	706	0.0056	0.003	0.2347	0.1014	0.8889
dz	saphon	28	706	0.0015	0.003	0.0394	0.1014	0.8889
dz	upsid	88	706	0.0032	0.003	0.0978	0.1014	0.8889
dzʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dzʰ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
dzʱ	ALL	34	34	0.0001	0.0001	0.0049	0.0049	0.6667
dzʱ	ea	2	34	0.0001	0.0001	0.0028	0.0049	0.6667
dzʱ	jipa	2	34	0.0002	0.0001	0.0068	0.0049	0.6667
dzʱ	lapsyd	6	34	0.0002	0.0001	0.0051	0.0049	0.6667
dzʱ	phoible	12	34	0.0002	0.0001	0.0067	0.0049	0.6667
dzʱ	ra	6	34	0.0007	0.0001	0.0306	0.0049	0.6667
dzʱ	upsid	6	34	0.0002	0.0001	0.0067	0.0049	0.6667
dzʱː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
dzʱː	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
dzʱː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
dzʲ	ALL	20	20	0.0001	0.0001	0.0029	0.0029	0.4444
dzʲ	ea	12	20	0.0004	0.0001	0.0166	0.0029	0.4444
dzʲ	jipa	4	20	0.0003	0.0001	0.0136	0.0029	0.4444
dzʲ	phoible	2	20	0.0	0.0001	0.0011	0.0029	0.4444
dzʲ	upsid	2	20	0.0001	0.0001	0.0022	0.0029	0.4444
dzʷ	ALL	12	12	0.0001	0.0001	0.0017	0.0017	0.2222
dzʷ	lapsyd	2	12	0.0001	0.0001	0.0017	0.0017	0.2222
dzʷ	phoible	10	12	0.0001	0.0001	0.0056	0.0017	0.2222
dzʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dzʼ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
dzː	ALL	18	18	0.0001	0.0001	0.0026	0.0026	0.3333
dzː	ea	2	18	0.0001	0.0001	0.0028	0.0026	0.3333
dzː	jipa	8	18	0.0007	0.0001	0.0272	0.0026	0.3333
dzː	phoible	8	18	0.0001	0.0001	0.0044	0.0026	0.3333
dzˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dzˠ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
dz̟	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dz̟	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dz̠ʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dz̠ʲ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dz̥	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
dz̥	ea	4	6	0.0001	0.0	0.0055	0.0009	0.2222
dz̥	phoible	2	6	0.0	0.0	0.0011	0.0009	0.2222
dz̥ʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dz̥ʲ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
dz̪	ALL	80	80	0.0003	0.0003	0.0115	0.0115	0.5556
dz̪	ea	30	80	0.001	0.0003	0.0414	0.0115	0.5556
dz̪	jipa	2	80	0.0002	0.0003	0.0068	0.0115	0.5556
dz̪	lapsyd	8	80	0.0002	0.0003	0.0068	0.0115	0.5556
dz̪	phoible	20	80	0.0003	0.0003	0.0111	0.0115	0.5556
dz̪	upsid	20	80	0.0007	0.0003	0.0222	0.0115	0.5556
dz̪ʲ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
dz̪ʲ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
dz̪ʲ	lapsyd	2	4	0.0001	0.0	0.0017	0.0006	0.2222
dz̫	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dz̫	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
dz̺	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
dz̺	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
dz̺̥	ALL	14	14	0.0001	0.0001	0.002	0.002	0.1111
dz̺̥	ea	14	14	0.0005	0.0001	0.0193	0.002	0.1111
dz̻	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
dz̻	ea	4	6	0.0001	0.0	0.0055	0.0009	0.2222
dz̻	jipa	2	6	0.0002	0.0	0.0068	0.0009	0.2222
dð	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
dð	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
dð	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
dɮ	ALL	28	28	0.0001	0.0001	0.004	0.004	0.4444
dɮ	jipa	2	28	0.0002	0.0001	0.0068	0.004	0.4444
dɮ	lapsyd	8	28	0.0002	0.0001	0.0068	0.004	0.4444
dɮ	phoible	2	28	0.0	0.0001	0.0011	0.004	0.4444
dɮ	upsid	16	28	0.0006	0.0001	0.0178	0.004	0.4444
dɮʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dɮʱ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dɮʷ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dɮʷ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dʑ	ALL	178	178	0.0008	0.0008	0.0256	0.0256	0.6667
dʑ	aa	4	178	0.0003	0.0008	0.0103	0.0256	0.6667
dʑ	ea	94	178	0.0031	0.0008	0.1298	0.0256	0.6667
dʑ	jipa	28	178	0.0023	0.0008	0.0952	0.0256	0.6667
dʑ	lapsyd	18	178	0.0005	0.0008	0.0154	0.0256	0.6667
dʑ	phoible	30	178	0.0004	0.0008	0.0167	0.0256	0.6667
dʑ	upsid	4	178	0.0001	0.0008	0.0044	0.0256	0.6667
dʑʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʑʰ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
dʑʱ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
dʑʱ	jipa	4	6	0.0003	0.0	0.0136	0.0009	0.2222
dʑʱ	phoible	2	6	0.0	0.0	0.0011	0.0009	0.2222
dʑʱː	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
dʑʱː	jipa	2	4	0.0002	0.0	0.0068	0.0006	0.2222
dʑʱː	phoible	2	4	0.0	0.0	0.0011	0.0006	0.2222
dʑʲ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʑʲ	lapsyd	2	2	0.0001	0.0	0.0017	0.0003	0.1111
dʑʷ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
dʑʷ	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
dʑː	ALL	8	8	0.0	0.0	0.0011	0.0011	0.2222
dʑː	jipa	6	8	0.0005	0.0	0.0204	0.0011	0.2222
dʑː	phoible	2	8	0.0	0.0	0.0011	0.0011	0.2222
dʑ̟	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʑ̟	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dʑ̟ː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʑ̟ː	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dʑ̥	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
dʑ̥	ea	6	6	0.0002	0.0	0.0083	0.0009	0.1111
dʑ̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʑ̻	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
dʑ̻ʱ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʑ̻ʱ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
dʑᶣ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
dʑᶣ	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
dʒ	ALL	1898	1898	0.0081	0.0081	0.2727	0.2727	0.7778
dʒ	aa	210	1898	0.0146	0.0081	0.5412	0.2727	0.7778
dʒ	ea	262	1898	0.0085	0.0081	0.3619	0.2727	0.7778
dʒ	jipa	134	1898	0.0109	0.0081	0.4558	0.2727	0.7778
dʒ	lapsyd	278	1898	0.0076	0.0081	0.238	0.2727	0.7778
dʒ	phoible	694	1898	0.0104	0.0081	0.386	0.2727	0.7778
dʒ	saphon	94	1898	0.0052	0.0081	0.1324	0.2727	0.7778
dʒ	upsid	226	1898	0.0081	0.0081	0.2511	0.2727	0.7778
dʒʱ	ALL	60	60	0.0003	0.0003	0.0086	0.0086	0.5556
dʒʱ	ea	14	60	0.0005	0.0003	0.0193	0.0086	0.5556
dʒʱ	jipa	4	60	0.0003	0.0003	0.0136	0.0086	0.5556
dʒʱ	lapsyd	14	60	0.0004	0.0003	0.012	0.0086	0.5556
dʒʱ	phoible	14	60	0.0002	0.0003	0.0078	0.0086	0.5556
dʒʱ	upsid	14	60	0.0005	0.0003	0.0156	0.0086	0.5556
dʒʱː	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
dʒʱː	jipa	4	6	0.0003	0.0	0.0136	0.0009	0.2222
dʒʱː	phoible	2	6	0.0	0.0	0.0011	0.0009	0.2222
dʒʲ	ALL	22	22	0.0001	0.0001	0.0032	0.0032	0.6667
dʒʲ	aa	2	22	0.0001	0.0001	0.0052	0.0032	0.6667
dʒʲ	ea	10	22	0.0003	0.0001	0.0138	0.0032	0.6667
dʒʲ	jipa	2	22	0.0002	0.0001	0.0068	0.0032	0.6667
dʒʲ	lapsyd	2	22	0.0001	0.0001	0.0017	0.0032	0.6667
dʒʲ	phoible	4	22	0.0001	0.0001	0.0022	0.0032	0.6667
dʒʲ	upsid	2	22	0.0001	0.0001	0.0022	0.0032	0.6667
dʒʳ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʒʳ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dʒʷ	ALL	34	34	0.0001	0.0001	0.0049	0.0049	0.3333
dʒʷ	aa	2	34	0.0001	0.0001	0.0052	0.0049	0.3333
dʒʷ	phoible	28	34	0.0004	0.0001	0.0156	0.0049	0.3333
dʒʷ	upsid	4	34	0.0001	0.0001	0.0044	0.0049	0.3333
dʒʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʒʼ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
dʒː	ALL	50	50	0.0002	0.0002	0.0072	0.0072	0.4444
dʒː	aa	4	50	0.0003	0.0002	0.0103	0.0072	0.4444
dʒː	ea	4	50	0.0001	0.0002	0.0055	0.0072	0.4444
dʒː	jipa	14	50	0.0011	0.0002	0.0476	0.0072	0.4444
dʒː	phoible	28	50	0.0004	0.0002	0.0156	0.0072	0.4444
dʒˠ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʒˠ	upsid	2	2	0.0001	0.0	0.0022	0.0003	0.1111
dʒ̊	ALL	16	16	0.0001	0.0001	0.0023	0.0023	0.1111
dʒ̊	ea	16	16	0.0005	0.0001	0.0221	0.0023	0.1111
dʒ̟	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʒ̟	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dʒ̺	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʒ̺	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
dʒ̺ʷ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʒ̺ʷ	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
dʒ̻	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʒ̻	ea	2	2	0.0001	0.0	0.0028	0.0003	0.1111
dʰ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʰ	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
dʰː	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʰː	jipa	2	2	0.0002	0.0	0.0068	0.0003	0.1111
dʱ	ALL	82	82	0.0004	0.0004	0.0118	0.0118	0.7778
dʱ	ea	16	82	0.0005	0.0004	0.0221	0.0118	0.7778
dʱ	jipa	8	82	0.0007	0.0004	0.0272	0.0118	0.7778
dʱ	lapsyd	8	82	0.0002	0.0004	0.0068	0.0118	0.7778
dʱ	phoible	24	82	0.0004	0.0004	0.0133	0.0118	0.7778
dʱ	ra	16	82	0.0019	0.0004	0.0816	0.0118	0.7778
dʱ	saphon	2	82	0.0001	0.0004	0.0028	0.0118	0.7778
dʱ	upsid	8	82	0.0003	0.0004	0.0089	0.0118	0.7778
dʱː	ALL	6	6	0.0	0.0	0.0009	0.0009	0.1111
dʱː	jipa	6	6	0.0005	0.0	0.0204	0.0009	0.1111
dʲ	ALL	150	150	0.0006	0.0006	0.0216	0.0216	0.7778
dʲ	aa	6	150	0.0004	0.0006	0.0155	0.0216	0.7778
dʲ	ea	40	150	0.0013	0.0006	0.0552	0.0216	0.7778
dʲ	jipa	10	150	0.0008	0.0006	0.034	0.0216	0.7778
dʲ	lapsyd	18	150	0.0005	0.0006	0.0154	0.0216	0.7778
dʲ	phoible	42	150	0.0006	0.0006	0.0234	0.0216	0.7778
dʲ	saphon	20	150	0.0011	0.0006	0.0282	0.0216	0.7778
dʲ	upsid	14	150	0.0005	0.0006	0.0156	0.0216	0.7778
dʲʷ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.1111
dʲʷ	phoible	4	4	0.0001	0.0	0.0022	0.0006	0.1111
dʳ	ALL	16	16	0.0001	0.0001	0.0023	0.0023	0.2222
dʳ	aa	4	16	0.0003	0.0001	0.0103	0.0023	0.2222
dʳ	phoible	12	16	0.0002	0.0001	0.0067	0.0023	0.2222
dʶ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʶ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dʷ	ALL	48	48	0.0002	0.0002	0.0069	0.0069	0.6667
dʷ	aa	4	48	0.0003	0.0002	0.0103	0.0069	0.6667
dʷ	ea	4	48	0.0001	0.0002	0.0055	0.0069	0.6667
dʷ	jipa	2	48	0.0002	0.0002	0.0068	0.0069	0.6667
dʷ	lapsyd	2	48	0.0001	0.0002	0.0017	0.0069	0.6667
dʷ	phoible	34	48	0.0005	0.0002	0.0189	0.0069	0.6667
dʷ	upsid	2	48	0.0001	0.0002	0.0022	0.0069	0.6667
dʼ	ALL	4	4	0.0	0.0	0.0006	0.0006	0.2222
dʼ	ea	2	4	0.0001	0.0	0.0028	0.0006	0.2222
dʼ	upsid	2	4	0.0001	0.0	0.0022	0.0006	0.2222
dʼkxʼ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dʼkxʼ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dˀ	ALL	2	2	0.0	0.0	0.0003	0.0003	0.1111
dˀ	phoible	2	2	0.0	0.0	0.0011	0.0003	0.1111
dː	ALL	84	84	0.0004	0.0004	0.0121	0.0121	0.5556
dː	aa	6	84	0.0004	0.0004	0.0155	0.0121	0.5556
dː	ea	4	84	0.0001	0.0004	0.0055	0.0121	0.5556
dː	jipa	24	84	0.002	0.0004	0.0816	0.0121	0.5556
dː	phoible	46	84	0.0007	0.0004	0.0256	0.0121	0.5556
dː	saphon	4	84	0.0002	0.0004	0.0056	0.0121	0.5556
dˠ	ALL	6	6	0.0	0.0	0.0009	0.0009	0.2222
dˠ	phoible	4	6	0.0001	0.0	0.0022	0.0009	0.2222
