ID	Glottocode	Dataset	Name	Family	Macroarea	Latitude	Longitude	Num_Phonemes	Num_Consonants	Num_Vowels	Num_Clusters	Num_Long_Consonants	Num_Long_Vowels	Num_Diphthongs	Ratio	Phonemes	Consonants	Vowels	Diphthongs
nhanda_nhan1238	nhan1238	lapsyd	Nhanda	Pama-Nyungan	Australia	-27.4252	114.2680	33	27	6	0	0	3	0	4.5000	a aː b d d̠ d̪ g i iː j k l l̠ l̪ m n n̠ n̪ p t t̠ t̪ u uː w ŋ ɖ ɭ ɳ ɹ̪ʲ ɻ ʈ ʔ	b d d̠ d̪ g j k l l̠ l̪ m n n̠ n̪ p t t̠ t̪ w ŋ ɖ ɭ ɳ ɹ̪ʲ ɻ ʈ ʔ	a aː i iː u uː	
nhen1239-2097	nhen1239	saphon	Nhengatu	Tupian	South America	1.0450	-66.9646	23	19	4	0	0	0	0	4.7500	a b c e g i j j̃ k kʷ m n p s t u w ɾ ʃ ʔ ⁿb ⁿd ⁿg	b c g j j̃ k kʷ m n p s t w ɾ ʃ ʔ ⁿb ⁿd ⁿg	a e i u	
nhir1234-2755	nhir1234	er	Nhirrpi	Pama-Nyungan	Australia	-28.4744	140.5830	29	26	3	0	0	0	0	8.6667	a i j k̚ k͈ l l̪ m n n̪ p̚ p͈ r t̚ t̪̚ t̪͈ t͈ u w ŋ ȴ ȵ ȶ̚ ȶ͈ ɭ ɳ ɻ ʈ̚ ʈ͈	j k̚ k͈ l l̪ m n n̪ p̚ p͈ r t̚ t̪̚ t̪͈ t͈ w ŋ ȴ ȵ ȶ̚ ȶ͈ ɭ ɳ ɻ ʈ̚ ʈ͈	a i u	
nhuw1239-2844	nhuw1239	er	Nhuwala	Pama-Nyungan	Australia	-21.3815	115.7454	26	20	6	0	0	3	0	3.3333	a aː i iː j k l l̪ m n n̪ p r t t̪ u uː w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	j k l l̪ m n n̪ p r t t̪ w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	a aː i iː u uː	
nias1242-1674	nias1242	phoible	Nias	Austronesian	Papunesia	0.9069	97.4961	25	19	6	0	0	0	0	3.1667	a b d dʒ dʳ e f g h i j k m n o s t tʃ u v w x ɤ ʋ ʔ	b d dʒ dʳ f g h j k m n s t tʃ v w x ʋ ʔ	a e i o u ɤ	
niel1243-1623	niel1243	phoible	Niellim	Atlantic-Congo	Africa	9.7036	17.8135	56	25	23	0	0	11	8	0.8065	a aː ã ãː b c d e eː ẽ g h i ia iaː iã iː ĩ ĩː i̯ãː j k l m n o oː õ õː p r s t u ua uaː uã uãː uː ũ ũː w ŋm ɓ ɗ ə əː ə̃ ə̃ː ɟ ɲ ʔ ⁿb ⁿd ⁿg ⁿɟ	b c d g h j k l m n p r s t w ŋm ɓ ɗ ɟ ɲ ʔ ⁿb ⁿd ⁿg ⁿɟ	a aː ã ãː e eː ẽ i iː ĩ ĩː o oː õ õː u uː ũ ũː ə əː ə̃ ə̃ː	ia iaː iã i̯ãː ua uaː uã uãː
niel1243-493	niel1243	upsid	Niellim	Atlantic-Congo	Africa	9.7036	17.8135	36	23	13	0	0	0	0	1.7692	a ã b d dʒ e̞ ẽ̞ g h i ĩ j k l m n o̞ õ̞ p s t tʃ u ũ w ɓ ɗ ə ə̃ ɨ ɾ ʔ ⁿb ⁿd ⁿdʒ ⁿg	b d dʒ g h j k l m n p s t tʃ w ɓ ɗ ɾ ʔ ⁿb ⁿd ⁿdʒ ⁿg	a ã e̞ ẽ̞ i ĩ o̞ õ̞ u ũ ə ə̃ ɨ	
nige1253-1254	nige1253	phoible	Hausa States Fulfulde	Atlantic-Congo	Africa	10.9972	11.1188	57	47	10	0	20	5	0	4.7000	a b bː d dʒ dʒː dː eː f g gː h iː j k kː l lː m mː n nː oː p pː r rː s t tʃ tʃː tː uː w ŋ ŋː ɑː ɓ ɓː ɔ ɗ ɗː ɛ ɪ ɲ ɲː ʊ ʔ ʔʲ ʔʲː ⁿb ⁿbː ⁿd ⁿdʒ ⁿdː ⁿg ⁿgː	b bː d dʒ dʒː dː f g gː h j k kː l lː m mː n nː p pː r rː s t tʃ tʃː tː w ŋ ŋː ɓ ɓː ɗ ɗː ɲ ɲː ʔ ʔʲ ʔʲː ⁿb ⁿbː ⁿd ⁿdʒ ⁿdː ⁿg ⁿgː	a eː iː oː uː ɑː ɔ ɛ ɪ ʊ	
nige1253-1301	nige1253	phoible	Hausa States Fulfulde	Atlantic-Congo	Africa	10.9972	11.1188	38	28	10	0	0	5	0	2.8000	a aː b d dʒ e eː f g h i iː j jˀ k l m n o oː p r s t tʃ u uː w ŋ ɓ ɗ ɲ ʃ ʔ ⁿb ⁿd ⁿdʒ ⁿg	b d dʒ f g h j jˀ k l m n p r s t tʃ w ŋ ɓ ɗ ɲ ʃ ʔ ⁿb ⁿd ⁿdʒ ⁿg	a aː e eː i iː o oː u uː	
nige1255-774	nige1255	aa	Western Mambila	Atlantic-Congo	Africa	6.6974	11.3161	41	25	16	0	0	8	0	1.5625	a aː b d dʒ e eː f g h i iː j k l m n o oː p r s t tʃ u uː v w ŋ ɐ ɐː ɔ əː ɛ ɛː ɲ ⁿb ⁿd ⁿdʒ ⁿg ⁿv	b d dʒ f g h j k l m n p r s t tʃ v w ŋ ɲ ⁿb ⁿd ⁿdʒ ⁿg ⁿv	a aː e eː i iː o oː u uː ɐ ɐː ɔ əː ɛ ɛː	
nige1257-1134	nige1257	phoible	Nigerian Pidgin	Indo-European	Africa	9.6587	4.2107	30	23	7	0	0	0	0	3.2857	a b d dʒ e f g gb h i j k kp l m n o p s t tʃ u v w z ŋ ɔ ɛ ɾ ʃ	b d dʒ f g gb h j k kp l m n p s t tʃ v w z ŋ ɾ ʃ	a e i o u ɔ ɛ	
nija1241-2846	nija1241	er	Nyiyaparli	Pama-Nyungan	Australia	-22.8558	120.8310	25	20	5	0	0	2	0	4.0000	a i iː j k l l̪ m n n̪ p r t t̪ u uː w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	j k l l̪ m n n̪ p r t t̪ w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	a i iː u uː	
nija1241-2847	nija1241	er	Nyiyaparli	Pama-Nyungan	Australia	-22.8558	120.8310	26	20	6	0	0	3	0	3.3333	a aː i iː j k l l̪ m n n̪ p r t t̪ u uː w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	j k l l̪ m n n̪ p r t t̪ w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	a aː i iː u uː	
nima1245-2698	nima1245	er	Nimanbur	Nyulnyulan	Australia	-17.3740	123.2280	23	17	6	0	0	3	0	2.8333	a aː i iː j k l m n p r t u uː w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	j k l m n p r t w ŋ ȴ ȵ ȶ ɭ ɳ ɻ ʈ	a aː i iː u uː	
nina1238-2132	nina1238	saphon	Ninam	Yanomamic	South America	4.0389	-62.7801	18	12	6	0	0	0	0	2.0000	a e h i k m n o p s t ts tʰ w ə ɯ ɾ ʃ	h k m n p s t ts tʰ w ɾ ʃ	a e i o ə ɯ	
ning1273-980	ning1273	phoible	Ningil	Nuclear Torricelli	Papunesia	-3.4973	142.2510	21	14	7	0	0	0	0	2.0000	a g i j k l m n p r s t u w ŋ ɔ ɛ ɨ ɸ ʌ ʔ	g j k l m n p r s t w ŋ ɸ ʔ	a i u ɔ ɛ ɨ ʌ	
nisg1240-1130	nisg1240	phoible	Nisga'a	Tsimshian	North America	55.1990	-129.1920	42	32	10	0	0	5	0	3.2000	a aː b ç d̪ g gʲ gʷ h iː j kʼ kʼʲ l̪ m n̪ s ts̪ w xʷ ɔ ɔː ɛ ɛː ɢ ɪ ɬ ʊ ʊː ʔ ˀj̥ ˀkʷ ˀl̪̥ ˀm̥ ˀn̪̥ ˀp ˀq ˀts̪ ˀtɬ̪ ˀt̪ ˀw̥ χ	b ç d̪ g gʲ gʷ h j kʼ kʼʲ l̪ m n̪ s ts̪ w xʷ ɢ ɬ ʔ ˀj̥ ˀkʷ ˀl̪̥ ˀm̥ ˀn̪̥ ˀp ˀq ˀts̪ ˀtɬ̪ ˀt̪ ˀw̥ χ	a aː iː ɔ ɔː ɛ ɛː ɪ ʊ ʊː	
niuean	niue1239	jipa	Niuean	Austronesian	Papunesia	-19.0600	-169.8600	20	10	10	0	0	5	0	1.0000	a aː e eː f h i iː k l m n o oː p t u uː v ŋ	f h k l m n p t v ŋ	a aː e eː i iː o oː u uː	
nivacleschichaamlhavos	niva1238	jipa	Nivacle Schichaam Lhavos	Matacoan	South America	-22.8557	-61.7606	33	21	12	0	0	0	0	1.7500	a a̰ e ḛ f i ḭ j k kʼ kˡ m n o o̰ p pʼ s t ts tsʼ tʃ tʃʼ tʼ u ṵ w x ɑ ɑ̰ ɬ ʃ ʔ	f j k kʼ kˡ m n p pʼ s t ts tsʼ tʃ tʃʼ tʼ w x ɬ ʃ ʔ	a a̰ e ḛ i ḭ o o̰ u ṵ ɑ ɑ̰	
niva1238-1983	niva1238	saphon	Nivaclé	Matacoan	South America	-22.8557	-61.7606	28	22	6	0	0	0	0	3.6667	a e i j k kʼ kˡ m n o p pʼ s t ts tsʼ tʃ tʃʼ tʼ u w x ɑ ɬ ɲ ɸ ʃ ʔ	j k kʼ kˡ m n p pʼ s t ts tsʼ tʃ tʃʼ tʼ w x ɬ ɲ ɸ ʃ ʔ	a e i o u ɑ	
njeb1242-1371	njeb1242	phoible	Njebi	Atlantic-Congo	Africa	-2.1812	12.7063	32	24	8	0	0	0	0	3.0000	a b d e f i j k l m n o p pf s t ts u x ŋ ɔ ə ɛ ɲ ɾ ʃ β ⁿb ⁿd ⁿg ⁿv ⁿz	b d f j k l m n p pf s t ts x ŋ ɲ ɾ ʃ β ⁿb ⁿd ⁿg ⁿv ⁿz	a e i o u ɔ ə ɛ	
njye1238-1602	njye1238	phoible	Njyem	Atlantic-Congo	Africa	2.3048	14.1175	40	20	20	0	0	10	0	1.0000	b d dz e eː f g gb i iː j k kp l m n o oː p s t ts u uː v w œ œː ɑ ɑː ɔ ɔː ɛ ɛː ɪ ɪː ɲ ʃ ʊ ʊː	b d dz f g gb j k kp l m n p s t ts v w ɲ ʃ	e eː i iː o oː u uː œ œː ɑ ɑː ɔ ɔː ɛ ɛː ɪ ɪː ʊ ʊː	
nkon1248-1455	nkon1248	phoible	Nkonya	Atlantic-Congo	Africa	7.2032	0.3209	34	20	14	0	0	0	0	1.4286	b e ẽ f i ĩ j k kp l m n nʷ o õ p s t ts u ũ w ŋ ɑ ɑ̃ ɔ ɔ̃ ɖ ɛ ɛ̃ ɟ ɦ ɲ ʝ	b f j k kp l m n nʷ p s t ts w ŋ ɖ ɟ ɦ ɲ ʝ	e ẽ i ĩ o õ u ũ ɑ ɑ̃ ɔ ɔ̃ ɛ ɛ̃	
nobiin_nobi1240	nobi1240	lapsyd	Nobiin	Nubian	Africa	22.8142	31.8376	29	19	10	0	0	5	0	1.9000	a aː b dʒ d̪ e eː f g h i iː j k l m n̪ o oː r s tʃ t̪ u uː w ŋ ɲ ʃ	b dʒ d̪ f g h j k l m n̪ r s tʃ t̪ w ŋ ɲ ʃ	a aː e eː i iː o oː u uː	
nobi1240-327	nobi1240	upsid	Nobiin	Nubian	Africa	22.8142	31.8376	21	16	5	0	0	0	0	3.2000	a b dʒ d̪ e̞ f g h i k l m n̪ o̞ r s tʃ t̪ u ɲ ʃ	b dʒ d̪ f g h k l m n̪ r s tʃ t̪ ɲ ʃ	a e̞ i o̞ u	
noma1260-798	noma1260	aa	Nomaande	Atlantic-Congo	Africa	4.5893	10.9157	28	14	14	0	0	7	0	1.0000	a aː c e eː f h i iː j k l m n o oː p s t u uː w ŋ ɔ ɔː ɛ ɛː ɲ	c f h j k l m n p s t w ŋ ɲ	a aː e eː i iː o oː u uː ɔ ɔː ɛ ɛː	
noma1263-1825	noma1263	saphon	Nomatsiguenga	Arawakan	South America	-11.5349	-74.4371	24	15	8	0	0	4	1	1.6667	a aː b e eː g h i iː j k m n o oː p s t ts tʃ ŋ ɨi ɾ ʃ	b g h j k m n p s t ts tʃ ŋ ɾ ʃ	a aː e eː i iː o oː	ɨi
nonu1241-2130	nonu1241	saphon	Nonuya	Huitotoan	South America	-1.2500	-72.5000	26	20	6	0	0	0	0	3.3333	a b d dz dʒ e g h i k m n o p t ts tʃ tʲ u ɨ ɲ ɸ ɾ ʃ ʔ β	b d dz dʒ g h k m n p t ts tʃ tʲ ɲ ɸ ɾ ʃ ʔ β	a e i o u ɨ	
noon_noon1242	noon1242	lapsyd	Noon	Atlantic-Congo	Africa	14.7920	-16.9205	47	27	20	0	0	10	0	1.3500	a aː b c d e eː f g h i iː j k l m n o oː p r s t u uː w ŋ ɓ ɔ ɔː ɗ ə əː ɛ ɛː ɟ ɪ ɪː ɲ ʄ ʊ ʊː ʔ ⁿb ⁿd ⁿg ⁿɟ	b c d f g h j k l m n p r s t w ŋ ɓ ɗ ɟ ɲ ʄ ʔ ⁿb ⁿd ⁿg ⁿɟ	a aː e eː i iː o oː u uː ɔ ɔː ə əː ɛ ɛː ɪ ɪː ʊ ʊː	
noni_noon1243	noon1243	lapsyd	Noni	Atlantic-Congo	Africa	6.3726	10.5707	33	19	14	0	0	7	0	1.3571	a aː b d dʒ eː f g i iː j k l m n o oː s t tʃ uː w ŋ ɔ ɔː ə ɛ ɛː ɰ ɲ ʃ ʊ ʔ	b d dʒ f g j k l m n s t tʃ w ŋ ɰ ɲ ʃ ʔ	a aː eː i iː o oː uː ɔ ɔː ə ɛ ɛː ʊ	
noon1243-492	noon1243	upsid	Noone	Atlantic-Congo	Africa	6.3726	10.5707	33	19	14	0	0	7	0	1.3571	a aː b d dʒ e̞ː f g i iː j k l m n o oː s t tʃ uː w ŋ ɔ ɔː ə ɛ ɛː ɰ ɲ ʃ ʊ ʔ	b d dʒ f g j k l m n s t tʃ w ŋ ɰ ɲ ʃ ʔ	a aː e̞ː i iː o oː uː ɔ ɔː ə ɛ ɛː ʊ	
tiwanorthern_nort1550	nort1550	lapsyd	Tiwa, Northern	Kiowa-Tanoan	North America	36.4277	-105.6040	36	23	12	0	0	0	1	1.7692	a ã e ẽ h i ia ĩ j k kʷ kʼ kʼʷ l m n o õ p pʰ pʼ s t tʃ tʃʼ tʰ tʼ u ũ w x xʷ ɨ ɨ̃ ɬ ʔ	h j k kʷ kʼ kʼʷ l m n p pʰ pʼ s t tʃ tʃʼ tʰ tʼ w x xʷ ɬ ʔ	a ã e ẽ i ĩ o õ u ũ ɨ ɨ̃	ia
nort2626-1111	nort2626	phoible	Northern Frisian	Indo-European	Eurasia	54.6409	8.5849	42	23	13	0	0	6	6	1.2105	a ai au b c ç d eː f g h iː j k l m n oː p r s t uː v x yː ð øː ŋ œ ɔ ɔi ɛ ɛə ɪ ɲ ʃ ʊ ʊa ʊɪ ʎ ʏ	b c ç d f g h j k l m n p r s t v x ð ŋ ɲ ʃ ʎ	a eː iː oː uː yː øː œ ɔ ɛ ɪ ʊ ʏ	ai au ɔi ɛə ʊa ʊɪ
nort2627-1131	nort2627	phoible	Eastern Low German	Indo-European	Eurasia	53.1154	12.3914	37	23	10	0	0	4	4	1.6429	a ai au b cʰ ç d eː f g h iː kʰ l m n oː pʰ s tʰ uː v x z æ æɪ ŋ ɑ ɑʊ ə ɪ ɲ ɾ ʃ ʊ ʒ ʝ	b cʰ ç d f g h kʰ l m n pʰ s tʰ v x z ŋ ɲ ɾ ʃ ʒ ʝ	a eː iː oː uː æ ɑ ə ɪ ʊ	ai au æɪ ɑʊ
nort2641-2484	nort2641	ea	Northern Kurdish	Indo-European	Eurasia	37.0000	43.0000	38	30	8	0	0	0	0	3.7500	b d dʒ e f g h i j kʰ kˤ l m n o pʰ q r s tʃʰ tʃˤ tʰ tˤ u v w z æ ħ ɑ ɪ ɾ ʁ ʃ ʊ ʒ ʢ χ	b d dʒ f g h j kʰ kˤ l m n pʰ q r s tʃʰ tʃˤ tʰ tˤ v w z ħ ɾ ʁ ʃ ʒ ʢ χ	e i o u æ ɑ ɪ ʊ	
nort2641-419	nort2641	upsid	Northern Kurdish	Indo-European	Eurasia	37.0000	43.0000	47	30	9	0	0	5	8	1.7647	ai au aː b dʒ d̪ e̞i e̞u e̞ː f g iː j k l lˤ m n̪ o̞i o̞ː p q r sˤ s̪ tʃ t̪ ui uː v w x z̪ ħ ŋ ə əi əu ɣ ɨ ɪ ɾ ʃ ʊ ʒ ʔ ʕ	b dʒ d̪ f g j k l lˤ m n̪ p q r sˤ s̪ tʃ t̪ v w x z̪ ħ ŋ ɣ ɾ ʃ ʒ ʔ ʕ	aː e̞ː iː o̞ː uː ə ɨ ɪ ʊ	ai au e̞i e̞u o̞i ui əi əu
nort2646-2321	nort2646	ea	Northern Pashto	Indo-European	Eurasia	34.0000	71.3300	33	22	11	0	0	6	0	2.0000	a aː b dʒ d̪ eː g h iː j kʰ m n oː pʰ s tʃʰ t̪ʰ uː w x z ɑː ɖ ə ɛ ɣ ɪ ɽ ɽ̃ ʃ ʈʰ ʊ	b dʒ d̪ g h j kʰ m n pʰ s tʃʰ t̪ʰ w x z ɖ ɣ ɽ ɽ̃ ʃ ʈʰ	a aː eː iː oː uː ɑː ə ɛ ɪ ʊ	
nort2647-2332	nort2647	ea	Northwestern Pakhto	Indo-European	Eurasia	34.0000	71.3300	36	25	11	0	0	6	0	2.2727	a aː b ç dʒ d̪ eː g h iː j kʰ m n oː pʰ s tʃʰ t̪ʰ uː w x z ɑː ɖ ə ɛ ɣ ɪ ɽ ɽ̃ ʃ ʈʰ ʊ ʒ ʝ	b ç dʒ d̪ g h j kʰ m n pʰ s tʃʰ t̪ʰ w x z ɖ ɣ ɽ ɽ̃ ʃ ʈʰ ʒ ʝ	a aː eː iː oː uː ɑː ə ɛ ɪ ʊ	
nort2671-2235	nort2671	phoible	North Saami	Uralic	Eurasia	68.7250	22.1113	74	63	10	0	31	5	1	5.7273	a aː b bː d dz dzː dʒ dʒː dː e eː f fː g gː h i iː j jː k kː l lː m mː n nː o oː p pː r rː s sː t ts tsː tʃ tʃː tː u ua uː v vː ð ðː ŋ ŋː ɲ ɲː ʃ ʃː ʎ ʎː ʰk ʰkː ʰp ʰpː ʰt ʰts ʰtsː ʰtʃ ʰtʃː ʰtː ˀm ˀmː ˀn ˀnː ˀɲ ˀɲː	b bː d dz dzː dʒ dʒː dː f fː g gː h j jː k kː l lː m mː n nː p pː r rː s sː t ts tsː tʃ tʃː tː v vː ð ðː ŋ ŋː ɲ ɲː ʃ ʃː ʎ ʎː ʰk ʰkː ʰp ʰpː ʰt ʰts ʰtsː ʰtʃ ʰtʃː ʰtː ˀm ˀmː ˀn ˀnː ˀɲ ˀɲː	a aː e eː i iː o oː u uː	ua
nort2684-965	nort2684	phoible	Northern Khmer	Austroasiatic	Eurasia	14.4674	103.8630	43	24	16	0	0	13	3	1.2632	aː b d e eː h ia iː j k kʰ l m m̩ n n̩ oː p pʰ s t tɕ tɕʰ tʰ ua uː w ŋ ŋ̍ ɑː ɔː əː ɛ ɛː ɤː ɪ ɪː ɯa ɯː ɲ ɽ ʌː ʔ	b d h j k kʰ l m m̩ n n̩ p pʰ s t tɕ tɕʰ tʰ w ŋ ŋ̍ ɲ ɽ ʔ	aː e eː iː oː uː ɑː ɔː əː ɛ ɛː ɤː ɪ ɪː ɯː ʌː	ia ua ɯa
nort2686-2372	nort2686	ea	Northern Altai	Turkic	Eurasia	50.8998	88.0672	34	18	16	0	4	8	0	1.1250	c cçː l̺ m n p pː q qː r̺ s̺ t tː ŋ ɑ ɑː ɒ ɒː ɕ ɛ ɛː ɞ ɞː ɣ ɪ ɪː ɯ̽ ɯ̽ː ɲ ɵ ɵː ɶ ɶː ʔ	c cçː l̺ m n p pː q qː r̺ s̺ t tː ŋ ɕ ɣ ɲ ʔ	ɑ ɑː ɒ ɒː ɛ ɛː ɞ ɞː ɪ ɪː ɯ̽ ɯ̽ː ɵ ɵː ɶ ɶː	
northernuzbektashkentdialect_nort2690	nort2690	lapsyd	Northern Uzbek, Tashkent dialect	Turkic	Eurasia	40.8860	69.2110	31	25	6	0	0	0	0	4.1667	a b dʒ d̪ e f g h i j k l m n̪ o p q s tʃ t̪ u z ŋ ɔ ɸ ɾ ʁ ʃ ʒ β̞ˠ χ	b dʒ d̪ f g h j k l m n̪ p q s tʃ t̪ z ŋ ɸ ɾ ʁ ʃ ʒ β̞ˠ χ	a e i o u ɔ	
nort2690-603	nort2690	upsid	Northern Uzbek	Turkic	Eurasia	40.8860	69.2110	30	24	6	0	0	0	0	4.0000	b dʒ d̪ e f g h i j k l m n̪ p q s tʃ t̪ z æ ŋ ɒ ɵ ɸ ɾ ʁ ʃ ʉ β̞ˠ χ	b dʒ d̪ f g h j k l m n̪ p q s tʃ t̪ z ŋ ɸ ɾ ʁ ʃ β̞ˠ χ	e i æ ɒ ɵ ʉ	
nort2697-2296	nort2697	ea	North Azerbaijani	Turkic	Eurasia	40.9777	46.4737	39	24	15	0	0	6	0	1.6000	b̥ c dʒ d̪ e̞ e̞ː f g̊ h i iː j k l m n̪ o̞ pʰ s̪ tʃ t̪ u uː v y z̪ æ æː œ̞ œ̞ː ɑ ɑː ɟ ɯ ɾ ʁ ʃ ʒ χ	b̥ c dʒ d̪ f g̊ h j k l m n̪ pʰ s̪ tʃ t̪ v z̪ ɟ ɾ ʁ ʃ ʒ χ	e̞ e̞ː i iː o̞ u uː y æ æː œ̞ œ̞ː ɑ ɑː ɯ	
azerbaijani	nort2697	jipa	Azerbaijani	Turkic	Eurasia	40.9777	46.4737	35	26	9	0	0	0	0	2.8889	b c d dz dʒ e f g h i j k l m n o p s t ts tʃ u v x y z æ œ ɑ ɟ ɣ ɯ ɾ ʃ ʒ	b c d dz dʒ f g h j k l m n p s t ts tʃ v x z ɟ ɣ ɾ ʃ ʒ	e i o u y æ œ ɑ ɯ	
azerbaijaninorthern_nort2697	nort2697	lapsyd	Azerbaijani, Northern	Turkic	Eurasia	40.9777	46.4737	33	24	9	0	0	0	0	2.6667	a̟ b c dʒ d̪ f g h j k l m n̪ o p s tʃ t̪ v x z ø ɑ ɛ ɟ ɣ ɤ ɪ ɾ ʃ ʊ ʏ ʒ	b c dʒ d̪ f g h j k l m n̪ p s tʃ t̪ v x z ɟ ɣ ɾ ʃ ʒ	a̟ o ø ɑ ɛ ɤ ɪ ʊ ʏ	
nort2697-236	nort2697	upsid	North Azerbaijani	Turkic	Eurasia	40.9777	46.4737	33	24	9	0	0	0	0	2.6667	a̟ b c dʒ d̪ f g h j k l m n̪ o p s tʃ t̪ v x z ø ɑ ɛ ɟ ɣ ɤ̟ ɪ ɾ ʃ ʊ ʏ ʒ	b c dʒ d̪ f g h j k l m n̪ p s tʃ t̪ v x z ɟ ɣ ɾ ʃ ʒ	a̟ o ø ɑ ɛ ɤ̟ ɪ ʊ ʏ	
nort2699-2445	nort2699	ea	Northwestern Kolami	Dravidian	Eurasia	20.1022	78.4934	26	16	10	0	0	5	0	1.6000	a aː b dz d̪ e eː g i iː j k l m n̪ o oː p r t̪ u uː v ŋ ɖ ʈ	b dz d̪ g j k l m n̪ p r t̪ v ŋ ɖ ʈ	a aː e eː i iː o oː u uː	
nort2699-1744	nort2699	ra	Northwestern Kolami	Dravidian	Eurasia	20.1022	78.4934	34	21	13	0	0	7	0	1.6154	a aː b cç d̪ e eː g i iː j k l m n̪ o oː p r s ts t̪ u uː v z ŋ ɖ ə əː ɟʝ ɨː ɭ ʈ	b cç d̪ g j k l m n̪ p r s ts t̪ v z ŋ ɖ ɟʝ ɭ ʈ	a aː e eː i iː o oː u uː ə əː ɨː	
nort2722-2486	nort2722	ea	Northern Qiang	Sino-Tibetan	Eurasia	32.2766	103.1920	63	39	24	0	0	10	0	1.6250	a aː a˞ a˞ː a˞ˤ aˤ aˤː b dz dʑ d̪ g h i i˞ˤ i˞ˤː iˤ iˤː j k kʰ l m n̪ p pʰ q qʰ s ts tsʰ tɕ tɕʰ t̪ t̪ʰ u uː u˞ u˞ˤ u˞ˤː uˤ uˤː w x z ŋ ɕ ɖʐ ə əː ə˞ ə˞ː əˤ ɦ ɬ ɲ ʁ ʂ ʈʂ ʈʂʰ ʐ ʑ χ	b dz dʑ d̪ g h j k kʰ l m n̪ p pʰ q qʰ s ts tsʰ tɕ tɕʰ t̪ t̪ʰ w x z ŋ ɕ ɖʐ ɦ ɬ ɲ ʁ ʂ ʈʂ ʈʂʰ ʐ ʑ χ	a aː a˞ a˞ː a˞ˤ aˤ aˤː i i˞ˤ i˞ˤː iˤ iˤː u uː u˞ u˞ˤ u˞ˤː uˤ uˤː ə əː ə˞ ə˞ː əˤ	
nort2735-309	nort2735	upsid	Northern Dong	Tai-Kadai	Eurasia	26.9944	109.2040	27	20	7	0	0	0	0	2.8571	a c ç e̞ i j k kʷ l lʲ m mʲ n o̞ p pʲ s t u w ŋ ŋʷ ɐ ə ɲ ʔ χ	c ç j k kʷ l lʲ m mʲ n p pʲ s t w ŋ ŋʷ ɲ ʔ χ	a e̞ i o̞ u ɐ ə	
nort2740-2518	nort2740	ea	Northern Thai	Tai-Kadai	Eurasia	18.8575	100.2074	33	21	9	0	0	0	3	1.7500	a b c d e f h i ia j k l m n o p pʰ s t tʰ u ua v w x ŋ ɔ ɛ ɤ ɯ ɯɑ ɲ ʔ	b c d f h j k l m n p pʰ s t tʰ v w x ŋ ɲ ʔ	a e i o u ɔ ɛ ɤ ɯ	ia ua ɯɑ
nort2741-2314	nort2741	ea	Northeastern Thai	Tai-Kadai	Eurasia	16.0300	103.6700	32	20	9	0	0	0	3	1.6667	a b c d e f h i ia j k kʰ l m n o p pʰ s t tʰ u ua w ŋ ɔ ɛ ɤ ɯ ɯɑ ɲ ʔ	b c d f h j k kʰ l m n p pʰ s t tʰ w ŋ ɲ ʔ	a e i o u ɔ ɛ ɤ ɯ	ia ua ɯɑ
nort2741-2414	nort2741	ea	Northeastern Thai	Tai-Kadai	Eurasia	16.0300	103.6700	32	20	9	0	0	0	3	1.6667	a b c d e f h i ia j k kʰ l m n o p pʰ s t tʰ u ua w ŋ ɔ ɛ ɤ ɯ ɯɑ ɲ ʔ	b c d f h j k kʰ l m n p pʰ s t tʰ w ŋ ɲ ʔ	a e i o u ɔ ɛ ɤ ɯ	ia ua ɯɑ
nort2741-2422	nort2741	ea	Northeastern Thai	Tai-Kadai	Eurasia	16.0300	103.6700	32	20	9	0	0	0	3	1.6667	a b c d e f h i ia j k kʰ l m n o p pʰ s t tʰ u ua w ŋ ɔ ɛ ɤ ɯ ɯa ɲ ʔ	b c d f h j k kʰ l m n p pʰ s t tʰ w ŋ ɲ ʔ	a e i o u ɔ ɛ ɤ ɯ	ia ua ɯa
nort2741-2492	nort2741	ea	Northeastern Thai	Tai-Kadai	Eurasia	16.0300	103.6700	32	19	10	0	0	0	3	1.4615	a b c d e h i ia k kʰ l m n o p pʰ s t tʰ u ua v w y ŋ ɔ ɛ ɤ ɯ ɯa ɲ ʔ	b c d h k kʰ l m n p pʰ s t tʰ v w ŋ ɲ ʔ	a e i o u y ɔ ɛ ɤ ɯ	ia ua ɯa
nort2741-2496	nort2741	ea	Northeastern Thai	Tai-Kadai	Eurasia	16.0300	103.6700	33	21	9	0	0	0	3	1.7500	a b c d e f h i ia j k kʰ l m n o p pʰ s t tʰ u ua v w ŋ ɔ ɛ ɤ ɯ ɯa ɲ ʔ	b c d f h j k kʰ l m n p pʰ s t tʰ v w ŋ ɲ ʔ	a e i o u ɔ ɛ ɤ ɯ	ia ua ɯa
